STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
196,DRL,0.00,0,295133,0.03,-295133,
197,DSN,0.49,5920674,2781720,0.23,3138954,
198,DTA,0.49,8849317,24066,0.00,8825251,
199,DTL,0.49,30103445,995,0.00,30102450,
200,DTT,0.49,3994391,18754,0.00,3975637,
201,DVP,0.49,19600000,4905011,0.12,14694989,
202,DXG,0.50,305889501,137694237,0.23,168195264,
203,DXS,0.50,226561188,87452347,0.19,139108841,
204,DXV,0.49,4851000,6185,0.01,4789150,
205,E1VFVN30,1.00,468100000,435084183,0.93,33015817,
206,EIB,0.30,370291527,97497626,0.08,272793901,
207,ELC,0.49,28801633,2415480,0.04,26386153,
208,EMC,0.00,0,2652,0.00,-2652,
209,EVE,1.00,41979773,29874457,0.71,12105316,
210,EVF,0.50,175532015,303534,0.00,175228481,
211,EVG,0.49,105472419,417872,0.00,105054547,
212,FCM,0.49,22098984,1293893,0.03,20805091,
213,FCN,0.50,78719502,51860104,0.33,26859398,
214,FDC,0.50,19314994,6744,0.00,19308250,
215,FIR,0.50,22307507,460784,0.01,21846723,
216,FIT,0.00,0,127829,0.00,-127829,
217,FMC,0.50,32694444,20508313,0.31,12186131,
218,FPT,0.49,537543020,537543020,0.49,0,
219,FRT,0.49,58051542,33899917,0.29,24151625,
220,FTS,1.00,195059951,48772576,0.25,146287375,
221,FUCTVGF3,0.49,9751392,0,0.00,9751392,
222,FUCTVGF4,0.49,9829400,0,0.00,9829400,
223,FUCVREIT,0.49,2450000,9833,0.02,2351670,
224,FUEDCMID,1.00,9400000,8476525,0.90,923475,
225,FUEIP100,1.00,5700000,50,0.01,5650000,
226,FUEKIV30,1.00,57000000,63002000,1.11,-6002000,
227,FUEKIVFS,1.00,7700000,6873900,0.89,8261,
228,FUEMAV30,1.00,28100000,23227940,0.83,4872060,
229,FUESSV30,1.00,5400000,2169930,0.40,3230070,
230,FUESSV50,1.00,8800000,5016062,0.57,3783938,
231,FUESSVFL,1.00,249200000,242956961,0.97,6243039,
232,FUEVFVND,1.00,842500000,817956779,0.97,24543221,
233,FUEVN100,1.00,18500000,3934489,0.21,14565511,
234,GAB,0.30,4471196,45502,0.00,4425694,
235,GAS,0.49,937835500,57678948,0.03,880156552,
236,GDA,0.49,56198839,27200005,0.24,28998834,(*)
237,GDT,0.50,10841708,5231297,0.24,5610411,
238,GEG,0.50,193068451,179246127,0.46,13822324,
239,GEX,0.50,425747896,94845140,0.11,330902756,
240,GIL,0.50,35000000,1830923,0.03,33169077,
241,GMC,0.49,16170126,2661967,0.08,13508159,
242,GMD,0.49,147675198,146814078,0.49,86112,
243,GMH,0.50,8250000,225,0.00,8227500,
244,GSP,0.00,0,395536,0.01,-395536,
245,GTA,0.49,5096000,59283,0.01,5036717,
246,GVR,0.13,520000000,22072166,0.01,497927834,
247,HAG,0.49,454459294,21501265,0.02,432958029,
248,HAH,0.49,34468886,7661999,0.11,26806887,
249,HAI,0.49,89514571,2151192,0.01,87363379,
250,HAP,0.49,54437908,3047760,0.03,51390148,
251,HAR,0.49,49661549,144671,0.00,49516878,
252,HAS,0.49,3920000,1333220,0.17,2586780,
253,HAX,0.35,19844786,9398482,0.17,10446304,
254,HBC,0.50,137066635,42782933,0.16,94283702,
255,HCD,0.49,15479002,4432,0.00,15434682,
256,HCM,0.49,224445659,216474785,0.47,7970874,
257,HDB,0.20,506068584,469436172,0.19,36632412,
258,HDC,0.49,52961989,1351741,0.01,51610248,
259,HDG,0.50,122302949,49327793,0.20,72975156,
260,HHP,0.49,15691666,845803,0.03,14845863,
261,HHS,0.50,160724076,5027409,0.02,155696667,
262,HHV,0.49,150824180,11984386,0.04,138839794,
263,HID,0.49,37614865,40847,0.01,37206395,
264,HII,0.50,36831508,338243,0.00,36493265,
265,HMC,0.00,0,2404,0.01,-2404,
266,HNG,0.50,554276947,24635060,0.02,529641887,
267,HOT,0.00,0,232,0.00,-232,
268,HPG,0.49,2849244993,1369018115,0.24,1480226878,
269,HPX,0.49,149042604,1440607,0.00,147601997,
270,HQC,0.49,233534000,2825011,0.01,230708989,
271,HRC,0.00,0,192429,0.01,-192429,
272,HSG,0.49,293046943,57627429,0.10,235419514,
273,HSL,0.49,17337918,717478,0.02,16620440,
274,HT1,0.49,186979056,11844256,0.03,175134800,
275,HTI,0.50,12474600,5635640,0.23,6838960,
276,HTL,0.49,5880000,5517119,0.46,362881,
277,HTN,0.49,43667041,599361,0.01,43067680,
278,HTV,0.49,6420960,1424434,0.11,4996526,
279,HU1,0.50,5000000,34873,0.03,4651270,
280,HU3,0.49,4899972,46919,0.05,4430782,
281,HUB,0.00,0,304108,0.01,-304108,
282,HVH,0.49,18105497,171934,0.00,17933563,
283,HVN,0.30,664318252,131252441,0.06,533065811,
284,HVX,0.47,19580401,3513,0.01,19229101,
285,IBC,0.31,25776704,32158,0.00,25455124,
286,ICT,1.00,32185000,149872,0.00,32035128,
287,IDI,0.49,111545857,1784128,0.01,109761729,
288,IJC,0.49,106377688,13755206,0.06,92622482,
289,ILB,0.49,12006100,4591,0.02,11547000,
290,IMP,0.75,50029027,33175303,0.50,16853724,
291,ITA,0.44,410765520,7353930,0.01,403411590,
292,ITC,0.00,0,325848,0.00,-325848,
293,ITD,0.49,10458390,334767,0.02,10123623,
294,JVC,0.49,55125083,1138337,0.01,53986746,
295,KBC,0.49,376126331,150224995,0.20,225901336,
296,KDC,0.50,139870678,67236498,0.24,72634180,
297,KDH,0.50,358414997,263052429,0.37,95362568,
298,KHG,0.49,220223250,3334145,0.01,216889105,
299,KHP,0.49,29598923,1168429,0.02,28430494,
300,KMR,1.00,56881443,35617739,0.63,21263704,
301,KOS,0.49,106075854,357414,0.00,105718440,
302,KPF,0.49,29824948,1874919,0.03,27950029,
303,KSB,0.49,37549288,8000292,0.10,29548996,
304,L10,0.49,4846100,122893,0.01,4723207,
305,LAF,0.49,7216729,280862,0.02,6935867,
306,LBM,0.50,10000000,2964482,0.15,7035518,
307,LCG,0.50,95820585,7606025,0.04,88214560,
308,LDG,0.50,128486292,1114394,0.00,127371898,
309,LEC,0.49,12789000,3023,0.00,12785977,
310,LGC,0.49,94498834,86759584,0.45,7739250,
311,LGL,0.49,25235000,889521,0.02,24345479,
312,LHG,0.49,24505884,6805218,0.14,17700666,
313,LIX,0.49,15876000,2746375,0.08,13129625,
314,LM8,0.00,0,16804,0.02,-16804,
315,LPB,0.05,86455268,85904265,0.05,551003,
316,LSS,0.00,0,812047,0.01,-812047,
317,MBB,0.23,1053476211,1053476211,0.23,0,
318,MCG,0.49,28179900,105709,0.00,28074191,
319,MCP,0.49,7384955,23875,0.00,7361080,
320,MDG,0.49,5335625,200,0.00,5335425,
321,MHC,0.49,20289412,924417,0.02,19364995,
322,MIG,1.00,164450000,19326730,0.12,145123270,
323,MSB,0.30,600000000,599190112,0.30,809888,
324,MSH,0.49,36756909,2657165,0.04,34099744,
325,MSN,0.49,697625143,436135785,0.31,261489358,
326,MWG,0.49,717300847,717300847,0.49,0,
327,NAF,1.00,62923085,16230585,0.26,46692500,
328,NAV,0.49,3920000,83747,0.01,3836253,
329,NBB,0.50,50237828,1404050,0.01,48833778,
330,NCG,0.50,59892162,13253200,0.11,46638962,(*)
331,NCT,0.30,7850082,3351145,0.13,4498937,
332,NHA,0.49,20665514,143223,0.00,20522291,
333,NHH,1.00,72880000,410334,0.01,72469666,
334,NHT,0.50,12014084,1048939,0.04,10965145,
335,NKG,0.50,131638903,27798387,0.11,103840516,
336,NLG,0.50,192040150,175960934,0.46,16079216,
337,NNC,0.49,10740800,1397958,0.06,9342842,
338,NO1,0.49,11760000,0,0.00,11760000,
339,NSC,0.49,8617624,1536697,0.09,7080927,
340,NT2,0.49,141059254,47201083,0.16,93858171,
341,NTL,0.49,29885075,5036800,0.08,24848275,
342,NVL,0.49,955551223,115808675,0.06,839742548,
343,NVT,0.50,45250000,12092,0.00,45129080,
344,OCB,0.22,301374229,295049648,0.22,6324581,
345,OGC,0.49,147000000,464394,0.00,146535606,
346,OPC,0.00,0,519025,0.01,-519025,
347,ORS,0.49,98000000,3756533,0.02,94243467,
348,PAC,0.49,22771136,5949791,0.13,16821345,
349,PAN,0.49,106015704,29601158,0.14,76414546,
350,PC1,0.50,135216501,16996748,0.06,118219753,
351,PDN,0.00,0,60292,0.00,-60292,
352,PDR,0.49,329106647,26294443,0.04,302812204,
353,PET,0.00,0,1492217,0.02,-1492217,
354,PGC,0.49,29567892,3207614,0.05,26360278,
355,PGD,0.49,44099522,41886236,0.47,2213286,
356,PGI,1.00,110896796,22814273,0.21,88082523,
357,PGV,0.50,561734023,19419,0.00,561539833,
358,PHC,0.50,25340963,693906,0.01,24647057,
359,PHR,0.49,66394607,18555183,0.14,47839424,
360,PIT,0.49,7447679,121458,0.01,7326221,
361,PJT,0.00,0,28503,0.01,-28503,
362,PLP,0.49,34300000,885476,0.01,33414524,
363,PLX,0.20,258775616,233476237,0.18,25299379,
364,PMG,0.49,22704776,11666943,0.25,11037833,
365,PNC,0.49,5409718,86894,0.01,5322824,
366,PNJ,0.49,160802902,160801930,0.49,972,
367,POM,0.49,137041404,21950128,0.08,115091276,
368,POW,0.49,1147517084,141363710,0.06,1006153374,
369,PPC,0.49,159855150,42229123,0.13,117626027,
370,PSH,0.00,0,100,0.00,-100,
371,PTB,0.25,17009600,9025517,0.13,7984083,
372,PTC,0.50,16153662,29925,0.01,15854412,
373,PTL,0.00,0,105084,0.00,-105084,
374,PVD,0.49,272585042,129323009,0.23,143262033,
375,PVP,0.00,0,621702,0.01,-621702,
376,PVT,0.49,158589110,59529459,0.18,99059651,
377,QBS,0.00,0,70,0.00,-70,
378,QCG,0.49,134813361,1701603,0.01,133111758,
379,RAL,0.50,11473709,6157,0.03,10858009,
380,RDP,0.50,24534901,157525,0.00,24377376,
381,REE,0.49,174641137,174641137,0.49,0,
382,S4A,0.49,20678000,3338,0.00,20644620,
383,SAB,1.00,641281186,401681014,0.63,239600172,
384,SAM,0.49,186180875,2621115,0.01,183559760,
385,SAV,0.49,8997955,8045349,0.44,952606,
386,SBA,0.00,0,209487,0.00,-209487,
387,SBT,1.00,694799896,102833211,0.15,591966685,
388,SBV,1.00,27366476,4063174,0.15,23303302,
389,SC5,0.49,7342429,611253,0.04,6731176,
390,SCD,0.49,4165000,58381,0.07,3581190,
391,SCR,0.49,193874269,2284107,0.01,191590162,
392,SCS,0.30,30320754,30089274,0.30,23148,
393,SFC,0.49,5532814,9232,0.01,5440494,
394,SFG,0.49,23469693,339751,0.01,23129942,
395,SFI,0.49,11669862,2118486,0.09,9551376,
396,SGN,0.30,10074507,82958,0.02,9244927,
397,SGR,0.49,29400000,5874,0.00,29394126,
398,SGT,0.00,0,8335477,0.06,-8335477,
399,SHA,0.49,16388870,320132,0.01,16068738,
400,SHB,0.30,920214958,182587345,0.06,737627613,
401,SHI,0.49,79466460,168645,0.00,79297815,
402,SHP,0.00,0,5356242,0.05,-5356242,
403,SII,0.50,32261052,31569747,0.49,691305,
404,SJD,0.49,33809323,10233707,0.15,23575616,
405,SJF,0.49,38808000,257759,0.00,38550241,
406,SJS,0.50,57427770,9733,0.01,56454470,
407,SKG,0.49,31032550,23465093,0.37,7567457,
408,SMA,0.49,9972889,14403,0.00,9958486,
409,SMB,0.49,14624857,4445012,0.15,10179845,
410,SMC,0.00,0,14965281,0.20,-14965281,
411,SPM,0.49,6860000,27322,0.02,6586780,
412,SRC,0.49,13752224,27767,0.00,13724457,
413,SRF,1.00,35566780,16632267,0.47,18934513,
414,SSB,0.05,102014913,4413590,0.00,97601323,
415,SSC,0.49,7346259,176875,0.01,7169384,
416,SSI,1.00,1491130137,644565948,0.43,846564189,
417,ST8,0.49,12603241,6189438,0.24,6413803,
418,STB,0.30,565564714,547728444,0.29,17836270,
419,STG,0.49,48144144,60864,0.00,48083280,
420,STK,1.00,84363825,12347640,0.15,72016185,
421,SVC,0.49,32648976,1219171,0.02,31429805,
422,SVD,0.49,13526894,106631,0.00,13420263,
423,SVI,1.00,12832437,12183693,0.95,648744,
424,SVT,0.50,7526684,222357,0.01,7304327,
425,SZC,0.49,49000000,3563515,0.04,45436485,
426,SZL,0.00,0,3432899,0.17,-3432899,
427,TBC,0.49,31115000,671904,0.01,30443096,
428,TCB,0.22,789954184,789954184,0.22,0,
429,TCD,0.49,119764968,911387,0.00,118853581,
430,TCH,0.51,340790079,21380357,0.03,319409722,
431,TCL,0.49,14777633,2169392,0.07,12608241,
432,TCM,0.49,40203092,38662669,0.47,1540423,
433,TCO,0.49,9168390,45264,0.02,8715750,
434,TCR,0.49,5082863,4851611,0.47,231252,
435,TCT,0.00,0,2262780,0.18,-2262780,
436,TDC,0.50,50000000,84986,0.01,49150140,
437,TDG,0.00,0,44019,0.00,-44019,
438,TDH,0.50,56326383,2596139,0.02,53730244,
439,TDM,0.50,50000000,7097307,0.07,42902693,
440,TDP,0.51,34392329,25382,0.00,34366947,
441,TDW,0.50,4250000,23338,0.03,4016620,
442,TEG,0.49,32139968,3344220,0.05,28795748,
443,TGG,0.00,0,1905,0.00,-1905,
444,THG,0.49,9782307,131747,0.01,9650560,
445,THI,0.49,23912000,2316,0.00,23888840,
446,TIP,0.49,31853849,10748742,0.17,21105107,
447,TIX,0.00,0,150004,0.01,-150004,
448,TLD,0.49,36628767,477511,0.01,36151256,
449,TLG,1.00,77794453,16376139,0.21,61418314,
450,TLH,0.49,50034204,1476183,0.01,48558021,
451,TMP,0.49,34300000,415671,0.01,33884329,
452,TMS,0.49,59657424,53078936,0.44,6578488,
453,TMT,0.49,18270963,1086122,0.03,17184841,
454,TN1,0.50,21594043,62041,0.00,21532002,
455,TNA,0.49,24292369,1778884,0.04,22513485,
456,TNC,0.50,9625000,106992,0.01,9518008,
457,TNH,0.49,25418749,21996378,0.42,3422371,
458,TNI,0.49,25725000,15781,0.00,25567190,
459,TNT,0.49,24990000,11836,0.00,24871640,
460,TPB,0.30,474526648,474023988,0.30,50266,
461,TPC,0.49,11970992,614602,0.03,11356390,
462,TRA,0.49,20312299,19119492,0.46,1192807,
463,TRC,0.49,14700000,407796,0.01,14292204,
464,TSC,0.00,0,38246,0.00,-38246,
465,TTA,0.49,77156839,448677,0.00,76708162,
466,TTB,0.00,0,19481,0.00,-19481,
467,TTE,0.50,14245200,227,0.00,14242930,
468,TTF,0.50,205599151,1504978,0.00,204094173,
469,TV2,0.15,10128924,10128924,0.15,0,
470,TVB,0.30,33629105,2329726,0.02,31299379,
471,TVS,0.49,53495840,30888913,0.28,22606927,
472,TVT,0.00,0,84229,0.04,-84229,
473,TYA,1.00,6134773,2498291,0.41,3636482,
474,UDC,0.49,17150000,4257780,0.12,12892220,
475,UIC,0.00,0,1025370,0.13,-1025370,
476,VAF,0.49,18456020,15934,0.00,18440086,
477,VCA,0.49,7441787,1233962,0.08,6207825,
478,VCB,0.30,1419754971,1116644996,0.24,303109975,
479,VCF,0.49,13023776,177489,0.01,12846287,
480,VCG,0.49,238081140,24906824,0.05,213174316,
481,VCI,1.00,435499901,98991290,0.23,336508611,
482,VDP,0.00,0,62121,0.00,-62121,
483,VDS,1.00,210000000,2878291,0.01,207121709,
484,VFG,0.49,20440160,1104355,0.03,19335805,
485,VGC,0.49,219691500,23765547,0.05,195925953,
486,VHC,1.00,183376956,55364280,0.30,128012676,
487,VHM,0.50,2177183744,1048031910,0.24,1129151834,
488,VIB,0.21,432072953,432072953,0.21,0,
489,VIC,0.48,1857732271,493014385,0.13,1364717886,
490,VID,0.50,20418034,194267,0.00,20223767,
491,VIP,0.49,33550761,2131455,0.03,31419306,
492,VIX,1.00,582139189,34813171,0.06,547326018,
493,VJC,0.30,162483400,93393341,0.17,69090059,
494,VMD,0.49,7565731,220781,0.01,7344950,
495,VND,1.00,1217844009,283951659,0.23,933892350,
496,VNE,0.49,44312146,5811806,0.06,38500340,
497,VNG,0.49,47665537,500103,0.01,47165434,
498,VNL,0.49,4619230,895512,0.10,3723718,
499,VNM,1.00,2089955445,1165581450,0.56,924373995,
500,VNS,0.49,33251004,13495754,0.20,19755250,
501,VOS,0.49,68600000,1098250,0.01,67501750,
502,VPB,0.18,1189674791,1189674791,0.18,0,
503,VPD,0.49,52228918,26922851,0.25,25306067,
504,VPG,0.49,39297184,633544,0.01,38663640,
505,VPH,0.49,46725322,829164,0.01,45896158,
506,VPI,0.49,118579812,4446264,0.02,114133548,
507,VPS,0.49,11985788,166215,0.01,11819573,
508,VRC,0.49,24500000,232188,0.00,24267812,
509,VRE,0.49,1141121020,757341884,0.33,383779136,
510,VSC,0.49,59422004,3964411,0.03,55457593,
511,VSH,0.49,115758210,27447333,0.12,88310877,
512,VSI,0.49,6468000,10066,0.01,6367340,
513,VTB,0.49,5871204,554739,0.05,5316465,
514,VTO,0.49,39134666,82379,0.01,38310876,
515,YBM,0.49,7006941,37016,0.00,6969925,
516,YEG,1.00,31279968,4954483,0.16,26325485,
