STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
87,CMBB2104,1.00,8000000,100,0.01,7900000,
88,CMBB2105,1.00,3000000,0,0.00,3000000,
89,CMBB2106,1.00,3000000,0,0.00,3000000,
90,CMBB2107,1.00,10000000,2000200,0.20,7999800,
91,CMBB2108,1.00,23000000,27,0.00,22997300,
92,CMBB2109,1.00,1200000,1180000,0.98,20,
93,CMG,0.49,48999934,39346374,0.39,9653560,
94,CMSN2104,1.00,5000000,0,0.00,5000000,
95,CMSN2105,1.00,12000000,407,0.00,11959300,
96,CMSN2106,1.00,4000000,5327,0.13,3467300,
97,CMSN2107,1.00,2000000,0,0.00,2000000,
98,CMSN2108,1.00,3000000,2751500,0.92,2485,
99,CMSN2109,1.00,4000000,0,0.00,4000000,
100,CMSN2110,1.00,10000000,0,0.00,10000000,
101,CMV,0.49,8896375,41988,0.00,8854387,
102,CMWG2104,1.00,5000000,25,0.00,4997500,
103,CMWG2106,1.00,5000000,100,0.00,4999900,
104,CMWG2107,1.00,7000000,1,0.00,6999000,
105,CMWG2108,1.00,2000000,0,0.00,2000000,
106,CMWG2109,1.00,1500000,600,0.00,1499400,
107,CMWG2110,1.00,3000000,0,0.00,3000000,
108,CMWG2111,1.00,10000000,0,0.00,10000000,
109,CMWG2112,1.00,12000000,18,0.00,11998200,
110,CMX,0.50,30408751,4665206,0.08,25743545,
111,CNG,0.49,13230000,1157951,0.04,12072049,
112,CNVL2103,1.00,5500000,0,0.00,5500000,
113,CNVL2104,1.00,3000000,0,0.00,3000000,
114,COM,0.49,6919107,5562,0.00,6863487,
115,CPDR2103,1.00,3000000,2176100,0.73,8239,
116,CPNJ2104,1.00,5000000,0,0.00,5000000,
117,CPNJ2105,1.00,10000000,0,0.00,10000000,
118,CPNJ2106,1.00,2000000,0,0.00,2000000,
119,CPNJ2107,1.00,1500000,0,0.00,1500000,
120,CPNJ2108,1.00,2000000,0,0.00,2000000,
121,CPNJ2109,1.00,2500000,2500000,1.00,0,
122,CRC,0.50,15000000,14277,0.00,14857230,
123,CRE,0.49,98783782,4556039,0.02,94227743,
124,CSM,0.49,50776968,860367,0.01,49916601,
125,CSTB2105,1.00,3000000,354,0.01,2964600,
126,CSTB2106,1.00,10000000,5262,0.05,9473800,
127,CSTB2107,1.00,8000000,50,0.01,7950000,
128,CSTB2108,1.00,2000000,0,0.00,2000000,
129,CSTB2109,1.00,10000000,0,0.00,10000000,
130,CSTB2110,1.00,10000000,2504100,0.25,7495900,
131,CSTB2111,1.00,3000000,0,0.00,3000000,
132,CSV,0.50,22100000,457684,0.01,21642316,
133,CTCB2105,1.00,15000000,384,0.00,14961600,
134,CTCB2106,1.00,11000000,65,0.01,10935000,
135,CTCB2107,1.00,2000000,0,0.00,2000000,
136,CTCB2108,1.00,2000000,0,0.00,2000000,
137,CTCB2109,1.00,10000000,11,0.00,9998900,
138,CTCB2110,1.00,4000000,0,0.00,4000000,
139,CTCB2111,1.00,2500000,0,0.00,2500000,
140,CTCB2112,1.00,23000000,2080000,0.09,20920000,
141,CTD,0.49,38834950,36181558,0.46,2653392,
142,CTF,0.49,33467000,331868,0.00,33135132,
143,CTG,0.30,1441725182,1211977779,0.25,229747403,
144,CTI,0.49,30869998,899785,0.01,29970213,
145,CTS,0.49,52153922,2146761,0.02,50007161,
146,CVHM2107,1.00,13500000,947,0.01,13405300,
147,CVHM2108,1.00,2400000,0,0.00,2400000,
148,CVHM2109,1.00,3000000,0,0.00,3000000,
149,CVHM2110,1.00,10000000,675,0.01,9932500,
150,CVHM2111,1.00,5000000,79,0.02,4921000,
151,CVHM2112,1.00,6000000,10,0.00,5990000,
152,CVHM2113,1.00,15000000,13,0.00,14987000,
153,CVHM2114,1.00,5000000,5000000,1.00,0,
154,CVIC2104,1.00,5000000,0,0.00,5000000,
155,CVIC2105,1.00,11000000,1541,0.01,10845900,
156,CVIC2106,1.00,5000000,1956300,0.39,3043700,
157,CVIC2107,1.00,10000000,0,0.00,10000000,
158,CVIC2108,1.00,4000000,4000000,1.00,0,
159,CVJC2101,1.00,4500000,0,0.00,4500000,
160,CVJC2102,1.00,3000000,0,0.00,3000000,
161,CVJC2103,1.00,3000000,2433800,0.81,5662,
162,CVNM2106,1.00,3000000,0,0.00,3000000,
163,CVNM2107,1.00,5000000,459,0.01,4954100,
164,CVNM2108,1.00,5000000,1,0.00,4999000,
165,CVNM2109,1.00,11000000,0,0.00,11000000,
166,CVNM2110,1.00,2500000,0,0.00,2500000,
167,CVNM2111,1.00,3000000,0,0.00,3000000,
168,CVNM2112,1.00,10000000,20,0.00,9980000,
169,CVNM2113,1.00,4000000,4000000,1.00,0,
170,CVPB2105,1.00,2000000,0,0.00,2000000,
171,CVPB2106,1.00,9000000,0,0.00,9000000,
172,CVPB2107,1.00,2000000,0,0.00,2000000,
173,CVPB2108,1.00,10000000,200,0.00,9999800,
174,CVPB2109,1.00,3000000,0,0.00,3000000,
175,CVPB2110,1.00,1500000,0,0.00,1500000,
176,CVRE2105,1.00,10000000,5,0.00,9995000,
177,CVRE2106,1.00,16000000,136,0.00,15986400,
178,CVRE2107,1.00,5000000,797,0.02,4920300,
179,CVRE2108,1.00,2000000,0,0.00,2000000,
180,CVRE2109,1.00,10000000,0,0.00,10000000,
181,CVRE2110,1.00,5000000,318,0.06,4682000,
182,CVRE2111,1.00,3000000,0,0.00,3000000,
183,CVRE2112,1.00,23000000,0,0.00,23000000,
184,CVRE2113,1.00,5000000,5000000,1.00,0,
185,CVT,0.50,18345443,20255,0.01,18142893,
186,D2D,0.49,14849331,988411,0.03,13860920,
187,DAG,0.41,24325983,292292,0.00,24033691,
188,DAH,0.00,0,12584,0.00,-12584,
189,DAT,0.49,22542652,5885,0.00,22536767,
190,DBC,0.49,56467320,3722034,0.03,52745286,
191,DBD,1.00,57612444,1476283,0.03,56136161,
192,DBT,0.00,0,402639,0.03,-402639,
193,DC4,0.50,16799732,58282,0.00,16741450,
194,DCL,0.00,0,994073,0.02,-994073,
195,DCM,0.49,259406000,26305527,0.05,233100473,
196,DGC,0.49,83829472,11894485,0.07,71934987,
197,DGW,0.49,43390492,24072642,0.27,19317850,
198,DHA,0.49,7408773,2024913,0.13,5383860,
199,DHC,0.49,34297267,27820651,0.40,6476616,
200,DHG,1.00,130746071,71093760,0.54,59652311,
201,DHM,0.49,15384128,425399,0.01,14958729,
202,DIG,0.49,244946571,6739427,0.01,238207144,
203,DLG,0.49,146661762,4691811,0.02,141969951,
204,DMC,1.00,34727465,19066618,0.55,15660847,
205,DPG,0.49,30869781,268767,0.00,30601014,
206,DPM,0.49,191786000,35661461,0.09,156124539,
207,DPR,0.00,0,3449750,0.08,-3449750,
208,DQC,0.49,16836113,468067,0.01,16368046,
209,DRC,0.49,58208376,8335450,0.07,49872926,
210,DRH,0.49,29889967,753894,0.01,29136073,
211,DRL,0.49,4655000,14794,0.02,4507060,
212,DSN,0.49,5920674,2507989,0.21,3412685,
213,DTA,0.49,8849317,102766,0.01,8746551,
214,DTL,0.49,30103445,1621,0.00,30101824,
215,DTT,0.49,3994391,14398,0.00,3979993,
216,DVP,0.49,19600000,5536010,0.14,14063990,
217,DXG,0.49,292908793,170398838,0.29,122509955,
218,DXS,0.50,179100604,78092690,0.22,101007914,
219,DXV,0.49,4851000,5635,0.01,4794650,
220,E1VFVN30,1.00,422300000,408892310,0.97,13407690,
221,EIB,0.30,370656871,366134404,0.30,4522467,
222,ELC,0.49,24954839,1800882,0.04,23153957,
223,EMC,0.49,7495693,692,0.00,7488773,
224,EVE,1.00,41979773,27667281,0.66,14312492,
225,EVG,0.00,0,23073,0.00,-23073,
226,FCM,0.49,20090000,923015,0.02,19166985,
227,FCN,0.50,62719502,35360236,0.28,27359266,
228,FDC,0.49,18928694,13469,0.00,18915225,
229,FIR,0.50,13519932,412337,0.02,13107595,
230,FIT,0.00,0,152969,0.00,-152969,
231,FLC,0.49,347898925,19000734,0.03,328898191,
232,FMC,0.50,29425000,15106585,0.26,14318415,
233,FPT,0.49,444700308,444700308,0.49,0,
234,FRT,0.49,38701078,14807979,0.19,23893099,
235,FTM,0.49,24500000,39033,0.01,24109670,
236,FTS,1.00,147567297,31511763,0.21,116055534,
237,FUCTVGF2,0.49,8330000,473022,0.03,7856978,
238,FUCTVGF3,0.49,9751392,100,0.00,9751292,
239,FUCVREIT,0.49,2450000,5269,0.01,2397310,
240,FUEIP100,1.00,5500000,222,0.00,5477800,
241,FUEMAV30,1.00,38500000,33710080,0.88,4789920,
242,FUESSV30,1.00,5600000,2141720,0.38,3458280,
243,FUESSV50,1.00,13500000,8615250,0.64,4884750,
244,FUESSVFL,1.00,151800000,147289500,0.97,4510500,
245,FUEVFVND,1.00,491200000,482780121,0.98,8419879,
246,FUEVN100,1.00,6900000,3009330,0.44,3890670,
247,GAB,0.49,6762000,6444,0.00,6697560,
248,GAS,0.49,937835500,53005058,0.03,884830442,
249,GDT,0.49,8810375,3852389,0.21,4957986,
250,GEG,0.50,151857763,112789761,0.37,39068002,
251,GEX,0.49,382783296,67552238,0.09,315231058,
252,GIL,0.49,21168000,2509711,0.06,18658289,
253,GMC,0.49,16170126,2736430,0.08,13433696,
254,GMD,0.49,147675198,123251313,0.41,24423885,
255,GSP,0.00,0,20024,0.01,-20024,
256,GTA,0.49,5096000,69495,0.01,5026505,
257,GTN,1.00,250000000,472249,0.00,249527751,
258,GVR,0.13,520000000,23836800,0.01,496163200,
259,HAG,0.43,394915851,11300140,0.01,383615711,
260,HAH,0.49,23903547,6118894,0.13,17784653,
261,HAI,0.49,89514571,2990336,0.02,86524235,
262,HAP,0.49,27257044,1757016,0.03,25500028,
263,HAR,0.49,49661549,211042,0.00,49450507,
264,HAS,0.49,3920000,1374101,0.17,2545899,
265,HAX,0.50,23883491,6825701,0.14,17057790,
266,HBC,0.49,118783734,36238277,0.15,82545457,
267,HCD,0.49,13230000,16865,0.01,13061350,
268,HCM,0.49,149882308,135880646,0.44,14001662,
269,HCMA0307,1.00,280,0,0.00,280,
270,HCM_0307,1.00,2000000,0,0.00,2000000,
271,HCM_0607,1.00,1500000,0,0.00,1500000,
272,HCM_0807,1.00,900,0,0.00,900,
273,HCM_1007,1.00,340,0,0.00,340,
274,HDB,0.22,431567488,350888088,0.17,80679400,
275,HDC,0.49,42370135,1412840,0.02,40957295,
276,HDG,0.49,80179541,18599431,0.11,61580110,
277,HHP,0.49,9834213,343391,0.02,9490822,
278,HHS,0.50,137372031,7397368,0.03,129974663,
279,HID,0.49,28794865,1644454,0.03,27150411,
280,HII,0.49,18047438,582939,0.02,17464499,
281,HMC,0.49,10290000,46748,0.02,9822520,
282,HNG,0.49,543191408,15273200,0.01,527918208,
283,HOT,0.49,3920000,522,0.00,3914780,
284,HPG,0.49,2191732125,1094973350,0.24,1096758775,
285,HPX,0.49,149042604,41874730,0.14,107167874,
286,HQC,0.49,233534000,3710809,0.01,229823191,
287,HRC,0.49,14801244,196396,0.01,14604848,
288,HSG,0.49,241806129,44799632,0.09,197006497,
289,HSL,1.00,17167144,917085,0.05,16250059,
290,HT1,0.49,186979056,11619527,0.03,175359529,
291,HTI,0.49,12225108,3300200,0.13,8924908,
292,HTL,0.49,5880000,5461749,0.46,418251,
293,HTN,0.49,24259508,550242,0.01,23709266,
294,HTV,0.49,6420960,1175974,0.09,5244986,
295,HU1,0.49,4900000,35693,0.04,4543070,
296,HU3,0.49,4899972,48219,0.05,4417782,
297,HUB,0.49,9338084,91185,0.05,8426234,
298,HVH,0.49,18105497,698395,0.02,17407102,
299,HVN,0.30,664318252,131134073,0.06,533184179,
300,HVX,0.47,19580401,3612,0.01,19219201,
301,IBC,0.31,25776704,244067,0.00,25532637,
302,ICT,1.00,32185000,255172,0.01,31929828,
303,IDI,0.49,111545857,1200337,0.01,110345520,
304,IJC,0.49,106377688,4739426,0.02,101638262,
305,ILB,0.00,0,0,0.00,0,
306,IMP,0.49,32685631,32650206,0.49,35425,
307,ITA,0.44,410765520,8902122,0.01,401863398,
308,ITC,0.00,0,333664,0.00,-333664,
309,ITD,0.49,9341751,525556,0.03,8816195,
310,JVC,0.49,55125083,1899192,0.02,53225891,
311,KBC,0.49,282098471,92752372,0.16,189346099,
312,KBC12006,1.00,4000000,2,0.00,3999998,
313,KDC,1.00,279741356,57214438,0.20,222526918,
314,KDH,0.49,315039163,201856799,0.31,113182364,
315,KHG,0.49,85660598,1215,0.00,85539098,
316,KHP,0.49,28209797,1778299,0.03,26431498,
317,KMR,1.00,56881443,35818429,0.63,21063014,
318,KOS,0.00,0,405808,0.00,-405808,
319,KPF,0.49,28404777,1847115,0.03,26557662,
320,KSB,0.49,36079288,2040919,0.03,34038369,
321,L10,0.49,4846100,86954,0.01,4759146,
322,LAF,0.49,7216729,296357,0.02,6920372,
323,LBM,0.49,4900000,1110379,0.11,3789621,
324,LCG,0.50,58624255,3546170,0.03,55078085,
325,LCM,0.49,12070170,2551850,0.10,9518320,
326,LDG,0.49,117704100,1558554,0.01,116145546,
327,LEC,0.49,12789000,937,0.00,12788063,
328,LGC,0.49,94498834,86760799,0.45,7738035,
329,LGL,0.49,25235000,855679,0.02,24379321,
330,LHG,0.49,24505884,4538383,0.09,19967501,
331,LIX,0.49,15876000,2945065,0.09,12930935,
332,LM8,0.49,4600454,172441,0.02,4428013,
333,LPB,0.05,60179523,47852963,0.04,12326560,
334,LSS,0.49,34300000,1655147,0.02,32644853,
335,MBB,0.23,877896843,877794126,0.23,102717,
336,MCG,0.49,28179900,1256054,0.02,26923846,
337,MCP,0.49,7384955,25594,0.00,7359361,
338,MDG,0.49,5335625,100,0.00,5335525,
339,MHC,0.49,20289412,1554883,0.04,18734529,
340,MIG,0.49,70070000,5451128,0.04,64618872,
341,MSB,0.30,458250000,458250000,0.30,0,
342,MSH,0.49,24504606,4981270,0.10,19523336,
343,MSN,1.00,1180534692,380971538,0.32,799563154,
344,MSN11906,1.00,15000000,44478,0.03,14555220,
345,MSN12001,1.00,20000000,2536341,0.13,17463659,
346,MSN12002,1.00,30000000,316432,0.01,29683568,
347,MSN12003,1.00,30000000,6481,0.00,29993519,
348,MSN12005,1.00,20000000,166156,0.01,19833844,
349,MWG,0.49,349402092,349432896,0.49,-30804,
350,NAF,1.00,59926785,15816193,0.26,44110592,
351,NAV,0.49,3920000,6181,0.01,3858190,
352,NBB,0.49,49233071,1084360,0.01,48148711,
353,NCT,0.49,12821800,2914783,0.11,9907017,
354,NHA,0.49,13777109,110276,0.00,13666833,
355,NHH,1.00,36440000,234291,0.01,36205709,
356,NHT,0.50,7705770,752872,0.05,6952898,
357,NKG,0.50,109199284,18974393,0.09,90224891,
358,NLG,0.50,172635330,119384449,0.35,53250881,
359,NNC,0.49,10740800,1720541,0.08,9020259,
360,NPM11805,1.00,5000000,0,0.00,5000000,
361,NPM11907,1.00,2100000,0,0.00,2100000,
362,NPM11909,1.00,3000000,30,0.01,2970000,
363,NPM11910,1.00,2000000,21884,0.01,1978116,
364,NPM11911,1.00,5000000,0,0.00,5000000,
365,NSC,0.49,8617624,1252214,0.07,7365410,
366,NT2,0.49,141059254,42305932,0.15,98753322,
367,NTL,0.49,29885075,6292470,0.10,23592605,
368,NVL,0.38,564390952,118490208,0.08,445900744,
369,NVT,1.00,90500000,6649,0.00,90433510,
370,OCB,0.22,301374229,301309292,0.22,64937,
371,OGC,0.49,147000000,925474,0.00,146074526,
372,OPC,0.49,13022867,1234332,0.05,11788535,
373,ORS,1.00,200000000,51033,0.00,199948967,
374,PAC,0.49,22771136,6059760,0.13,16711376,
375,PAN,0.49,106015704,17390843,0.08,88624861,
376,PC1,0.50,95594079,10528844,0.06,85065235,
377,PDN,0.49,9075757,88714,0.00,8987043,
378,PDR,0.49,238518238,15752734,0.03,222765504,
379,PET,0.49,44320560,5989204,0.07,38331356,
380,PGC,0.49,29567892,1545934,0.03,28021958,
381,PGD,0.49,44099522,41996388,0.47,2103134,
382,PGI,0.49,43471708,18404375,0.21,25067333,
383,PHC,0.50,13903898,106076,0.00,13797822,
384,PHR,0.49,66394607,19631221,0.14,46763386,
385,PIT,0.49,7447679,138261,0.01,7309418,
386,PJT,0.00,0,357753,0.02,-357753,
387,PLP,0.49,19600000,809213,0.02,18790787,
388,PLX,0.20,258775616,222957806,0.17,35817810,
389,PME,1.00,75011625,67345050,0.90,7666575,
390,PMG,0.49,22704776,11667506,0.25,11037270,
391,PNC,0.49,5409718,86543,0.01,5323175,
392,PNJ,0.49,111530057,109150383,0.48,2379674,
393,POM,0.49,137041404,22327483,0.08,114713921,
394,POW,0.49,1147517084,71167057,0.03,1076350027,
395,PPC,0.49,159855150,46580274,0.14,113274876,
396,PSH,0.00,0,180,0.00,-180,
397,PTB,0.49,23813726,10319674,0.21,13494052,
398,PTC,0.49,8819999,49314,0.00,8770685,
399,PTL,0.49,49000000,140221,0.00,48859779,
400,PVD,0.49,206557436,24401406,0.06,182156030,
401,PVT,0.49,158589110,42787579,0.13,115801531,
402,PXI,0.49,14700000,50611,0.02,14193890,
403,PXS,0.49,29400000,6488188,0.11,22911812,
404,QBS,0.00,0,317,0.00,-317,
405,QCG,0.49,134813361,1868893,0.01,132944468,
406,RAL,0.50,6037500,501706,0.04,5535794,
407,RDP,0.49,23343887,12996,0.00,23213927,
408,REE,0.49,151928832,151928832,0.49,0,
409,RIC,0.49,14067002,9129961,0.32,4937041,
410,ROS,0.49,278123079,11872516,0.02,266250563,
411,S4A,0.49,20678000,2468,0.00,20653320,
412,SAB,1.00,641281186,402522217,0.63,238758969,
413,SAM,0.49,171498623,2770749,0.01,168727874,
414,SAV,0.49,7849783,6861489,0.43,988294,
415,SBA,0.49,29639247,146667,0.00,29492580,
416,SBT,1.00,650762228,69465197,0.11,581297031,
417,SBV,1.00,27366476,4090006,0.15,23276470,
418,SC5,0.49,7342429,638509,0.04,6703920,
419,SCD,0.49,4165000,55746,0.07,3607540,
420,SCR,0.49,179514588,1724351,0.00,177790237,
421,SCR11816,1.00,4700000,0,0.00,4700000,
422,SCS,0.49,28388493,15521569,0.27,12866924,
423,SFC,0.49,5532814,101171,0.01,5431643,
424,SFG,0.49,23469693,332801,0.01,23136892,
425,SFI,0.49,7719003,1445299,0.09,6273704,
426,SGN,0.30,10074507,774174,0.02,9300333,
427,SGR,0.49,29400000,24367,0.00,29375633,
428,SGT,0.00,0,8307150,0.11,-8307150,
429,SHA,0.49,15608448,250617,0.01,15357831,
430,SHB,0.10,192604883,69933411,0.04,122671472,
431,SHI,0.49,49262496,209046,0.00,49053450,
432,SHP,0.49,45917998,4867094,0.05,41050904,
433,SII,0.49,31615830,31606937,0.49,8893,
434,SJD,0.49,33809323,9689856,0.14,24119467,
435,SJF,0.49,38808000,942414,0.01,37865586,
436,SJS,0.50,57427770,1329536,0.01,56098234,
437,SKG,0.49,31032550,27009101,0.43,4023449,
438,SMA,0.49,9972889,12268,0.00,9960621,
439,SMB,0.49,14624857,3672832,0.12,10952025,
440,SMC,0.49,29887398,13199460,0.22,16687938,
441,SPM,0.49,6860000,26308,0.02,6596920,
442,SRC,0.49,13752224,4169,0.00,13710534,
443,SRF,0.49,17427722,16682408,0.47,745314,
444,SSB,0.05,67124418,352196,0.00,66772222,
445,SSC,0.49,7346259,159891,0.01,7186368,
446,SSI,1.00,984750022,384137524,0.39,600612498,
447,ST8,0.49,12603241,12619275,0.49,-16034,
448,STB,0.30,565564714,325103884,0.17,240460830,
449,STG,0.49,48144144,101834,0.00,48042310,
450,STK,1.00,70726944,9364776,0.13,61362168,
451,SVC,0.49,16327060,636477,0.02,15690583,
452,SVD,0.49,6321000,1342,0.01,6186800,
453,SVI,1.00,12832437,12164103,0.95,668334,
454,SVT,0.49,5673991,93166,0.01,5580825,
455,SZC,0.49,49000000,2958950,0.03,46041050,
456,SZL,0.49,9800000,3599930,0.18,6200070,
457,TAC,0.49,16601027,1454297,0.04,15146730,
458,TBC,0.49,31115000,560984,0.01,30554016,
459,TCB,0.22,788986817,788986817,0.22,0,
460,TCD,0.49,42732484,347697,0.00,42384787,
461,TCH,0.51,315548203,41353157,0.07,274195046,
462,TCL,0.49,14777633,1290700,0.04,13486933,
463,TCM,0.49,34966795,31738919,0.44,3227876,
464,TCO,0.49,9168390,444046,0.02,8724344,
465,TCR,0.49,5082863,5082810,0.49,53,
466,TCT,0.49,6266120,2238190,0.18,4027930,
467,TDC,0.50,50000000,1123990,0.01,48876010,
468,TDG,0.49,8217300,469119,0.03,7748181,
469,TDH,0.49,55199855,3984553,0.04,51215302,
470,TDM,0.49,49000000,10318650,0.10,38681350,
471,TDP,0.49,29503341,22224,0.00,29481117,
472,TDW,0.50,4250000,22788,0.03,4022120,
473,TEG,0.49,32139968,217229,0.00,31922739,
474,TGG,0.00,0,24944,0.01,-24944,
475,THG,0.49,7825939,321212,0.02,7504727,
476,THI,0.49,23912000,3256,0.00,23879440,
477,TIP,0.49,12741540,5379247,0.21,7362293,
478,TIX,0.49,14700000,106004,0.00,14593996,
479,TLD,0.49,19578622,741659,0.02,18836963,
480,TLG,1.00,77794453,19653452,0.25,58141001,
481,TLH,0.49,50034204,1499837,0.01,48534367,
482,TMP,0.49,34300000,33446,0.00,33965540,
483,TMS,0.49,45891856,45866634,0.49,25222,
484,TMT,0.49,18270963,97121,0.03,17299753,
485,TN1,0.50,16918368,65822,0.00,16852546,
486,TNA,0.49,19468133,1698321,0.04,17769812,
487,TNC,0.49,9432500,11111,0.01,9321390,
488,TNH,0.49,20335000,8375700,0.20,11959300,
489,TNI,0.49,25725000,49467,0.01,25230330,
490,TNT,0.49,12495000,29929,0.01,12195710,
491,TPB,0.30,351501516,345991730,0.30,5509786,
492,TPC,0.49,11970992,429506,0.02,11541486,
493,TRA,0.49,20312299,18089504,0.44,2222795,
494,TRC,0.49,14700000,22476,0.01,14475240,
495,TSC,0.00,0,418811,0.00,-418811,
496,TTA,0.49,71441952,418528,0.00,71023424,
497,TTB,0.00,0,52973,0.00,-52973,
498,TTE,0.51,14530104,247,0.00,14527634,
499,TTF,0.50,155599151,2242351,0.01,153356800,
500,TV2,0.15,6752721,5606345,0.12,1146376,
501,TVB,0.49,52290575,2498975,0.02,49791600,
502,TVS,0.49,48135235,29850541,0.30,18284694,
503,TVT,0.49,10290000,17271,0.01,10117290,
504,TYA,1.00,6134773,3143898,0.51,2990875,
505,UDC,0.49,17150000,1777210,0.05,15372790,
506,UIC,0.49,3920000,2115780,0.26,1804220,
507,VAF,0.49,18456020,29835,0.00,18426185,
508,VCA,0.49,7441787,132087,0.01,7309700,
509,VCB,0.30,1112663234,876963933,0.24,235699301,
510,VCF,0.49,13023776,173108,0.01,12850668,
511,VCG,0.49,216438229,5371296,0.01,211066933,
512,VCI,1.00,333000000,67030857,0.20,265969143,
513,VDP,0.49,7880622,79023,0.00,7801599,
514,VDS,1.00,105104665,989331,0.01,104115334,
515,VFG,0.49,15723543,836396,0.03,14887147,
