STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
111,CPNJ2109,1.00,2500000,1389700,0.56,1110300,
112,CPNJ2110,1.00,3000000,0,0.00,3000000,
113,CPNJ2201,1.00,5000000,0,0.00,5000000,
114,CRC,0.50,15000000,12027,0.00,14879730,
115,CRE,0.49,98783782,5537815,0.03,93245967,
116,CRV,0.50,329616000,0,0.00,329616000,(*)
117,CSM,0.50,51813233,843348,0.01,50969885,
118,CSTB2109,1.00,10000000,0,0.00,10000000,
119,CSTB2110,1.00,10000000,0,0.00,10000000,
120,CSTB2112,1.00,3000000,0,0.00,3000000,
121,CSTB2201,1.00,8000000,2510700,0.31,5489300,
122,CSTB2202,1.00,7000000,103,0.00,6989700,
123,CSTB2203,1.00,4500000,0,0.00,4500000,(*)
124,CSV,0.50,22100000,59488,0.01,21505120,
125,CTCB2105,1.00,15000000,384,0.00,14961600,
126,CTCB2108,1.00,4000000,0,0.00,4000000,
127,CTCB2109,1.00,10000000,157,0.02,9843000,
128,CTCB2111,1.00,2500000,0,0.00,2393900,
129,CTCB2112,1.00,23000000,0,0.00,23000000,
130,CTCB2201,1.00,7000000,0,0.00,7000000,
131,CTCB2202,1.00,5000000,0,0.00,5000000,(*)
132,CTD,0.49,38834950,36966388,0.47,1868562,
133,CTF,0.49,35474910,440991,0.01,35033919,
134,CTG,0.30,1441725182,1250145331,0.26,191579851,
135,CTI,0.49,30869998,503105,0.01,30366893,
136,CTPB2101,1.00,4000000,0,0.00,4000000,
137,CTPB2201,1.00,10000000,0,0.00,10000000,
138,CTR,0.49,45532697,5347724,0.06,40184973,
139,CTS,0.49,52153922,2039504,0.02,50114418,
140,CVHM2110,1.00,10000000,71,0.00,9992900,
141,CVHM2111,1.00,11300000,5977300,0.53,5322700,
142,CVHM2113,1.00,15000000,39,0.00,14961000,
143,CVHM2114,1.00,5000000,2124,0.04,4787600,
144,CVHM2115,1.00,15000000,0,0.00,15000000,
145,CVHM2201,1.00,5000000,3365000,0.67,1635000,
146,CVHM2202,1.00,7000000,0,0.00,7000000,
147,CVHM2203,1.00,5000000,0,0.00,5000000,(*)
148,CVIC2106,1.00,5000000,0,0.00,5000000,
149,CVIC2107,1.00,10000000,0,0.00,10000000,
150,CVIC2108,1.00,4000000,647,0.02,3935300,
151,CVIC2109,1.00,3000000,251,0.01,2974900,
152,CVIC2110,1.00,4000000,0,0.00,4000000,
153,CVIC2201,1.00,3000000,914,0.03,2908600,
154,CVJC2103,1.00,3000000,1696100,0.57,1303900,
155,CVNM2111,1.00,7000000,4263,0.06,6573700,
156,CVNM2112,1.00,10000000,20,0.00,9980000,
157,CVNM2113,1.00,4000000,361,0.01,3963900,
158,CVNM2114,1.00,3000000,0,0.00,3000000,
159,CVNM2201,1.00,3000000,2034300,0.68,9657,
160,CVNM2202,1.00,5000000,0,0.00,5000000,(*)
161,CVPB2107,1.00,4000000,0,0.00,4000000,
162,CVPB2108,1.00,10000000,586,0.06,9414000,
163,CVPB2110,1.00,1500000,0,0.00,1500000,
164,CVPB2111,1.00,4000000,0,0.00,4000000,
165,CVPB2201,1.00,7000000,0,0.00,7000000,
166,CVRE2105,1.00,10000000,0,0.00,10000000,
167,CVRE2109,1.00,10000000,0,0.00,10000000,
168,CVRE2110,1.00,9300000,3197200,0.34,6102800,
169,CVRE2112,1.00,23000000,10,0.00,22990000,
170,CVRE2113,1.00,5000000,2647600,0.53,2352400,
171,CVRE2114,1.00,3000000,0,0.00,3000000,
172,CVRE2201,1.00,7000000,0,0.00,7000000,
173,CVRE2202,1.00,5000000,0,0.00,5000000,(*)
174,CVT,0.50,18345443,1873,0.01,18158143,
175,D2D,0.49,14849331,920975,0.03,13928356,
176,DAG,0.41,24325983,762516,0.01,23563467,
177,DAH,0.00,0,12544,0.00,-12544,
178,DAT,0.49,22542652,7285,0.00,22535367,
179,DBC,0.49,56467320,3303721,0.03,53163599,
180,DBD,1.00,57612444,2691233,0.05,54921211,
181,DBT,0.00,0,397739,0.03,-397739,
182,DC4,0.50,25000000,106882,0.00,24893118,
183,DCL,0.00,0,978673,0.02,-978673,
184,DCM,0.49,259406000,31616397,0.06,227789603,
185,DGC,0.49,83829472,14162798,0.08,69666674,
186,DGW,0.49,43390492,23540914,0.27,19849578,
187,DHA,0.49,7408773,2105665,0.14,5303108,
188,DHC,0.49,34297267,25728501,0.37,8568766,
189,DHG,1.00,130746071,70944702,0.54,59801369,
190,DHM,0.49,15384128,115399,0.00,15268729,
191,DIG,0.49,244946571,9145989,0.02,235800582,
192,DLG,0.49,146661762,4025857,0.01,142635905,
193,DMC,1.00,34727465,19128341,0.55,15599124,
194,DPG,0.49,30869781,504027,0.01,30365754,
195,DPM,0.49,191786000,34661942,0.09,157124058,
196,DPR,0.00,0,2503760,0.06,-2503760,
197,DQC,0.49,16836113,393065,0.01,16443048,
198,DRC,0.49,58208376,9235723,0.08,48972653,
199,DRH,0.00,0,452044,0.01,-452044,
200,DRL,0.49,4655000,15244,0.02,4502560,
201,DSN,0.49,5920674,2478130,0.21,3442544,
202,DTA,0.49,8849317,23366,0.00,8825951,
203,DTL,0.49,30103445,1621,0.00,30101824,
204,DTT,0.49,3994391,19198,0.00,3975193,
205,DVP,0.49,19600000,5844880,0.15,13755120,
206,DXG,0.50,298886524,187048451,0.31,111838073,
207,DXS,0.50,179100604,80086190,0.22,99014414,
208,DXV,0.49,4851000,6795,0.01,4783050,
209,E1VFVN30,1.00,388100000,372603040,0.96,15496960,
210,EIB,0.30,370656871,366689935,0.30,3966936,
211,ELC,0.49,24954839,1679653,0.03,23275186,
212,EMC,0.00,0,2682,0.00,-2682,
213,EVE,1.00,41979773,29895740,0.71,12084033,
214,EVF,0.50,152353814,282875,0.00,152070939,
215,EVG,0.00,0,93757,0.00,-93757,
216,FCM,0.49,22098984,604815,0.01,21494169,
217,FCN,0.50,78719502,50656349,0.32,28063153,
218,FDC,0.49,18928694,7269,0.00,18921425,
219,FIR,0.50,13519932,578137,0.02,12941795,
220,FIT,0.00,0,152869,0.00,-152869,
221,FLC,0.49,347898925,16425879,0.02,331473046,
222,FMC,0.50,32694444,21352418,0.33,11342026,
223,FPT,0.49,444700308,444700308,0.49,0,
224,FRT,0.49,38701078,14948296,0.19,23752782,
225,FTM,0.49,24500000,1109130,0.02,23390870,
226,FTS,1.00,147567297,31532445,0.21,116034852,
227,FUCTVGF2,0.49,8330000,478222,0.03,7851778,
228,FUCTVGF3,0.49,9751392,100,0.00,9751292,
229,FUCVREIT,0.49,2450000,5329,0.01,2396710,
230,FUEIP100,1.00,5600000,40,0.01,5560000,
231,FUEKIV30,1.00,9500000,7354500,0.77,2145500,
232,FUEMAV30,1.00,38500000,32648180,0.85,5851820,
233,FUESSV30,1.00,5800000,1827720,0.32,3972280,
234,FUESSV50,1.00,13500000,6538050,0.48,6961950,
235,FUESSVFL,1.00,169100000,162405900,0.96,6694100,
236,FUEVFVND,1.00,503200000,493799281,0.98,9400719,
237,FUEVN100,1.00,8700000,3320330,0.38,5379670,
238,GAB,0.49,7302953,48164,0.00,7254789,
239,GAS,0.49,937835500,56499708,0.03,881335792,
240,GDT,0.49,9676113,5004644,0.25,4671469,
241,GEG,0.50,151857763,113914726,0.38,37943037,
242,GEX,0.49,417232938,71422087,0.08,345810851,
243,GIL,0.50,21600000,1902978,0.04,19697022,
244,GMC,0.49,16170126,2739352,0.08,13430774,
245,GMD,0.49,147675198,133006273,0.44,14668925,
246,GMH,0.50,8250000,86,0.00,8241400,
247,GSP,0.00,0,397625,0.01,-397625,
248,GTA,0.49,5096000,75295,0.01,5020705,
249,GTN,1.00,250000000,892399,0.00,249107601,
250,GVR,0.13,520000000,21416060,0.01,498583940,
251,HAG,0.43,394915851,8408953,0.01,386506898,
252,HAH,0.49,23903547,8205214,0.17,15698333,
253,HAI,0.49,89514571,3883727,0.02,85630844,
254,HAP,0.49,27257044,1596218,0.03,25660826,
255,HAR,0.49,49661549,331619,0.00,49329930,
256,HAS,0.49,3920000,1367846,0.17,2552154,
257,HAX,0.35,17256668,8262970,0.17,8993698,
258,HBC,0.49,120370633,35284240,0.14,85086393,
259,HCD,0.49,13230000,14285,0.01,13087150,
260,HCM,0.49,224445659,202390959,0.44,22054700,
261,HCMA0307,1.00,280,0,0.00,280,
262,HCM_0307,1.00,2000000,0,0.00,2000000,
263,HCM_0607,1.00,1500000,0,0.00,1500000,
264,HCM_0807,1.00,900,0,0.00,900,
265,HCM_1007,1.00,340,0,0.00,340,
266,HDB,0.22,435867488,340255984,0.17,95611504,
267,HDC,0.49,42370135,1683392,0.02,40686743,
268,HDG,0.50,98178707,21857949,0.11,76320758,
269,HHP,0.49,14734213,301762,0.01,14432451,
270,HHS,0.50,160724076,7018990,0.02,153705086,
271,HHV,0.49,131018204,2003029,0.01,129015175,
272,HID,0.49,28794865,1118444,0.02,27676421,
273,HII,0.50,18415754,290669,0.01,18125085,
274,HMC,0.49,10290000,33678,0.02,9953220,
275,HNG,0.50,554276947,11786210,0.01,542490737,
276,HOT,0.49,3920000,622,0.00,3913780,
277,HPG,0.49,2191732125,1036833157,0.23,1154898968,
278,HPX,0.49,149042604,40766969,0.13,108275635,
279,HQC,0.49,233534000,5825887,0.01,227708113,
280,HRC,0.49,14801244,195982,0.01,14605262,
281,HSG,0.49,241806129,33404852,0.07,208401277,
282,HSL,0.49,8411900,581085,0.03,7830815,
283,HT1,0.49,186979056,7404244,0.02,179574812,
284,HTI,0.49,12225108,3401050,0.14,8824058,
285,HTL,0.49,5880000,5463349,0.46,416651,
286,HTN,0.49,43667041,911635,0.01,42755406,
287,HTV,0.49,6420960,1202374,0.09,5218586,
288,HU1,0.50,5000000,35593,0.04,4644070,
289,HU3,0.49,4899972,47999,0.05,4419982,
290,HUB,0.49,9338084,1309555,0.07,8028529,
291,HVH,0.49,18105497,466445,0.01,17639052,
292,HVN,0.30,664318252,134193015,0.06,530125237,
293,HVX,0.47,19580401,3227,0.01,19257701,
294,IBC,0.31,25776704,180967,0.00,25595737,
295,ICT,1.00,32185000,166972,0.01,32018028,
296,IDI,0.49,111545857,1394139,0.01,110151718,
297,IJC,0.49,106377688,11973606,0.06,94404082,
298,ILB,0.00,0,0,0.00,0,
299,IMP,0.49,32685631,32682095,0.49,3536,
300,ITA,0.44,410765520,13110016,0.01,397655504,
301,ITC,0.00,0,315279,0.00,-315279,
302,ITD,0.49,9341751,46835,0.02,8873401,
303,JVC,0.49,55125083,1836722,0.02,53288361,
304,KBC,0.49,282098471,107213326,0.19,174885145,
305,KDC,0.50,139870678,67056879,0.24,72813799,
306,KDH,0.49,315039163,213029623,0.33,102009540,
307,KHG,0.49,156220598,4257,0.00,155794898,
308,KHP,0.49,28896006,1484356,0.03,27411650,
309,KMR,1.00,56881443,35868733,0.63,21012710,
310,KOS,0.00,0,350508,0.00,-350508,
311,KPF,0.49,29824948,1970834,0.03,27854114,
312,KSB,0.49,37549288,1596337,0.02,35952951,
313,L10,0.49,4846100,88854,0.01,4757246,
314,LAF,0.49,7216729,300157,0.02,6916572,
315,LBM,0.49,4900000,1203279,0.12,3696721,
316,LCG,0.50,87202412,5508181,0.03,81694231,
317,LCM,0.49,12070170,2187950,0.09,9882220,
318,LDG,0.49,117704100,55771,0.00,117146390,
319,LEC,0.49,12789000,2823,0.00,12786177,
320,LGC,0.49,94498834,86762899,0.45,7735935,
321,LGL,0.49,25235000,690779,0.01,24544221,
322,LHG,0.49,24505884,6389539,0.13,18116345,
323,LIX,0.49,15876000,2899765,0.09,12976235,
324,LM8,0.49,4600454,171641,0.02,4428813,
325,LPB,0.05,60179523,60177908,0.05,1615,
326,LSS,0.00,0,915547,0.01,-915547,
327,MBB,0.23,877896843,877896843,0.23,0,
328,MCG,0.49,28179900,168954,0.00,28010946,
329,MCP,0.49,7384955,25594,0.00,7359361,
330,MDG,0.49,5335625,100,0.00,5335525,
331,MHC,0.49,20289412,1051673,0.03,19237739,
332,MIG,0.49,70070000,5575508,0.04,64494492,
333,MSB,0.30,458250000,458249989,0.30,11,
334,MSH,0.49,24504606,3867770,0.08,20636836,
335,MSN,0.49,578461999,339836306,0.29,238625693,
336,MWG,0.49,349402092,349402101,0.49,-9,
337,NAF,1.00,62923085,15776885,0.25,47146200,
338,NAV,0.49,3920000,7251,0.01,3847490,
339,NBB,0.49,49233071,1356905,0.01,47876166,
340,NCT,0.49,12821800,2996933,0.11,9824867,
341,NHA,0.49,13777109,114565,0.00,13662544,
342,NHH,1.00,36440000,219491,0.01,36220509,
343,NHT,0.50,9244448,950385,0.05,8294063,
344,NKG,0.50,109699284,14411717,0.07,95287567,
345,NLG,0.50,191470006,123954336,0.32,67515670,
346,NNC,0.49,10740800,1831641,0.08,8909159,
347,NO1,0.00,0,0,0.00,0,(*)
348,NSC,0.49,8617624,1392532,0.08,7225092,
349,NT2,0.49,141059254,40406444,0.14,100652810,
350,NTL,0.49,29885075,6607470,0.11,23277605,
351,NVL,0.38,739351365,136252628,0.07,603098737,
352,NVT,1.00,90500000,6029,0.00,90439710,
353,OCB,0.22,301374229,301374138,0.22,91,
354,OGC,0.49,147000000,94995,0.00,146050050,
355,OPC,0.49,13022867,989632,0.04,12033235,
356,ORS,1.00,200000000,238433,0.00,199761567,
357,PAC,0.49,22771136,6000585,0.13,16770551,
358,PAN,0.49,106015704,17014143,0.08,89001561,
359,PC1,0.50,117579824,11825130,0.05,105754694,
360,PDN,0.49,9075757,83364,0.00,8992393,
361,PDR,0.49,241458238,13661068,0.03,227797170,
362,PET,0.49,44320560,3952005,0.04,40368555,
363,PGC,0.49,29567892,1788432,0.03,27779460,
364,PGD,0.49,44099522,41820283,0.46,2279239,
365,PGI,1.00,88717773,18443975,0.21,70273798,
366,PGV,0.50,561734023,18419,0.00,561549833,
367,PHC,0.50,25340963,874928,0.02,24466035,
368,PHR,0.49,66394607,20671981,0.15,45722626,
369,PIT,0.49,7447679,119161,0.01,7328518,
370,PJT,0.00,0,290003,0.01,-290003,
371,PLP,0.49,19600000,503233,0.01,19096767,
372,PLX,0.20,258775616,220898706,0.17,37876910,
373,PMG,0.49,22704776,11667511,0.25,11037265,
374,PNC,0.49,5409718,88451,0.01,5321267,
375,PNJ,0.49,111530057,109957106,0.48,1572951,
376,POM,0.49,137041404,22055382,0.08,114986022,
377,POW,0.49,1147517084,59445437,0.03,1088071647,
378,PPC,0.49,159855150,45136201,0.14,114718949,
379,PSH,0.00,0,200,0.00,-200,
380,PTB,0.49,23813726,10765525,0.22,13048201,
381,PTC,0.49,8819999,147014,0.01,8672985,
382,PTL,0.49,49000000,584061,0.01,48415939,
383,PVD,0.49,206557436,24769700,0.06,181787736,
384,PVT,0.49,158589110,39794640,0.12,118794470,
385,PXI,0.49,14700000,57131,0.02,14128690,
386,PXS,0.49,29400000,6541388,0.11,22858612,
387,QBS,0.00,0,317,0.00,-317,
388,QCG,0.49,134813361,1835573,0.01,132977788,
389,RAL,0.50,6037500,491826,0.04,5545674,
390,RDP,0.49,23343887,13796,0.00,23205927,
391,REE,0.49,151928832,151928832,0.49,0,
392,RIC,0.49,14067002,9144159,0.32,4922843,
393,ROS,0.49,278123079,15042524,0.03,263080555,
394,S4A,0.49,20678000,3218,0.00,20645820,
395,SAB,1.00,641281186,401786577,0.63,239494609,
396,SAM,0.49,171498623,3011602,0.01,168487021,
397,SAV,0.49,7849783,6888694,0.43,961089,
398,SBA,0.49,29639247,202212,0.00,29437035,
399,SBT,1.00,650762228,66662589,0.10,584099639,
400,SBV,1.00,27366476,4085306,0.15,23281170,
401,SC5,0.49,7342429,64972,0.04,6692709,
402,SCD,0.49,4165000,58436,0.07,3580640,
403,SCR,0.49,179514588,1200033,0.00,178314555,
404,SCS,0.49,28388493,15812899,0.27,12575594,
405,SFC,0.49,5532814,101575,0.01,5431239,
406,SFG,0.49,23469693,337549,0.01,23132144,
407,SFI,0.49,7719003,1452699,0.09,6266304,
408,SGN,0.30,10074507,809024,0.02,9265483,
409,SGR,0.49,29400000,15967,0.00,29384033,
410,SGT,0.00,0,8278438,0.11,-8278438,
411,SHA,0.49,16388870,308959,0.01,16079911,
412,SHB,0.10,266736979,88831134,0.03,177905845,
413,SHI,0.49,73592077,253176,0.00,73338901,
414,SHP,0.49,49591112,5250891,0.05,44340221,
415,SII,0.49,31615830,31601847,0.49,13983,
416,SJD,0.49,33809323,9706381,0.14,24102942,
417,SJF,0.49,38808000,452714,0.01,38355286,
418,SJS,0.50,57427770,1282389,0.01,56145381,
419,SKG,0.49,31032550,24817614,0.39,6214936,
420,SMA,0.49,9972889,11603,0.00,9961286,
421,SMB,0.49,14624857,3678942,0.12,10945915,
422,SMC,0.49,29887398,12933060,0.21,16954338,
423,SPM,0.49,6860000,27328,0.02,6586720,
424,SRC,0.49,13752224,2919,0.00,13723034,
425,SRF,1.00,35566780,16661368,0.47,18905412,
426,SSB,0.05,73924418,243706,0.00,73680712,
427,SSC,0.49,7346259,162791,0.01,7183468,
428,SSI,1.00,984750022,383809629,0.39,600940393,
429,ST8,0.49,12603241,12611080,0.49,-7839,
430,STB,0.30,565564714,358513957,0.19,207050757,
431,STG,0.49,48144144,214484,0.00,47929660,
432,STK,1.00,70726944,9278076,0.13,61448868,
433,SVC,0.49,16327060,637477,0.02,15689583,
434,SVD,0.49,6321000,938,0.01,6227200,
435,SVI,1.00,12832437,12164803,0.95,667634,
436,SVT,0.50,5789787,664466,0.06,5125321,
437,SZC,0.49,49000000,2291110,0.02,46708890,
438,SZL,0.49,9800000,3479380,0.17,6320620,
439,TAC,0.49,16601027,1491249,0.04,15109778,
440,TBC,0.49,31115000,729884,0.01,30385116,
441,TCB,0.22,788986817,788993247,0.22,-643,
442,TCD,0.49,85464968,509637,0.00,84955331,
443,TCH,0.51,340790079,28326655,0.04,312463424,
444,TCL,0.49,14777633,2296407,0.08,12481226,
445,TCM,0.49,34966795,32841189,0.46,2125606,
446,TCO,0.49,9168390,501646,0.03,8666744,
447,TCR,0.49,5082863,5082810,0.49,53,
448,TCT,0.49,6266120,2485390,0.19,3780730,
449,TDC,0.50,50000000,1070690,0.01,48929310,
450,TDG,0.00,0,175119,0.01,-175119,
451,TDH,0.49,55199855,3092804,0.03,52107051,
452,TDM,0.49,49000000,10666254,0.11,38333746,
453,TDP,0.49,29503341,40024,0.00,29463317,
454,TDW,0.50,4250000,25358,0.03,3996420,
455,TEG,0.49,32139968,115629,0.00,32024339,
456,TGG,0.00,0,2274,0.00,-2274,
457,THG,0.49,7825939,30949,0.02,7516449,
458,THI,0.49,23912000,3336,0.00,23878640,
459,TIP,0.49,12741540,4546947,0.17,8194593,
460,TIX,0.49,14700000,121304,0.00,14578696,
461,TLD,0.49,20948767,570781,0.01,20377986,
462,TLG,1.00,77794453,19444937,0.25,58349516,
463,TLH,0.49,50034204,1144099,0.01,48890105,
464,TMP,0.49,34300000,38247,0.01,33917530,
465,TMS,0.49,51877058,46226639,0.44,5650419,
466,TMT,0.49,18270963,1006512,0.03,17264451,
467,TN1,0.50,17275368,62615,0.00,17212753,
468,TNA,0.49,24292369,1968278,0.04,22324091,
469,TNC,0.49,9432500,11121,0.01,9321290,
470,TNH,0.49,20335000,10258400,0.25,10076600,
471,TNI,0.49,25725000,57705,0.01,25147950,
472,TNT,0.49,24990000,5099,0.00,24939010,
473,TPB,0.30,474526648,471152905,0.30,3373743,
474,TPC,0.49,11970992,430306,0.02,11540686,
475,TRA,0.49,20312299,18194004,0.44,2118295,
476,TRC,0.49,14700000,22325,0.01,14476750,
477,TSC,0.00,0,389511,0.00,-389511,
478,TTA,0.49,71441952,544839,0.00,70897113,
479,TTB,0.00,0,21301,0.00,-21301,
480,TTE,0.51,14530104,247,0.00,14527634,
481,TTF,0.50,205599151,379474,0.00,205219677,
482,TV2,0.15,6752721,6242669,0.14,510052,
483,TVB,0.30,33604638,1757132,0.02,31847506,
484,TVS,0.49,52466840,30659756,0.29,21807084,
485,TVT,0.49,10290000,16981,0.01,10120190,
486,TYA,1.00,6134773,3282493,0.54,2852280,
487,UDC,0.49,17150000,2684410,0.08,14465590,
488,UIC,0.49,3920000,2326920,0.29,1593080,
489,VAF,0.49,18456020,13134,0.00,18442886,
490,VCA,0.49,7441787,204087,0.01,7237700,
491,VCB,0.30,1419754971,1119395856,0.24,300359115,
492,VCF,0.49,13023776,175008,0.01,12848768,
493,VCG,0.49,216438229,8880890,0.02,207557339,
494,VCI,1.00,333000000,68739551,0.21,264260449,
495,VDP,0.00,0,64523,0.00,-64523,
496,VDS,1.00,105104665,1732751,0.02,103371914,
497,VFG,0.49,15723543,836371,0.03,14887172,
498,VGC,0.49,219691500,18047382,0.04,201644118,
499,VHC,1.00,183376956,47682702,0.26,135694254,
500,VHM,0.50,2177183744,1041617967,0.24,1135565777,
501,VIB,0.21,318394313,318266574,0.20,127739,
502,VIC,0.48,1857732271,494732627,0.13,1362999643,
503,VID,0.50,17755394,144274,0.00,17611120,
504,VIP,0.49,33550761,1411240,0.02,32139521,
505,VIS,1.00,73830393,54688454,0.74,19141939,
506,VIX,1.00,274595229,12156858,0.04,262438371,
507,VJC,0.30,162483400,90178536,0.17,72304864,
508,VMD,0.49,7565731,202781,0.01,7362950,
509,VND,1.00,434944687,85987500,0.20,348957187,
510,VNE,0.49,44312146,6026355,0.07,38285791,
511,VNG,0.49,47665537,424013,0.00,47241524,
512,VNL,0.49,4410000,76754,0.09,3642460,
513,VNM,1.00,2089955445,1135654620,0.54,954300825,
514,VNS,0.49,33251004,13335741,0.20,19915263,
515,VOS,0.49,68600000,1476650,0.01,67123350,
