STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
1,AAA,1.00,326434496,8131985,0.02,318302511,
2,AAM,0.49,6049741,130149,0.01,5919592,
3,AAT,0.50,31900744,511437,0.01,31389307,
4,ABR,1.00,20000000,9750400,0.49,10249600,
5,ABS,0.00,0,1789,0.00,-1789,
6,ABT,0.49,6912531,248125,0.02,6664406,
7,ACB,0.30,810584422,810584422,0.30,0,
8,ACC,0.49,51449996,8698524,0.08,42751472,
9,ACL,0.40,19832876,1366707,0.03,18466169,
10,ADG,0.65,12927913,8904824,0.45,4023089,
11,ADS,0.50,19034725,774801,0.02,18259924,
12,AGG,0.50,41375288,8604106,0.10,32771182,
13,AGM,0.00,0,34957,0.02,-34957,
14,AGR,0.49,103880000,806769,0.00,103073231,
15,AMD,0.49,80117388,4014295,0.02,76103093,
16,ANV,0.49,62494416,1721764,0.01,60772652,
17,APC,0.49,9859483,3088745,0.15,6770738,
18,APG,1.00,146306612,1742114,0.01,144564498,
19,APH,1.00,251199148,86862678,0.35,164336470,
20,ASG,0.30,22696167,620228,0.01,22075939,
21,ASM,0.49,164898108,8386971,0.02,156511137,
22,ASP,0.49,18296565,18296493,0.49,72,
23,AST,0.49,22050000,19133707,0.43,2916293,
24,ATP,1.00,15000000,0,0.00,15000000,(*)
25,BAF,0.50,39000000,131,0.00,38986900,
26,BBC,0.50,9376343,16656,0.01,9209783,
27,BCE,0.49,17150000,454972,0.01,16695028,
28,BCG,0.50,223152718,10444793,0.02,212707925,
29,BCM,0.49,507150000,26618300,0.03,480531700,
30,BFC,0.49,28012316,1965938,0.03,26046378,
31,BHN,0.49,113582000,40419630,0.17,73162370,
32,BIC,0.49,57465678,54652377,0.47,2813301,
33,BID,0.30,1517557144,849289994,0.17,668267150,
34,BKG,0.49,15680000,4445,0.01,15235500,
35,BMC,0.49,6072388,821968,0.07,5250420,
36,BMI,0.49,53715752,33760315,0.31,19955437,
37,BMP,1.00,81860938,69644487,0.85,12216451,
38,BRC,0.00,0,8812,0.01,-8812,
39,BSI,1.00,122070078,1652247,0.01,120417831,
40,BTP,0.49,29637944,5549770,0.09,24088174,
41,BTT,0.49,6615000,648143,0.05,5966857,
42,BVH,0.49,363738154,195925312,0.26,167812842,
43,BWE,0.49,94530800,37838040,0.20,56692760,
44,C32,0.49,7364771,656932,0.04,6707839,
45,C47,0.00,0,22044,0.00,-22044,
46,CACB2102,1.00,15000000,2310000,0.15,12690000,
47,CACB2103,1.00,3000000,36,0.00,2996400,
48,CACB2201,1.00,10000000,0,0.00,10000000,
49,CACB2202,1.00,5000000,0,0.00,5000000,
50,CAV,0.49,28224000,105098,0.00,28118902,
51,CCI,0.00,0,42925,0.02,-42925,
52,CCL,0.50,23749942,600616,0.01,23149326,
53,CDC,0.49,10774470,100583,0.00,10673887,
54,CEE,0.49,20335000,515,0.00,20329850,
55,CFPT2108,1.00,1500000,0,0.00,1500000,
56,CFPT2109,1.00,10000000,1,0.00,9999000,
57,CFPT2111,1.00,3000000,0,0.00,3000000,
58,CFPT2201,1.00,7000000,6,0.00,6994000,
59,CFPT2202,1.00,5000000,1100000,0.22,3900000,
60,CFPT2203,1.00,7500000,0,0.00,7500000,
61,CHDB2103,1.00,3000000,2255,0.08,2774500,
62,CHDB2201,1.00,3000000,3242,0.11,2675800,
63,CHDB2202,1.00,4000000,0,0.00,4000000,
64,CHP,0.49,71987207,5672508,0.04,66314699,
65,CHPG2114,1.00,17700000,4309,0.02,17269100,
66,CHPG2116,1.00,2500000,0,0.00,2500000,
67,CHPG2117,1.00,22000000,358,0.00,21964200,
68,CHPG2118,1.00,8000000,0,0.00,8000000,
69,CHPG2119,1.00,3000000,0,0.00,3000000,
70,CHPG2201,1.00,8000000,1514800,0.19,6485200,
71,CHPG2202,1.00,8000000,9149,0.11,7085100,
72,CHPG2203,1.00,20000000,41,0.00,19959000,
73,CHPG2204,1.00,6000000,0,0.00,6000000,
74,CHPG2205,1.00,9000000,0,0.00,9000000,(*)
75,CIG,0.49,15454574,277633,0.01,15176941,
76,CII,0.49,138819337,29649380,0.10,109169957,
77,CKDH2107,1.00,3000000,3617,0.12,2638300,
78,CKDH2201,1.00,4000000,3400100,0.85,5999,
79,CKDH2202,1.00,3500000,0,0.00,3500000,
80,CKDH2203,1.00,7000000,0,0.00,7000000,
81,CKG,0.00,0,47674,0.00,-47674,
82,CLC,0.49,12841715,556376,0.02,12285339,
83,CLL,0.49,16660000,2356561,0.07,14303439,
84,CLW,0.49,6370000,62249,0.05,5747510,
85,CMBB2107,1.00,10000000,12,0.00,9998800,
86,CMBB2109,1.00,1200000,0,0.00,1200000,
87,CMBB2201,1.00,7000000,105,0.02,6895000,
88,CMBB2202,1.00,8500000,0,0.00,8500000,(*)
89,CMG,0.50,54499441,43265953,0.40,11233488,
90,CMSN2104,1.00,5000000,0,0.00,4996500,
91,CMSN2108,1.00,3000000,368,0.01,2963200,
92,CMSN2110,1.00,10000000,300,0.00,9999700,
93,CMSN2111,1.00,3000000,837,0.03,2916300,
94,CMSN2201,1.00,5000000,1999800,0.40,3000200,
95,CMV,0.00,0,38488,0.00,-38488,
96,CMWG2111,1.00,10000000,0,0.00,10000000,
97,CMWG2113,1.00,3000000,0,0.00,3000000,
98,CMWG2114,1.00,4000000,0,0.00,4000000,
99,CMWG2201,1.00,5000000,27,0.01,4973000,
100,CMWG2202,1.00,4000000,0,0.00,4000000,
101,CMX,0.50,45408751,5647808,0.06,39760943,
102,CNG,0.49,13230000,1016403,0.04,12213597,
103,CNVL2104,1.00,5400000,98,0.00,5390200,
104,CNVL2201,1.00,5000000,3828,0.08,4617200,
105,COM,0.49,6919107,5342,0.00,6865687,
106,CPDR2103,1.00,3000000,5595,0.19,2440500,
107,CPDR2201,1.00,3000000,2897300,0.97,1027,
108,CPNJ2109,1.00,2500000,1330500,0.53,1169500,
109,CPNJ2110,1.00,3000000,0,0.00,3000000,
110,CPNJ2201,1.00,5000000,2,0.00,4998000,
111,CRC,0.50,15000000,17677,0.01,14823230,
112,CRE,0.49,98783782,6112015,0.03,92671767,
113,CRV,0.50,329616000,0,0.00,329616000,(*)
114,CSM,0.50,51813233,846248,0.01,50966985,
115,CSTB2110,1.00,10000000,803,0.01,9919700,
116,CSTB2112,1.00,3000000,0,0.00,3000000,
117,CSTB2201,1.00,8000000,1095800,0.14,6904200,
118,CSTB2202,1.00,7000000,253,0.00,6974700,
119,CSTB2203,1.00,4500000,0,0.00,4500000,
120,CSTB2204,1.00,6000000,0,0.00,6000000,(*)
121,CSV,0.50,22100000,75958,0.02,21340420,
122,CTCB2105,1.00,15000000,384,0.00,14961600,
123,CTCB2111,1.00,2500000,50,0.02,2450000,
124,CTCB2112,1.00,23000000,0,0.00,23000000,
125,CTCB2201,1.00,7000000,0,0.00,7000000,
126,CTCB2202,1.00,5000000,0,0.00,5000000,
127,CTCB2203,1.00,6000000,0,0.00,6000000,
128,CTD,0.49,38834950,36012624,0.45,2822326,
129,CTF,0.49,35474910,509999,0.01,34964911,
130,CTG,0.30,1441725182,1235176930,0.26,206548252,
131,CTI,0.49,30869998,404505,0.01,30465493,
132,CTPB2101,1.00,4000000,0,0.00,4000000,
133,CTPB2201,1.00,10000000,3,0.00,9997000,
134,CTPB2202,1.00,3500000,0,0.00,3500000,
135,CTR,0.49,45532697,6150390,0.07,39382307,
136,CTS,0.49,52153922,1899204,0.02,50254718,
137,CVHM2111,1.00,11300000,3687400,0.33,7612600,
138,CVHM2113,1.00,15000000,44,0.00,14956000,
139,CVHM2114,1.00,5000000,200,0.04,4800000,
140,CVHM2115,1.00,15000000,0,0.00,15000000,
141,CVHM2201,1.00,5000000,5219,0.10,4478100,
142,CVHM2202,1.00,7000000,0,0.00,7000000,
143,CVHM2203,1.00,5000000,0,0.00,5000000,
144,CVHM2204,1.00,8000000,5,0.00,7995000,
145,CVIC2106,1.00,5000000,0,0.00,5000000,
146,CVIC2107,1.00,10000000,0,0.00,10000000,
147,CVIC2108,1.00,4000000,0,0.00,4000000,
148,CVIC2109,1.00,3000000,0,0.00,3000000,
149,CVIC2110,1.00,4000000,0,0.00,4000000,
150,CVIC2201,1.00,3000000,0,0.00,3000000,
151,CVJC2103,1.00,3000000,4682,0.16,2531800,
152,CVNM2111,1.00,7000000,1075400,0.15,5924600,
153,CVNM2112,1.00,10000000,20,0.00,9980000,
154,CVNM2113,1.00,4000000,545,0.14,3455000,
155,CVNM2114,1.00,3000000,0,0.00,3000000,
156,CVNM2201,1.00,3000000,156,0.05,2844000,
157,CVNM2202,1.00,5000000,0,0.00,5000000,
158,CVPB2110,1.00,1500000,0,0.00,1500000,
159,CVPB2111,1.00,4000000,0,0.00,4000000,
160,CVPB2201,1.00,7000000,0,0.00,7000000,
161,CVPB2202,1.00,8500000,0,0.00,8500000,
162,CVRE2105,1.00,10000000,0,0.00,10000000,
163,CVRE2110,1.00,9300000,187,0.00,9281300,
164,CVRE2113,1.00,5000000,86,0.00,4991400,
165,CVRE2114,1.00,3000000,155,0.01,2984500,
166,CVRE2201,1.00,7000000,12,0.00,6988000,
167,CVRE2202,1.00,5000000,0,0.00,4996000,
168,CVT,0.50,18345443,1805,0.00,18164943,
169,D2D,0.50,15152379,925884,0.03,14226495,
170,DAG,0.49,29186414,509911,0.01,28676503,
171,DAH,0.00,0,11944,0.00,-11944,
172,DAT,0.49,27051144,898,0.00,27042164,
173,DBC,0.49,56467320,3156171,0.03,53311149,
174,DBD,1.00,57612444,2864833,0.05,54747611,
175,DBT,0.00,0,397739,0.03,-397739,
176,DC4,0.50,25000000,96682,0.00,24903318,
177,DCL,0.00,0,975073,0.02,-975073,
178,DCM,0.49,259406000,34340297,0.06,225065703,
179,DGC,0.49,83829472,22964892,0.13,60864580,
180,DGW,0.49,43390492,23853914,0.27,19536578,
181,DHA,0.49,7408773,2106765,0.14,5302008,
182,DHC,0.49,34297267,23045526,0.33,11251741,
183,DHG,1.00,130746071,70898502,0.54,59847569,
184,DHM,0.49,15384128,316599,0.01,15067529,
185,DIG,0.49,244946571,10666272,0.02,234280299,
186,DLG,0.49,146661762,4240757,0.01,142421005,
187,DMC,1.00,34727465,19125941,0.55,15601524,
188,DPG,0.49,30869781,440587,0.01,30429194,
189,DPM,0.49,191786000,42673542,0.11,149112458,
190,DPR,0.00,0,1946960,0.05,-1946960,
191,DQC,0.49,16836113,436965,0.01,16399148,
192,DRC,0.49,58208376,9447722,0.08,48760654,
193,DRH,0.00,0,381544,0.01,-381544,
194,DRL,0.49,4655000,15714,0.02,4497860,
195,DSN,0.49,5920674,2522730,0.21,3397944,
196,DTA,0.49,8849317,20366,0.00,8828951,
197,DTL,0.49,30103445,1821,0.00,30101624,
198,DTT,0.49,3994391,19198,0.00,3975193,
199,DVP,0.49,19600000,5518880,0.14,14081120,
200,DXG,0.50,298886524,178766485,0.30,120120039,
201,DXS,0.50,179100604,81291390,0.23,97809214,
202,DXV,0.49,4851000,6725,0.01,4783750,
203,E1VFVN30,1.00,364700000,346909140,0.95,17790860,
204,EIB,0.30,370656871,370653123,0.30,3748,
205,ELC,0.49,24954839,1797053,0.04,23157786,
206,EMC,0.00,0,2682,0.00,-2682,
