STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
1,AAA,1.00,382274496,9523221,0.02,372751275,
2,AAM,0.49,6049741,120466,0.01,5929275,
3,AAT,0.50,31900744,112194,0.00,31788550,
4,ABR,1.00,20000000,9751800,0.49,10248200,
5,ABS,0.00,0,1789,0.00,-1789,
6,ABT,0.49,7049731,244014,0.02,6805717,
7,ACB,0.30,1013230528,1013230528,0.30,0,
8,ACC,0.49,51449996,8734303,0.08,42715693,
9,ACG,0.50,67923061,52372519,0.39,15550542,
10,ACL,0.40,19832876,1427416,0.03,18405460,
11,ADG,0.65,13897338,9766755,0.46,4130583,
12,ADS,0.50,21889517,19915,0.00,21690367,
13,AGG,0.50,55856597,5524385,0.05,50332212,
14,AGM,0.00,0,34657,0.02,-34657,
15,AGR,1.00,212000000,644851,0.00,211355149,
16,AMD,0.49,80117388,2031494,0.01,78085894,
17,ANV,0.49,62494416,4848707,0.04,57645709,
18,APC,0.49,9859483,3062225,0.15,6797258,
19,APG,1.00,146306612,1396377,0.01,144910235,
20,APH,1.00,251199148,77741370,0.31,173457778,
21,ASG,0.30,22696167,642728,0.01,22053439,
22,ASM,0.49,164898108,7423702,0.02,157474406,
23,ASP,0.49,18296565,18296565,0.49,0,
24,AST,0.49,22050000,20063178,0.45,1986822,
25,ATP,1.00,15000000,0,0.00,15000000,(*)
26,BAF,0.50,71760000,260616,0.00,71499384,
27,BBC,0.50,9376343,154262,0.01,9222081,
28,BCE,0.49,17150000,47959,0.01,16670410,
29,BCG,0.50,266733811,11189802,0.02,255544009,
30,BCM,0.49,507150000,30764533,0.03,476385467,
31,BFC,0.49,28012316,2569900,0.05,25442416,
32,BHN,0.49,113582000,40783250,0.18,72798750,
33,BIC,0.49,57465678,55072508,0.47,2393170,
34,BID,0.30,1517557144,869497730,0.17,648059414,
35,BKG,0.50,34099991,6208,0.00,34037911,
36,BMC,0.49,6072388,755459,0.06,5316929,
37,BMI,0.49,53715752,35198488,0.32,18517264,
38,BMP,1.00,81860938,70603685,0.86,11257253,
39,BRC,0.50,6187498,6352,0.01,6123978,
40,BSI,1.00,187800120,70006975,0.37,117793145,
41,BTP,0.49,29637944,5782470,0.10,23855474,
42,BTT,0.49,6615000,665443,0.05,5949557,
43,BVH,0.49,363738154,199155842,0.27,164582312,
44,BWE,0.49,94530800,35154859,0.18,59375941,
45,C32,0.49,7364771,682415,0.05,6682356,
46,C47,0.00,0,12699,0.00,-12699,
47,CACB2206,1.00,14000000,5179,0.04,13482100,
48,CACB2207,1.00,20000000,0,0.00,20000000,
49,CACB2208,1.00,20000000,0,0.00,10000000,(*)
50,CAV,0.49,28224000,130244,0.00,28093756,
51,CCI,0.00,0,4247,0.02,-4247,
52,CCL,0.50,26599789,471599,0.01,26128190,
53,CDC,0.49,10774470,150949,0.01,10623521,
54,CFPT2205,1.00,4000000,0,0.00,4000000,
55,CFPT2208,1.00,8000000,0,0.00,8000000,
56,CFPT2209,1.00,15000000,200,0.00,14999800,
57,CFPT2210,1.00,11000000,0,0.00,11000000,
58,CFPT2211,1.00,7000000,0,0.00,7000000,
59,CFPT2212,1.00,8000000,0,0.00,8000000,
60,CFPT2213,1.00,20000000,0,0.00,10000000,(*)
61,CHDB2206,1.00,6000000,5200700,0.87,7993,
62,CHDB2208,1.00,4000000,2540100,0.64,1459900,
63,CHDB2210,1.00,3000000,2291000,0.76,709,
64,CHP,0.00,0,5656508,0.04,-5656508,
65,CHPG2214,1.00,6000000,1281400,0.21,4718600,
66,CHPG2215,1.00,10000000,500,0.00,9999500,
67,CHPG2219,1.00,6000000,5444600,0.91,5554,
68,CHPG2220,1.00,32000000,0,0.00,32000000,
69,CHPG2221,1.00,47000000,1850000,0.04,45150000,
70,CHPG2222,1.00,27000000,0,0.00,27000000,(*)
71,CHPG2223,1.00,20000000,0,0.00,20000000,
72,CHPG2224,1.00,8000000,4713500,0.59,3286500,
73,CHPG2225,1.00,9000000,11,0.00,8998900,
74,CHPG2226,1.00,30000000,0,0.00,15000000,(*)
75,CHPG2227,1.00,30000000,0,0.00,15000000,(*)
76,CIG,0.49,15454574,11313,0.00,15443261,
77,CII,0.49,139166060,23015660,0.08,116150400,
78,CKDH2209,1.00,4000000,1852500,0.46,2147500,
79,CKDH2212,1.00,3000000,0,0.00,3000000,
80,CKDH2213,1.00,9000000,0,0.00,9000000,
81,CKG,0.00,0,32561,0.00,-32561,
82,CLC,0.49,12841715,611061,0.02,12230654,
83,CLL,0.49,16660000,2409661,0.07,14250339,
84,CLW,0.49,6370000,63299,0.05,5737010,
85,CMBB2207,1.00,1260000,806,0.06,1179400,
86,CMBB2209,1.00,19000000,1501,0.01,18849900,
87,CMBB2210,1.00,14000000,0,0.00,14000000,
88,CMBB2211,1.00,19000000,500,0.03,18500000,
89,CMBB2212,1.00,1260000,0,0.00,1260000,
90,CMBB2213,1.00,4500000,681,0.02,4431900,
91,CMBB2214,1.00,20000000,0,0.00,10000000,(*)
92,CMBB2215,1.00,20000000,0,0.00,10000000,(*)
93,CMG,0.50,75000716,63692867,0.42,11307849,
94,CMSN2206,1.00,3000000,2680300,0.89,3197,
95,CMSN2207,1.00,1500000,10,0.01,1490000,
96,CMSN2209,1.00,4000000,3876200,0.97,1238,
97,CMSN2210,1.00,4000000,0,0.00,4000000,
98,CMSN2212,1.00,3000000,2704000,0.90,296,
99,CMSN2213,1.00,5000000,0,0.00,5000000,
100,CMSN2214,1.00,3000000,12,0.00,2988000,
101,CMSN2215,1.00,14000000,0,0.00,7000000,(*)
102,CMV,0.00,0,38388,0.00,-38388,
103,CMWG2206,1.00,1800000,10,0.01,1790000,
104,CMWG2210,1.00,1300000,0,0.00,1300000,
105,CMWG2211,1.00,25000000,0,0.00,25000000,
106,CMWG2212,1.00,16000000,39,0.00,15961000,
107,CMWG2213,1.00,9000000,65,0.01,8935000,
108,CMWG2214,1.00,14000000,0,0.00,7000000,(*)
109,CMX,0.50,50949495,11447726,0.11,39501769,
110,CNG,0.49,13230000,1939333,0.07,11290667,
111,CNVL2206,1.00,5000000,4047300,0.81,9527,
112,CNVL2207,1.00,1500000,0,0.00,1500000,
113,CNVL2208,1.00,5000000,335,0.07,4665000,
114,CNVL2210,1.00,6000000,915,0.02,5908500,
115,COM,0.49,6919107,4936,0.00,6869747,
116,CPDR2204,1.00,5000000,3662300,0.73,1337700,
117,CPDR2205,1.00,4000000,1715,0.04,3828500,
118,CPDR2206,1.00,3000000,0,0.00,3000000,
119,CPNJ2203,1.00,1250000,11,0.01,1239000,
120,CPNJ2204,1.00,2500000,0,0.00,2500000,
121,CPNJ2205,1.00,4000000,0,0.00,4000000,
122,CPOW2204,1.00,5000000,1373500,0.27,3626500,
123,CPOW2205,1.00,4000000,0,0.00,4000000,
124,CPOW2208,1.00,8000000,7650500,0.96,3495,
125,CPOW2209,1.00,8000000,6487200,0.81,1512800,
126,CPOW2210,1.00,2000000,0,0.00,2000000,
127,CRC,0.50,15000000,9967,0.00,14900330,
128,CRE,0.50,231839267,5152886,0.01,226686381,
129,CRV,0.50,336208320,0,0.00,336208320,(*)
130,CSM,0.50,51813233,753639,0.01,51059594,
131,CSTB2213,1.00,6000000,1880200,0.31,4119800,
