STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
90,CMSN2105,1.00,12000000,177,0.00,11982300,
91,CMSN2106,1.00,4000000,1882200,0.47,2117800,
92,CMSN2107,1.00,2000000,0,0.00,2000000,
93,CMSN2108,1.00,3000000,2570000,0.86,430,
94,CMSN2109,1.00,4000000,0,0.00,4000000,
95,CMSN2110,1.00,10000000,0,0.00,10000000,
96,CMV,0.49,8896375,41888,0.00,8854487,
97,CMWG2104,1.00,5000000,58,0.00,4994200,
98,CMWG2106,1.00,5000000,0,0.00,5000000,
99,CMWG2107,1.00,7000000,0,0.00,7000000,
100,CMWG2108,1.00,2000000,19,0.00,1998100,
101,CMWG2109,1.00,1500000,26,0.00,1497400,
102,CMWG2110,1.00,3000000,0,0.00,3000000,
103,CMWG2111,1.00,10000000,0,0.00,10000000,
104,CMX,0.50,30408751,12630093,0.21,17778658,
105,CNG,0.49,13230000,1247151,0.05,11982849,
106,CNVL2103,1.00,5500000,583,0.01,5441700,
107,CNVL2104,1.00,3000000,2455600,0.82,5444,
108,COM,0.49,6919107,5562,0.00,6863487,
109,CPDR2103,1.00,3000000,2676200,0.89,3238,
110,CPNJ2104,1.00,5000000,0,0.00,5000000,
111,CPNJ2105,1.00,10000000,0,0.00,10000000,
112,CPNJ2106,1.00,2000000,0,0.00,2000000,
113,CPNJ2107,1.00,1500000,0,0.00,1500000,
114,CPNJ2108,1.00,2000000,0,0.00,2000000,
115,CRC,0.50,7500000,14677,0.01,7353230,
116,CRE,0.49,47039954,2613427,0.03,44426527,
117,CSM,0.49,50776968,999046,0.01,49777922,
118,CSTB2105,1.00,3000000,4,0.00,2996000,
119,CSTB2106,1.00,10000000,4739500,0.47,5260500,
120,CSTB2107,1.00,8000000,50,0.01,7950000,
121,CSTB2108,1.00,2000000,0,0.00,2000000,
122,CSTB2109,1.00,10000000,0,0.00,10000000,
123,CSTB2110,1.00,10000000,7269500,0.73,2730500,
124,CSTB2111,1.00,3000000,0,0.00,3000000,
125,CSV,0.49,21658000,1970924,0.04,19687076,
126,CTCB2105,1.00,10000000,384,0.00,9961600,
127,CTCB2106,1.00,11000000,65,0.01,10935000,
128,CTCB2107,1.00,2000000,0,0.00,2000000,
129,CTCB2108,1.00,2000000,0,0.00,2000000,
130,CTCB2109,1.00,10000000,11,0.00,9998900,
131,CTCB2110,1.00,4000000,0,0.00,4000000,
132,CTCB2111,1.00,2500000,0,0.00,2500000,
133,CTD,0.49,38834950,35604608,0.45,3230342,
134,CTF,0.49,33467000,308368,0.00,33158632,
135,CTG,0.30,1441725182,1175317390,0.24,266407792,
136,CTI,0.49,30869998,817935,0.01,30052063,
137,CTS,0.49,52153922,2083361,0.02,50070561,
138,CVHM2107,1.00,13500000,1399,0.01,13360100,
139,CVHM2108,1.00,2400000,0,0.00,2400000,
140,CVHM2109,1.00,1000000,0,0.00,1000000,
141,CVHM2110,1.00,10000000,20,0.00,9980000,
142,CVHM2111,1.00,5000000,2659800,0.53,2340200,
143,CVHM2112,1.00,6000000,0,0.00,6000000,
144,CVIC2104,1.00,5000000,20,0.00,4980000,
145,CVIC2105,1.00,11000000,1266,0.01,10873400,
146,CVIC2106,1.00,5000000,3547400,0.71,1452600,
147,CVIC2107,1.00,10000000,0,0.00,10000000,
148,CVJC2101,1.00,4500000,547,0.01,4445300,
149,CVJC2102,1.00,3000000,1756400,0.59,1243600,
150,CVJC2103,1.00,3000000,2874700,0.96,1253,
151,CVNM2106,1.00,3000000,10,0.00,2990000,
152,CVNM2107,1.00,5000000,459,0.01,4954100,
153,CVNM2108,1.00,5000000,55,0.00,4994500,
154,CVNM2109,1.00,11000000,0,0.00,11000000,
155,CVNM2110,1.00,2500000,0,0.00,2500000,
156,CVNM2111,1.00,3000000,2489100,0.83,5109,
157,CVNM2112,1.00,10000000,0,0.00,10000000,
158,CVPB2105,1.00,2000000,1066500,0.53,9335,
159,CVPB2106,1.00,9000000,1,0.00,8999000,
160,CVPB2107,1.00,2000000,0,0.00,2000000,
161,CVPB2108,1.00,10000000,200,0.00,9999800,
162,CVPB2109,1.00,3000000,0,0.00,3000000,
163,CVPB2110,1.00,1500000,0,0.00,1500000,
164,CVRE2105,1.00,5000000,26,0.01,4974000,
165,CVRE2106,1.00,16000000,386,0.00,15961400,
166,CVRE2107,1.00,5000000,3891600,0.78,1108400,
167,CVRE2108,1.00,2000000,0,0.00,2000000,
168,CVRE2109,1.00,10000000,10,0.00,9990000,
169,CVRE2110,1.00,5000000,3659500,0.73,1340500,
170,CVRE2111,1.00,3000000,0,0.00,3000000,
171,CVT,0.50,18345443,201585,0.01,18143858,
172,D2D,0.49,14849331,773284,0.03,14076047,
173,DAG,0.41,24325983,441656,0.01,23884327,
174,DAH,0.00,0,12615,0.00,-12615,
175,DAT,0.49,22542652,3985,0.00,22538667,
176,DBC,0.49,56467320,2992531,0.03,53474789,
177,DBD,1.00,57612444,48633,0.00,57563811,
178,DBT,0.00,0,402639,0.03,-402639,
179,DC4,0.49,16463737,36082,0.00,16427655,
180,DCL,0.00,0,994173,0.02,-994173,
181,DCM,0.49,259406000,23429227,0.04,235976773,
182,DGC,0.49,83829472,11502647,0.07,72326825,
183,DGW,0.49,43390492,21429262,0.24,21961230,
184,DHA,0.49,7408773,1866583,0.12,5542190,
185,DHC,0.49,34297267,26520001,0.38,7777266,
186,DHG,1.00,130746071,71110113,0.54,59635958,
187,DHM,0.49,15384128,531499,0.02,14852629,
188,DIG,0.49,244946571,8078259,0.02,236868312,
189,DLG,0.49,146661762,5257193,0.02,141404569,
190,DMC,1.00,34727465,19078918,0.55,15648547,
191,DPG,0.49,30869781,585067,0.01,30284714,
192,DPM,0.49,191786000,40505301,0.10,151280699,
193,DPR,0.49,21070000,3295630,0.08,17774370,
194,DQC,0.49,16836113,399521,0.01,16436592,
195,DRC,0.49,58208376,8581510,0.07,49626866,
196,DRH,0.49,29889967,1262294,0.02,28627673,
197,DRL,0.49,4655000,14524,0.02,4509760,
198,DSN,0.49,5920674,2274589,0.19,3646085,
199,DTA,0.49,8849317,66866,0.00,8782451,
200,DTL,0.49,30103445,1621,0.00,30101824,
201,DTT,0.49,3994391,14398,0.00,3979993,
202,DVP,0.49,19600000,5063610,0.13,14536390,
203,DXG,0.49,254816986,152544262,0.29,102272724,
204,DXS,0.50,179100604,76014190,0.21,103086414,
205,DXV,0.49,4851000,5025,0.01,4800750,
206,E1VFVN30,1.00,434900000,420892790,0.97,14007210,
207,EIB,0.30,370656871,367084292,0.30,3572579,
208,ELC,0.49,24954839,2099904,0.04,22854935,
209,EMC,0.49,7495693,582,0.00,7489873,
210,EVE,1.00,41979773,28237031,0.67,13742742,
211,EVG,0.00,0,33073,0.00,-33073,
212,FCM,0.49,20090000,777815,0.02,19312185,
213,FCN,0.50,62719502,34872918,0.28,27846584,
214,FDC,0.49,18928694,13769,0.00,18914925,
215,FIR,0.50,13519932,424037,0.02,13095895,
216,FIT,0.00,0,188969,0.00,-188969,
217,FLC,0.49,347898925,17256682,0.02,330642243,
218,FMC,0.49,28836500,14819425,0.25,14017075,
219,FPT,0.49,444700308,444699782,0.49,526,
220,FRT,0.49,38701078,12858494,0.16,25842584,
221,FTM,0.49,24500000,34403,0.01,24155970,
222,FTS,1.00,147567297,31323275,0.21,116244022,
223,FUCTVGF2,0.49,8330000,449222,0.03,7880778,
224,FUCTVGF3,0.49,9751392,0,0.00,9751392,
225,FUCVREIT,0.49,2450000,4719,0.01,2402810,
226,FUEIP100,1.00,5300000,112,0.00,5288800,
227,FUEMAV30,1.00,43200000,37951880,0.88,5248120,
228,FUESSV30,1.00,6000000,2390720,0.40,3609280,
229,FUESSV50,1.00,13500000,8598750,0.64,4901250,
230,FUESSVFL,1.00,141400000,136063600,0.96,5336400,
231,FUEVFVND,1.00,472200000,464635381,0.98,7564619,
232,FUEVN100,1.00,6900000,3084930,0.45,3815070,
233,GAB,0.49,6762000,6662,0.00,6695380,
234,GAS,0.49,937835500,50032598,0.03,887802902,
235,GDT,0.49,8810375,3768189,0.21,5042186,
236,GEG,0.50,135587594,101348902,0.37,34238692,
237,GEX,0.49,382783296,75503935,0.10,307279361,
238,GIL,0.49,21168000,2392462,0.06,18775538,
239,GMC,0.49,16170126,2741347,0.08,13428779,
240,GMD,0.49,147675198,119590693,0.40,28084505,
241,GSP,0.00,0,24894,0.01,-24894,
242,GTA,0.49,5096000,69395,0.01,5026605,
243,GTN,1.00,250000000,528419,0.00,249471581,
244,GVR,0.13,520000000,23007000,0.01,496993000,
245,HAG,0.43,394915851,9753592,0.01,385162259,
246,HAH,0.49,23903547,5473314,0.11,18430233,
247,HAI,0.49,89514571,2029741,0.01,87484830,
248,HAP,0.49,27257044,1684711,0.03,25572333,
249,HAR,0.49,49661549,432582,0.00,49228967,
250,HAS,0.49,3920000,1419701,0.18,2500299,
251,HAX,0.49,23405821,6584001,0.14,16821820,
252,HBC,0.49,113128945,34336055,0.15,78792890,
253,HCD,0.49,13230000,48495,0.02,12745050,
254,HCM,0.49,149882308,143228578,0.47,6653730,
255,HCMA0307,1.00,280,0,0.00,280,
256,HCM_0307,1.00,2000000,0,0.00,2000000,
257,HCM_0607,1.00,1500000,0,0.00,1500000,
258,HCM_0807,1.00,900,0,0.00,900,
259,HCM_1007,1.00,340,0,0.00,340,
260,HDB,0.22,431567488,353159672,0.18,78407816,
261,HDC,0.49,40740498,1954645,0.02,38785853,
262,HDG,0.49,80179541,18945631,0.12,61233910,
263,HHP,0.49,9834213,379391,0.02,9454822,
264,HHS,0.49,134624590,8142338,0.03,126482252,
265,HID,0.49,28794865,1467976,0.03,27326889,
266,HII,0.49,18047438,325839,0.01,17721599,
267,HMC,0.49,10290000,39038,0.02,9899620,
268,HNG,0.49,543191408,14056780,0.01,529134628,
269,HOT,0.49,3920000,302,0.00,3916980,
270,HPG,0.49,2191732125,1116190141,0.25,1075541984,
271,HPX,0.49,149042604,41948530,0.14,107094074,
272,HQC,0.49,233534000,5501309,0.01,228032691,
273,HRC,0.49,14801244,195896,0.01,14605348,
274,HSG,0.49,241806129,59075501,0.12,182730628,
275,HSL,1.00,17167144,1851685,0.11,15315459,
276,HT1,0.49,186979056,12282127,0.03,174696929,
277,HTI,0.49,12225108,3314700,0.13,8910408,
278,HTL,0.49,5880000,5446649,0.45,433351,
279,HTN,0.49,24259508,436042,0.01,23823466,
280,HTV,0.49,6420960,1913774,0.15,4507186,
281,HU1,0.49,4900000,35693,0.04,4543070,
282,HU3,0.49,4899972,46779,0.05,4432182,
283,HUB,0.49,9338084,83975,0.04,8498334,
284,HVH,0.49,18105497,426495,0.01,17679002,
285,HVN,0.30,664318252,131315595,0.06,533002657,
286,HVX,0.47,19580401,3455,0.01,19234901,
287,IBC,0.31,25776704,176277,0.00,25600427,
288,ICT,1.00,32185000,21542,0.01,31969580,
289,IDI,0.49,111545857,2088358,0.01,109457499,
290,IJC,0.49,106377688,5136626,0.02,101241062,
291,ILB,0.00,0,0,0.00,0,
292,IMP,0.49,32685631,32685084,0.49,547,
293,ITA,0.44,410765520,9430560,0.01,401334960,
294,ITC,0.49,39065884,413874,0.01,38652010,
295,ITD,0.49,9341751,686556,0.04,8655195,
296,JVC,0.49,55125083,2215492,0.02,52909591,
297,KBC,0.49,282098471,88525632,0.15,193572839,
298,KBC12006,1.00,4000000,2,0.00,3999998,
299,KDC,1.00,279741356,55325997,0.20,224415359,
300,KDH,0.49,315039163,198039658,0.31,116999505,
301,KHG,0.49,85660598,64,0.00,85596598,
302,KHP,0.49,28209797,2393699,0.04,25816098,
303,KMR,1.00,56881443,35686889,0.63,21194554,
304,KOS,0.49,80865354,431163,0.00,80434191,
305,KPF,0.49,28404777,1769215,0.03,26635562,
306,KSB,0.49,36079288,2835988,0.04,33243300,
307,L10,0.49,4846100,86947,0.01,4759153,
308,LAF,0.49,7216729,298957,0.02,6917772,
309,LBM,0.49,4900000,975929,0.10,3924071,
310,LCG,0.50,58624255,3412967,0.03,55211288,
311,LCM,0.49,12070170,2719910,0.11,9350260,
312,LDG,0.49,117704100,1659741,0.01,116044359,
313,LEC,0.49,12789000,437,0.00,12788563,
314,LGC,0.49,94498834,86761599,0.45,7737235,
315,LGL,0.49,25235000,931179,0.02,24303821,
316,LHG,0.49,24505884,5028203,0.10,19477681,
317,LIX,0.49,15876000,3117095,0.10,12758905,
318,LM8,0.49,4600454,173243,0.02,4427211,
319,LPB,0.05,60179523,46550620,0.04,13628903,
320,LSS,0.49,34300000,2044247,0.03,32255753,
321,MBB,0.23,877896843,877780567,0.23,116276,
322,MCG,0.49,28179900,2090454,0.04,26089446,
323,MCP,0.49,7384955,29594,0.00,7355361,
324,MDG,0.49,5335625,200,0.00,5335425,
325,MHC,0.49,20289412,1198383,0.03,19091029,
326,MIG,0.49,70070000,4956388,0.03,65113612,
327,MSB,0.30,352500000,352500128,0.30,-128,
328,MSH,0.49,24504606,4115230,0.08,20389376,
329,MSN,1.00,1180534692,380285124,0.32,800249568,
330,MSN11906,1.00,15000000,42478,0.03,14575220,
331,MSN12001,1.00,20000000,2528424,0.13,17471576,
332,MSN12002,1.00,30000000,322887,0.01,29677113,
333,MSN12003,1.00,30000000,611,0.00,29993890,
334,MSN12005,1.00,20000000,166156,0.01,19833844,
335,MWG,0.49,349402092,349439846,0.49,-37754,
336,NAF,1.00,59926785,15662893,0.26,44263892,
337,NAV,0.49,3920000,6931,0.01,3850690,
338,NBB,0.49,49233071,1257460,0.01,47975611,
339,NCT,0.49,12821800,2738143,0.10,10083657,
340,NHA,0.49,13777109,91075,0.00,13686034,
341,NHH,1.00,36440000,173291,0.00,36266709,
342,NKG,0.50,109199284,23368793,0.11,85830491,
343,NLG,0.50,172635330,138141870,0.40,34493460,
344,NNC,0.49,10740800,1656001,0.08,9084799,
345,NPM11805,1.00,5000000,0,0.00,5000000,
346,NPM11907,1.00,2100000,0,0.00,2100000,
347,NPM11909,1.00,3000000,30,0.01,2970000,
348,NPM11910,1.00,2000000,21884,0.01,1978116,
349,NPM11911,1.00,5000000,0,0.00,5000000,
350,NSC,0.49,8617624,1267514,0.07,7350110,
351,NT2,0.49,141059254,41227262,0.14,99831992,
352,NTL,0.49,29885075,5863570,0.10,24021505,
353,NVL,0.38,564390952,125546082,0.09,438844870,
354,NVT,1.00,90500000,6792,0.00,90432080,
355,OCB,0.22,301374229,300396242,0.22,977987,
356,OGC,0.49,147000000,609568,0.00,146390432,
357,OPC,0.49,13022867,1276334,0.05,11746533,
358,PAC,0.49,22771136,6067260,0.13,16703876,
359,PAN,0.49,106015704,51195931,0.24,54819773,
360,PC1,0.50,95594079,11894244,0.06,83699835,
361,PDN,0.49,9075757,85414,0.00,8990343,
362,PDR,0.49,238518238,16319945,0.03,222198293,
363,PET,0.49,44320560,5452084,0.06,38868476,
364,PGC,0.49,29567892,1558934,0.03,28008958,
365,PGD,0.49,44099522,42048888,0.47,2050634,
366,PGI,0.49,43471708,18369175,0.21,25102533,
367,PHC,0.50,12874130,147468,0.01,12726662,
368,PHR,0.49,66394607,18666284,0.14,47728323,
369,PIT,0.49,7447679,135261,0.01,7312418,
370,PJT,0.00,0,361158,0.02,-361158,
371,PLP,0.49,19600000,1079413,0.03,18520587,
372,PLX,0.20,258775616,226317786,0.17,32457830,
373,PME,1.00,75011625,67198302,0.90,7813323,
374,PMG,0.49,22704776,11665006,0.25,11039770,
375,PNC,0.49,5409718,87735,0.01,5321983,
376,PNJ,0.49,111530057,109460256,0.48,2069801,
377,POM,0.49,137041404,22131243,0.08,114910161,
378,POW,0.49,1147517084,68421707,0.03,1079095377,
379,PPC,0.49,159855150,46722974,0.14,113132176,
380,PSH,0.00,0,180,0.00,-180,
381,PTB,0.49,23813726,10378784,0.21,13434942,
382,PTC,0.49,8819999,58214,0.00,8761785,
383,PTL,0.49,49000000,112144,0.00,48887856,
384,PVD,0.49,206557436,26078906,0.06,180478530,
385,PVT,0.49,158589110,45622919,0.14,112966191,
386,PXI,0.49,14700000,49041,0.02,14209590,
387,PXS,0.49,29400000,6905488,0.12,22494512,
388,QBS,0.00,0,317,0.00,-317,
389,QCG,0.49,134813361,1433593,0.01,133379768,
390,RAL,0.49,5916750,462606,0.04,5454144,
391,RDP,0.49,23343887,127806,0.00,23216081,
392,REE,0.49,151928832,151928832,0.49,0,
393,RIC,0.49,14067002,9120261,0.32,4946741,
394,ROS,0.49,278123079,15412320,0.03,262710759,
395,S4A,0.49,20678000,2418,0.00,20653820,
396,SAB,1.00,641281186,401804287,0.63,239476899,
397,SAM,0.49,171498623,2685848,0.01,168812775,
398,SAV,0.49,7849783,6864188,0.43,985595,
399,SBA,0.49,29639247,151818,0.00,29487429,
400,SBT,1.00,650762228,67495330,0.10,583266898,
401,SBV,0.49,13409573,4104036,0.15,9305537,
402,SC5,0.49,7342429,643809,0.04,6698620,
403,SCD,0.49,4165000,59786,0.07,3567140,
404,SCR,0.49,179514588,2939938,0.01,176574650,
405,SCR11816,1.00,4700000,0,0.00,4700000,
406,SCS,0.49,28388493,15245969,0.26,13142524,
407,SFC,0.49,5532814,100971,0.01,5431843,
408,SFG,0.49,23469693,337471,0.01,23132222,
409,SFI,0.49,7719003,1491299,0.09,6227704,
410,SGN,0.30,10074507,790486,0.02,9284021,
411,SGR,0.49,29400000,3275,0.00,29396725,
412,SGT,0.00,0,8373710,0.11,-8373710,
413,SHA,0.49,15608448,151938,0.00,15456510,
414,SHB,0.10,192604883,71835731,0.04,120769152,
415,SHI,0.49,49262496,299837,0.00,48962659,
416,SHP,0.49,45917998,4870194,0.05,41047804,
417,SII,0.49,31615830,31613037,0.49,2793,
418,SJD,0.49,33809323,14920252,0.22,18889071,
419,SJF,0.49,38808000,905514,0.01,37902486,
420,SJS,0.50,57427770,1331094,0.01,56096676,
421,SKG,0.49,31032550,27941801,0.44,3090749,
422,SMA,0.49,9972889,10283,0.00,9962606,
423,SMB,0.49,14624857,3642942,0.12,10981915,
424,SMC,0.49,29887398,13530539,0.22,16356859,
425,SPM,0.49,6860000,26248,0.02,6597520,
426,SRC,0.49,13752224,3739,0.00,13714834,
427,SRF,0.49,17427722,16690488,0.47,737234,
428,SSB,0.05,67124418,237097,0.00,66887321,
429,SSC,0.49,7346259,159891,0.01,7186368,
430,SSI,1.00,875597642,376162788,0.43,499434854,
431,ST8,0.49,12603241,12619275,0.49,-16034,
432,STB,0.30,565564714,304543666,0.16,261021048,
433,STG,0.49,48144144,138384,0.00,48005760,
434,STK,0.49,34656202,9280366,0.13,25375836,
435,SVC,0.49,16327060,639977,0.02,15687083,
436,SVD,0.49,6321000,1058,0.01,6215200,
437,SVI,1.00,12832437,12163103,0.95,669334,
438,SVT,0.49,5673991,4166,0.00,5669825,
439,SZC,0.49,49000000,3608320,0.04,45391680,
440,SZL,0.49,9800000,3607830,0.18,6192170,
441,TAC,0.49,16601027,1373797,0.04,15227230,
442,TBC,0.49,31115000,461584,0.01,30653416,
443,TCB,0.22,788986817,788986737,0.22,80,
444,TCD,0.49,42732484,442269,0.01,42290215,
445,TCH,0.51,203579629,25547180,0.06,178032449,
446,TCL,0.49,14777633,1247328,0.04,13530305,
447,TCM,0.49,34966795,31497752,0.44,3469043,
448,TCO,0.49,9168390,434872,0.02,8733518,
449,TCR,0.49,5082863,5082847,0.49,16,
450,TCT,0.49,6266120,1785190,0.14,4480930,
451,TDC,0.50,50000000,1303990,0.01,48696010,
452,TDG,0.49,8217300,404869,0.02,7812431,
453,TDH,0.49,55199855,4327245,0.04,50872610,
454,TDM,0.49,49000000,7958850,0.08,41041150,
455,TDP,0.49,29503341,41824,0.00,29461517,
456,TDW,0.49,4165000,22358,0.03,3941420,
457,TEG,0.49,32139968,152126,0.00,31987842,
458,TGG,0.00,0,46034,0.02,-46034,
459,THG,0.49,7825939,56866,0.04,7257279,
460,THI,0.49,23912000,3206,0.00,23879940,
461,TIP,0.49,12741540,5406847,0.21,7334693,
462,TIX,0.49,14700000,102904,0.00,14597096,
463,TLD,0.49,19578622,568889,0.01,19009733,
464,TLG,1.00,77794453,19214659,0.25,58579794,
465,TLH,0.49,50034204,1533970,0.02,48500234,
466,TMP,0.49,34300000,31936,0.00,33980640,
467,TMS,0.49,45891856,45892974,0.49,-1118,
468,TMT,0.49,18270963,99551,0.03,17275453,
469,TN1,0.50,16918368,60522,0.00,16857846,
470,TNA,0.49,19468133,1537621,0.04,17930512,
471,TNC,0.49,9432500,11131,0.01,9321190,
472,TNH,0.49,20335000,5449400,0.13,14885600,
473,TNI,0.49,25725000,47467,0.01,25250330,
474,TNT,0.49,12495000,17329,0.01,12321710,
475,TPB,0.30,351501516,351501516,0.30,0,
476,TPC,0.49,11970992,408606,0.02,11562386,
477,TRA,0.49,20312299,18023704,0.43,2288595,
478,TRC,0.49,14700000,22686,0.01,14473140,
479,TSC,0.00,0,589311,0.00,-589311,
480,TTA,0.49,71441952,418924,0.00,71023028,
481,TTB,0.00,0,52973,0.00,-52973,
482,TTE,0.51,14530104,247,0.00,14527634,
483,TTF,0.50,155599151,1786051,0.01,153813100,
484,TV2,0.15,6752721,4413432,0.10,2339289,
485,TVB,0.49,52290575,902523,0.01,51388052,
486,TVS,0.49,48135235,28713200,0.29,19422035,
487,TVT,0.49,10290000,13331,0.01,10156690,
488,TYA,1.00,6134773,3107199,0.51,3027574,
489,UDC,0.49,17150000,1371960,0.04,15778040,
490,UIC,0.49,3920000,2054010,0.26,1865990,
491,VAF,0.49,18456020,14335,0.00,18441685,
492,VCA,0.49,7441787,180087,0.01,7261700,
493,VCB,0.30,1112663234,870377383,0.23,242285851,
494,VCF,0.49,13023776,172818,0.01,12850958,
495,VCG,0.49,216438229,5259406,0.01,211178823,
496,VCI,1.00,333000000,66045545,0.20,266954455,
497,VDP,0.49,7880622,76723,0.00,7803899,
498,VDS,1.00,105104665,967108,0.01,104137557,
499,VFG,0.49,15723543,835588,0.03,14887955,
500,VGC,0.49,219691500,18501732,0.04,201189768,
501,VHC,1.00,183376956,48201982,0.26,135174974,
502,VHM,0.50,2177183744,993728325,0.23,1183455419,
503,VIB,0.21,318394313,318293613,0.20,1007,
504,VIC,0.49,1895101095,520858467,0.13,1374242628,
505,VID,0.49,17400286,18176,0.01,17218526,
506,VIP,0.49,33550761,2056894,0.03,31493867,
507,VIS,1.00,73830393,54693554,0.74,19136839,
508,VIX,0.49,62582297,6190796,0.05,56391501,
509,VJC,0.30,162483400,92386172,0.17,70097228,
510,VJC11912,1.00,6000000,770001,0.13,5229999,
511,VMD,0.49,7565731,170681,0.01,7395050,
512,VND,0.49,213122896,85047800,0.20,128075096,
513,VNE,0.49,44312146,6853032,0.08,37459114,
514,VNG,0.49,47665537,402543,0.00,47262994,
515,VNL,0.49,4410000,64071,0.07,3769290,
516,VNM,1.00,2089955445,1146173974,0.55,943781471,
