STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
56,CFPT2106,1.00,2000000,0,0.00,2000000,
57,CFPT2107,1.00,6000000,400,0.00,5999600,
58,CFPT2108,1.00,1500000,600,0.00,1499400,
59,CFPT2109,1.00,10000000,13,0.00,9987000,
60,CFPT2110,1.00,17000000,500,0.00,16999500,
61,CFPT2111,1.00,3000000,0,0.00,3000000,
62,CHDB2103,1.00,3000000,1756,0.06,2824400,
63,CHP,0.49,71987207,5662108,0.04,66325099,
64,CHPG2109,1.00,3000000,1,0.00,2999000,
65,CHPG2111,1.00,37500000,201,0.01,37299000,
66,CHPG2113,1.00,10000000,0,0.00,10000000,
67,CHPG2114,1.00,10000000,0,0.00,10000000,
68,CHPG2115,1.00,7000000,19,0.00,6998100,
69,CHPG2116,1.00,2500000,0,0.00,2500000,
70,CHPG2117,1.00,22000000,2,0.00,21998000,
71,CHPG2118,1.00,8000000,3704500,0.46,4295500,
72,CHPG2119,1.00,3000000,0,0.00,3000000,
73,CIG,0.49,15454574,34033,0.00,15420541,
74,CII,0.49,138819337,45267148,0.16,93552189,
75,CKDH2104,1.00,6500000,464,0.01,6453600,
76,CKDH2106,1.00,3000000,524,0.02,2947600,
77,CKDH2107,1.00,3000000,1598500,0.53,1401500,
78,CKG,0.49,40424892,167174,0.00,40257718,
79,CLC,0.49,12841715,506376,0.02,12335339,
80,CLL,0.49,16660000,2467861,0.07,14192139,
81,CLW,0.49,6370000,62249,0.05,5747510,
82,CMBB2103,1.00,5000000,0,0.00,5000000,
83,CMBB2104,1.00,8000000,100,0.01,7900000,
84,CMBB2105,1.00,3000000,0,0.00,3000000,
85,CMBB2106,1.00,3000000,800,0.00,2999200,
86,CMBB2107,1.00,10000000,92,0.00,9990800,
87,CMBB2108,1.00,23000000,27,0.00,22997300,
88,CMBB2109,1.00,1200000,1859,0.15,1014100,
89,CMG,0.50,49999933,39431754,0.39,10568179,
90,CMSN2104,1.00,5000000,0,0.00,5000000,
91,CMSN2105,1.00,12000000,0,0.00,12000000,
92,CMSN2107,1.00,2000000,0,0.00,2000000,
93,CMSN2108,1.00,3000000,2797100,0.93,2029,
94,CMSN2109,1.00,4000000,0,0.00,3948100,
95,CMSN2110,1.00,10000000,0,0.00,10000000,
96,CMSN2111,1.00,3000000,0,0.00,3000000,
97,CMV,0.00,0,41688,0.00,-41688,
98,CMWG2104,1.00,5000000,5,0.00,4995000,
99,CMWG2106,1.00,5000000,0,0.00,5000000,
100,CMWG2107,1.00,7000000,0,0.00,7000000,
101,CMWG2108,1.00,2000000,0,0.00,2000000,
102,CMWG2109,1.00,1500000,0,0.00,1500000,
103,CMWG2110,1.00,3000000,1168,0.04,2883200,
104,CMWG2111,1.00,10000000,30,0.00,9970000,
105,CMWG2112,1.00,12000000,18,0.00,11998200,
106,CMWG2113,1.00,3000000,0,0.00,3000000,
107,CMWG2114,1.00,8000000,0,0.00,4000000,(*)
108,CMX,0.50,45408751,8258806,0.09,37149945,
109,CNG,0.49,13230000,1052051,0.04,12177949,
110,CNVL2103,1.00,5500000,0,0.00,5500000,
111,CNVL2104,1.00,3000000,461,0.02,2953900,
112,COM,0.49,6919107,5562,0.00,6863487,
113,CPDR2103,1.00,3000000,0,0.00,3000000,
114,CPNJ2104,1.00,5000000,0,0.00,5000000,
115,CPNJ2105,1.00,10000000,0,0.00,10000000,
116,CPNJ2106,1.00,2000000,0,0.00,2000000,
117,CPNJ2107,1.00,1500000,0,0.00,1500000,
118,CPNJ2108,1.00,2000000,0,0.00,2000000,
119,CPNJ2109,1.00,2500000,4066,0.16,2093400,
120,CPNJ2110,1.00,3000000,0,0.00,3000000,
121,CRC,0.50,15000000,10467,0.00,14895330,
122,CRE,0.49,98783782,5577879,0.03,93205903,
123,CSM,0.50,51813233,879057,0.01,50934176,
124,CSTB2105,1.00,3000000,318,0.01,2968200,
125,CSTB2107,1.00,8000000,70,0.01,7930000,
126,CSTB2109,1.00,10000000,0,0.00,10000000,
127,CSTB2110,1.00,10000000,1230200,0.12,8769800,
128,CSTB2111,1.00,3000000,0,0.00,3000000,
129,CSTB2112,1.00,3000000,0,0.00,3000000,
130,CSV,0.50,22100000,402684,0.01,21697316,
131,CTCB2105,1.00,15000000,384,0.00,14961600,
132,CTCB2106,1.00,11000000,65,0.01,10935000,
133,CTCB2108,1.00,2000000,0,0.00,2000000,
134,CTCB2109,1.00,10000000,11,0.00,9998900,
135,CTCB2110,1.00,4000000,0,0.00,4000000,
136,CTCB2111,1.00,2500000,0,0.00,2500000,
137,CTCB2112,1.00,23000000,2275000,0.10,20725000,
138,CTD,0.49,38834950,37105148,0.47,1729802,
139,CTF,0.49,35474910,319585,0.00,35155325,
140,CTG,0.30,1441725182,1233075994,0.26,208649188,
141,CTI,0.49,30869998,803085,0.01,30066913,
142,CTPB2101,1.00,8000000,0,0.00,4000000,(*)
143,CTS,0.49,52153922,1949754,0.02,50204168,
144,CVHM2107,1.00,13500000,0,0.00,13500000,
145,CVHM2109,1.00,3000000,0,0.00,2886200,
146,CVHM2110,1.00,10000000,40,0.00,9960000,
147,CVHM2111,1.00,5000000,0,0.00,5000000,
148,CVHM2112,1.00,6000000,0,0.00,6000000,
149,CVHM2113,1.00,15000000,25,0.00,14975000,
150,CVHM2114,1.00,5000000,9141,0.18,4085900,
151,CVHM2115,1.00,15000000,0,0.00,15000000,
152,CVIC2104,1.00,5000000,0,0.00,5000000,
153,CVIC2105,1.00,11000000,50,0.00,10950000,
154,CVIC2106,1.00,5000000,0,0.00,5000000,
155,CVIC2107,1.00,10000000,0,0.00,10000000,
156,CVIC2108,1.00,4000000,38,0.00,3996200,
157,CVIC2109,1.00,3000000,0,0.00,3000000,
158,CVIC2110,1.00,8000000,0,0.00,4000000,(*)
159,CVJC2101,1.00,4500000,25,0.00,4497500,
160,CVJC2103,1.00,3000000,1783300,0.59,1216700,
161,CVNM2106,1.00,3000000,0,0.00,3000000,
162,CVNM2107,1.00,5000000,55,0.01,4945000,
163,CVNM2109,1.00,11000000,0,0.00,11000000,
164,CVNM2110,1.00,2500000,0,0.00,2500000,
165,CVNM2111,1.00,3000000,0,0.00,3000000,
166,CVNM2112,1.00,10000000,20,0.00,9980000,
167,CVNM2113,1.00,4000000,7873,0.20,3212700,
168,CVNM2114,1.00,3000000,0,0.00,3000000,
169,CVPB2106,1.00,9000000,0,0.00,9000000,
170,CVPB2107,1.00,2000000,0,0.00,2000000,
171,CVPB2108,1.00,10000000,125,0.01,9875000,
172,CVPB2109,1.00,3000000,0,0.00,3000000,
173,CVPB2110,1.00,1500000,0,0.00,1500000,
174,CVPB2111,1.00,8000000,0,0.00,4000000,(*)
175,CVRE2105,1.00,10000000,0,0.00,10000000,
176,CVRE2106,1.00,16000000,0,0.00,16000000,
177,CVRE2109,1.00,10000000,0,0.00,10000000,
178,CVRE2110,1.00,5000000,1121,0.02,4887900,
179,CVRE2111,1.00,3000000,0,0.00,3000000,
180,CVRE2112,1.00,23000000,0,0.00,23000000,
181,CVRE2113,1.00,5000000,2669300,0.53,2330700,
182,CVRE2114,1.00,3000000,0,0.00,3000000,
183,CVT,0.50,18345443,19345,0.01,18151993,
184,D2D,0.49,14849331,989943,0.03,13859388,
185,DAG,0.41,24325983,712497,0.01,23613486,
186,DAH,0.00,0,12574,0.00,-12574,
187,DAT,0.49,22542652,6185,0.00,22536467,
188,DBC,0.49,56467320,3405136,0.03,53062184,
189,DBD,1.00,57612444,1980533,0.03,55631911,
190,DBT,0.00,0,400539,0.03,-400539,
191,DC4,0.50,17624732,74082,0.00,17550650,
192,DCL,0.00,0,985673,0.02,-985673,
193,DCM,0.49,259406000,27945797,0.05,231460203,
194,DGC,0.49,83829472,13979954,0.08,69849518,
195,DGW,0.49,43390492,23834354,0.27,19556138,
196,DHA,0.49,7408773,2073213,0.14,5335560,
197,DHC,0.49,34297267,27026751,0.39,7270516,
198,DHG,1.00,130746071,70946510,0.54,59799561,
199,DHM,0.49,15384128,211299,0.01,15172829,
200,DIG,0.49,244946571,9046121,0.02,235900450,
201,DLG,0.49,146661762,3282551,0.01,143379211,
202,DMC,1.00,34727465,19105318,0.55,15622147,
203,DPG,0.49,30869781,447327,0.01,30422454,
204,DPM,0.49,191786000,35327481,0.09,156458519,
205,DPR,0.00,0,3115720,0.07,-3115720,
206,DQC,0.49,16836113,488265,0.01,16347848,
207,DRC,0.49,58208376,8321041,0.07,49887335,
208,DRH,0.49,29889967,659574,0.01,29230393,
209,DRL,0.49,4655000,14734,0.02,4507660,
210,DSN,0.49,5920674,2642339,0.22,3278335,
211,DTA,0.49,8849317,81266,0.00,8768051,
212,DTL,0.49,30103445,1621,0.00,30101824,
213,DTT,0.49,3994391,14398,0.00,3979993,
214,DVP,0.49,19600000,5740080,0.14,13859920,
215,DXG,0.50,298886524,157068881,0.26,141817643,
216,DXS,0.50,179100604,80274890,0.22,98825714,
217,DXV,0.49,4851000,6465,0.01,4786350,
218,E1VFVN30,1.00,423500000,408511440,0.96,14988560,
219,EIB,0.30,370656871,366431104,0.30,4225767,
220,ELC,0.49,24954839,1852572,0.04,23102267,
221,EMC,0.49,7495693,2682,0.00,7468873,
222,EVE,1.00,41979773,27343781,0.65,14635992,
223,EVG,0.00,0,15553,0.00,-15553,
224,FCM,0.49,22098984,746075,0.02,21352909,
225,FCN,0.50,62719502,35280253,0.28,27439249,
226,FDC,0.49,18928694,13469,0.00,18915225,
227,FIR,0.50,13519932,372637,0.01,13147295,
228,FIT,0.00,0,152869,0.00,-152869,
229,FLC,0.49,347898925,18255574,0.03,329643351,
230,FMC,0.50,29425000,14885485,0.25,14539515,
231,FPT,0.49,444700308,444700229,0.49,79,
232,FRT,0.49,38701078,14984296,0.19,23716782,
233,FTM,0.49,24500000,1016830,0.02,23483170,
234,FTS,1.00,147567297,31157325,0.21,116409972,
235,FUCTVGF2,0.49,8330000,473122,0.03,7856878,
236,FUCTVGF3,0.49,9751392,100,0.00,9751292,
237,FUCVREIT,0.49,2450000,4739,0.01,2402610,
238,FUEIP100,1.00,5600000,224,0.00,5577600,
239,FUEKIV30,1.00,7100000,4600000,0.65,2500000,
240,FUEMAV30,1.00,38500000,33382380,0.87,5117620,
241,FUESSV30,1.00,5700000,1933920,0.34,3766080,
242,FUESSV50,1.00,13500000,6477630,0.48,7022370,
243,FUESSVFL,1.00,158600000,153048200,0.97,5551800,
244,FUEVFVND,1.00,489800000,478933781,0.98,10866219,
245,FUEVN100,1.00,7700000,3423530,0.44,4276470,
246,GAB,0.49,6762000,6224,0.00,6699760,
247,GAS,0.49,937835500,50972608,0.03,886862892,
248,GDT,0.49,8810375,4568089,0.25,4242286,
249,GEG,0.50,151857763,114061494,0.38,37796269,
250,GEX,0.49,417232938,63490340,0.07,353742598,
251,GIL,0.49,21168000,2185111,0.05,18982889,
252,GMC,0.49,16170126,2729830,0.08,13440296,
253,GMD,0.49,147675198,122823107,0.41,24852091,
254,GMH,0.50,8250000,0,0.00,8250000,(*)
255,GSP,0.00,0,480625,0.01,-480625,
256,GTA,0.49,5096000,69095,0.01,5026905,
257,GTN,1.00,250000000,735049,0.00,249264951,
258,GVR,0.13,520000000,21368200,0.01,498631800,
259,HAG,0.43,394915851,8387201,0.01,386528650,
260,HAH,0.49,23903547,5780094,0.12,18123453,
261,HAI,0.49,89514571,2204027,0.01,87310544,
262,HAP,0.49,27257044,1653562,0.03,25603482,
263,HAR,0.49,49661549,266263,0.00,49395286,
264,HAS,0.49,3920000,1364546,0.17,2555454,
265,HAX,0.50,24758491,7520390,0.15,17238101,
266,HBC,0.49,118783734,36401556,0.15,82382178,
267,HCD,0.49,13230000,4285,0.00,13187150,
268,HCM,0.49,149882308,128053826,0.42,21828482,
269,HCMA0307,1.00,280,0,0.00,280,
270,HCM_0307,1.00,2000000,0,0.00,2000000,
271,HCM_0607,1.00,1500000,0,0.00,1500000,
272,HCM_0807,1.00,900,0,0.00,900,
273,HCM_1007,1.00,340,0,0.00,340,
274,HDB,0.22,431567488,343142529,0.17,88424959,
275,HDC,0.49,42370135,972222,0.01,41397913,
276,HDG,0.50,81815859,17569033,0.11,64246826,
277,HHP,0.49,14734213,282891,0.01,14451322,
278,HHS,0.50,137372031,5483170,0.02,131888861,
279,HID,0.49,28794865,1367454,0.02,27427411,
280,HII,0.49,18047438,222839,0.01,17824599,
281,HMC,0.49,10290000,38788,0.02,9902120,
282,HNG,0.50,554276947,12841340,0.01,541435607,
283,HOT,0.49,3920000,522,0.00,3914780,
284,HPG,0.49,2191732125,1057192016,0.24,1134540109,
285,HPX,0.49,149042604,41777275,0.14,107265329,
286,HQC,0.49,233534000,3341189,0.01,230192811,
287,HRC,0.49,14801244,196496,0.01,14604748,
288,HSG,0.49,241806129,38852804,0.08,202953325,
289,HSL,1.00,17167144,591985,0.03,16575159,
290,HT1,0.49,186979056,9815474,0.03,177163582,
291,HTI,0.49,12225108,3296200,0.13,8928908,
292,HTL,0.49,5880000,5472449,0.46,407551,
293,HTN,0.49,43667041,1052835,0.01,42614206,
294,HTV,0.49,6420960,1177474,0.09,5243486,
295,HU1,0.50,5000000,35693,0.04,4643070,
296,HU3,0.49,4899972,48309,0.05,4416882,
297,HUB,0.49,9338084,1172050,0.06,8166034,
298,HVH,0.49,18105497,583495,0.02,17522002,
299,HVN,0.30,664318252,132940503,0.06,531377749,
300,HVX,0.47,19580401,3298,0.01,19250601,
301,IBC,0.31,25776704,211967,0.00,25564737,
302,ICT,1.00,32185000,159672,0.01,32025328,
303,IDI,0.49,111545857,1287500,0.01,110258357,
304,IJC,0.49,106377688,5310006,0.02,101067682,
305,ILB,0.00,0,0,0.00,0,
306,IMP,0.49,32685631,32681408,0.49,4223,
307,ITA,0.44,410765520,14578037,0.02,396187483,
308,ITC,0.00,0,35364,0.00,-35364,
309,ITD,0.49,9341751,436156,0.02,8905595,
310,JVC,0.49,55125083,1405522,0.01,53719561,
311,KBC,0.49,282098471,90181359,0.16,191917112,
312,KDC,0.50,139870678,63051062,0.23,76819616,
313,KDH,0.49,315039163,206775299,0.32,108263864,
314,KHG,0.49,156220598,679,0.00,156152698,
315,KHP,0.49,28209797,1628699,0.03,26581098,
316,KMR,1.00,56881443,35632633,0.63,21248810,
317,KOS,0.00,0,382708,0.00,-382708,
318,KPF,0.49,28404777,1856415,0.03,26548362,
319,KSB,0.49,36079288,2069956,0.03,34009332,
320,L10,0.49,4846100,88854,0.01,4757246,
321,LAF,0.49,7216729,301257,0.02,6915472,
322,LBM,0.49,4900000,1169879,0.12,3730121,
323,LCG,0.50,87202412,4995053,0.03,82207359,
324,LCM,0.49,12070170,2318350,0.09,9751820,
325,LDG,0.49,117704100,479665,0.00,117224435,
326,LEC,0.49,12789000,1023,0.00,12787977,
327,LGC,0.49,94498834,86760099,0.45,7738735,
328,LGL,0.49,25235000,746179,0.01,24488821,
329,LHG,0.49,24505884,4951193,0.10,19554691,
330,LIX,0.49,15876000,2878015,0.09,12997985,
331,LM8,0.49,4600454,172441,0.02,4428013,
332,LPB,0.05,60179523,47676017,0.04,12503506,
333,LSS,0.49,34300000,1162847,0.02,33137153,
334,MBB,0.23,877896843,877886295,0.23,10548,
335,MCG,0.49,28179900,339354,0.01,27840546,
336,MCP,0.49,7384955,25594,0.00,7359361,
337,MDG,0.49,5335625,100,0.00,5335525,
338,MHC,0.49,20289412,895173,0.02,19394239,
339,MIG,0.49,70070000,5868978,0.04,64201022,
340,MSB,0.30,458250000,458250000,0.30,0,
341,MSH,0.49,24504606,5037870,0.10,19466736,
342,MSN,1.00,1180534692,374362916,0.32,806171776,
343,MWG,0.49,349402092,349402092,0.49,0,
344,NAF,1.00,62923085,15700193,0.25,47222892,
345,NAV,0.49,3920000,6071,0.01,3859290,
346,NBB,0.49,49233071,1370749,0.01,47862322,
347,NCT,0.49,12821800,2927333,0.11,9894467,
348,NHA,0.49,13777109,164611,0.01,13612498,
349,NHH,1.00,36440000,226791,0.01,36213209,
350,NHT,0.50,7705770,799572,0.05,6906198,
351,NKG,0.50,109199284,18627983,0.09,90571301,
352,NLG,0.50,191470006,123059893,0.32,68410113,
353,NNC,0.49,10740800,1859241,0.08,8881559,
354,NSC,0.49,8617624,1341914,0.08,7275710,
355,NT2,0.49,141059254,39260632,0.14,101798622,
356,NTL,0.49,29885075,4512170,0.07,25372905,
357,NVL,0.38,564390952,113864510,0.08,450526442,
358,NVT,1.00,90500000,6609,0.00,90433910,
359,OCB,0.22,301374229,301105650,0.22,268579,
360,OGC,0.49,147000000,845474,0.00,146154526,
361,OPC,0.49,13022867,1219832,0.05,11803035,
362,ORS,1.00,200000000,219133,0.00,199780867,
363,PAC,0.49,22771136,6043560,0.13,16727576,
364,PAN,0.49,106015704,17077043,0.08,88938661,
365,PC1,0.50,117579824,11618733,0.05,105961091,
366,PDN,0.49,9075757,88514,0.00,8987243,
367,PDR,0.49,241458238,15118132,0.03,226340106,
368,PET,0.49,44320560,5549860,0.06,38770700,
369,PGC,0.49,29567892,1545025,0.03,28022867,
370,PGD,0.49,44099522,42115488,0.47,1984034,
371,PGI,0.49,43471708,18497975,0.21,24973733,
372,PHC,0.50,25340963,21484,0.00,25126123,
373,PHR,0.49,66394607,20157221,0.15,46237386,
374,PIT,0.49,7447679,120161,0.01,7327518,
375,PJT,0.00,0,336253,0.01,-336253,
376,PLP,0.49,19600000,758913,0.02,18841087,
377,PLX,0.20,258775616,221628936,0.17,37146680,
378,PMG,0.49,22704776,11669606,0.25,11035170,
379,PNC,0.49,5409718,86543,0.01,5323175,
380,PNJ,0.49,111530057,107370121,0.47,4159936,
381,POM,0.49,137041404,22356275,0.08,114685129,
382,POW,0.49,1147517084,66089557,0.03,1081427527,
383,PPC,0.49,159855150,45759074,0.14,114096076,
384,PSH,0.00,0,180,0.00,-180,
385,PTB,0.49,23813726,9917768,0.20,13895958,
386,PTC,0.49,8819999,63714,0.00,8756285,
387,PTL,0.49,49000000,218921,0.00,48781079,
388,PVD,0.49,206557436,24460826,0.06,182096610,
389,PVT,0.49,158589110,41905266,0.13,116683844,
390,PXI,0.49,14700000,45391,0.02,14246090,
391,PXS,0.49,29400000,6413788,0.11,22986212,
392,QBS,0.00,0,317,0.00,-317,
393,QCG,0.49,134813361,1620273,0.01,133193088,
394,RAL,0.50,6037500,501206,0.04,5536294,
395,RDP,0.49,23343887,15616,0.00,23187727,
396,REE,0.49,151928832,151928835,0.49,-3,
397,RIC,0.49,14067002,9135361,0.32,4931641,
398,ROS,0.49,278123079,9111436,0.02,269011643,
399,S4A,0.49,20678000,2478,0.00,20653220,
400,SAB,1.00,641281186,400784547,0.63,240496639,
401,SAM,0.49,171498623,2850656,0.01,168647967,
402,SAV,0.49,7849783,6881589,0.43,968194,
403,SBA,0.49,29639247,175567,0.00,29463680,
404,SBT,1.00,650762228,66519540,0.10,584242688,
405,SBV,1.00,27366476,4090306,0.15,23276170,
406,SC5,0.49,7342429,63832,0.04,6704109,
407,SCD,0.49,4165000,56356,0.07,3601440,
408,SCR,0.49,179514588,1861261,0.01,177653327,
409,SCS,0.49,28388493,15533299,0.27,12855194,
410,SFC,0.49,5532814,101077,0.01,5431737,
411,SFG,0.49,23469693,332001,0.01,23137692,
412,SFI,0.49,7719003,1439799,0.09,6279204,
413,SGN,0.30,10074507,802674,0.02,9271833,
414,SGR,0.49,29400000,14167,0.00,29385833,
415,SGT,0.00,0,8290950,0.11,-8290950,
416,SHA,0.49,15608448,259622,0.01,15348826,
417,SHB,0.10,212821505,69360662,0.03,143460843,
418,SHI,0.49,49262496,166633,0.00,49095863,
419,SHP,0.49,45917998,4861284,0.05,41056714,
420,SII,0.49,31615830,31602037,0.49,13793,
421,SJD,0.49,33809323,9651386,0.14,24157937,
422,SJF,0.49,38808000,624454,0.01,38183546,
423,SJS,0.50,57427770,1305796,0.01,56121974,
424,SKG,0.49,31032550,25118919,0.40,5913631,
425,SMA,0.49,9972889,10903,0.00,9961986,
426,SMB,0.49,14624857,3663132,0.12,10961725,
427,SMC,0.49,29887398,12875860,0.21,17011538,
428,SPM,0.49,6860000,26448,0.02,6595520,
429,SRC,0.49,13752224,4329,0.00,13708934,
430,SRF,0.49,17427722,16670108,0.47,757614,
431,SSB,0.05,73924418,634623,0.00,73289795,
432,SSC,0.49,7346259,162691,0.01,7183568,
433,SSI,1.00,984750022,377985659,0.38,606764363,
434,ST8,0.49,12603241,12611080,0.49,-7839,
435,STB,0.30,565564714,330896773,0.18,234667941,
436,STG,0.49,48144144,106193,0.00,48037951,
437,STK,1.00,70726944,9326876,0.13,61400068,
438,SVC,0.49,16327060,635877,0.02,15691183,
439,SVD,0.49,6321000,1414,0.01,6179600,
440,SVI,1.00,12832437,12164603,0.95,667834,
441,SVT,0.49,5673991,134066,0.01,5539925,
442,SZC,0.49,49000000,2887780,0.03,46112220,
443,SZL,0.49,9800000,3591930,0.18,6208070,
444,TAC,0.49,16601027,1462497,0.04,15138530,
445,TBC,0.49,31115000,594184,0.01,30520816,
446,TCB,0.22,788986817,788986817,0.22,0,
447,TCD,0.49,42732484,207197,0.00,42525287,
448,TCH,0.51,315548203,21958657,0.04,293589546,
449,TCL,0.49,14777633,1582530,0.05,13195103,
450,TCM,0.49,34966795,31725442,0.44,3241353,
451,TCO,0.49,9168390,468746,0.03,8699644,
452,TCR,0.49,5082863,5082210,0.49,653,
453,TCT,0.49,6266120,2441690,0.19,3824430,
454,TDC,0.50,50000000,1038390,0.01,48961610,
455,TDG,0.49,8217300,397019,0.02,7820281,
456,TDH,0.49,55199855,3123075,0.03,52076780,
457,TDM,0.49,49000000,10342554,0.10,38657446,
458,TDP,0.49,29503341,102324,0.00,29401017,
459,TDW,0.50,4250000,24438,0.03,4005620,
460,TEG,0.49,32139968,93729,0.00,32046239,
461,TGG,0.00,0,2334,0.00,-2334,
462,THG,0.49,7825939,380012,0.02,7445927,
463,THI,0.49,23912000,3286,0.00,23879140,
464,TIP,0.49,12741540,5088547,0.20,7652993,
465,TIX,0.49,14700000,116004,0.00,14583996,
466,TLD,0.49,19578622,672635,0.02,18905987,
467,TLG,1.00,77794453,19876952,0.26,57917501,
468,TLH,0.49,50034204,876901,0.01,49157303,
469,TMP,0.49,34300000,35336,0.01,33946640,
470,TMS,0.49,45891856,45891846,0.49,10,
471,TMT,0.49,18270963,990112,0.03,17280851,
472,TN1,0.50,16918368,61922,0.00,16856446,
473,TNA,0.49,19468133,1594346,0.04,17873787,
474,TNC,0.49,9432500,11111,0.01,9321390,
475,TNH,0.49,20335000,8337700,0.20,11997300,
476,TNI,0.49,25725000,1159810,0.02,24565190,
477,TNT,0.49,24990000,17069,0.00,24819310,
478,TPB,0.30,351501516,343390848,0.29,8110668,
479,TPC,0.49,11970992,430306,0.02,11540686,
480,TRA,0.49,20312299,18117504,0.44,2194795,
481,TRC,0.49,14700000,22485,0.01,14475150,
482,TSC,0.00,0,399711,0.00,-399711,
483,TTA,0.49,71441952,375351,0.00,71066601,
484,TTB,0.00,0,52973,0.00,-52973,
485,TTE,0.51,14530104,247,0.00,14527634,
486,TTF,0.50,155599151,711251,0.00,154887900,
487,TV2,0.15,6752721,5799482,0.13,953239,
488,TVB,0.49,52290575,1691875,0.02,50598700,
489,TVS,0.49,52466840,30028139,0.28,22438701,
490,TVT,0.49,10290000,16861,0.01,10121390,
491,TYA,1.00,6134773,3175798,0.52,2958975,
492,UDC,0.49,17150000,1824610,0.05,15325390,
493,UIC,0.49,3920000,2258020,0.28,1661980,
494,VAF,0.49,18456020,23035,0.00,18432985,
495,VCA,0.49,7441787,132687,0.01,7309100,
496,VCB,0.30,1112663234,873054360,0.24,239608874,
497,VCF,0.49,13023776,172808,0.01,12850968,
498,VCG,0.49,216438229,6209499,0.01,210228730,
499,VCI,1.00,333000000,69602557,0.21,263397443,
500,VDP,0.49,7880622,77123,0.00,7803499,
501,VDS,1.00,105104665,653681,0.01,104450984,
502,VFG,0.49,15723543,836296,0.03,14887247,
503,VGC,0.49,219691500,15618232,0.03,204073268,
504,VHC,1.00,183376956,49261802,0.27,134115154,
505,VHM,0.50,2177183744,1017959626,0.23,1159224118,
506,VIB,0.21,318394313,318066351,0.20,327962,
507,VIC,0.49,1895101095,520280154,0.13,1374820941,
508,VID,0.00,0,159972,0.00,-159972,
509,VIP,0.49,33550761,1223950,0.02,32326811,
510,VIS,1.00,73830393,54682354,0.74,19148039,
511,VIX,0.49,134551662,12822924,0.05,121728738,
512,VJC,0.30,162483400,88798491,0.16,73684909,
513,VMD,0.49,7565731,200581,0.01,7365150,
514,VND,1.00,434944687,80799800,0.19,354144887,
515,VNE,0.49,44312146,5938951,0.07,38373195,
