STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
91,CPNJ2104,1.00,5000000,0,0.00,5000000,
92,CPNJ2105,1.00,10000000,8,0.00,9992000,
93,CPNJ2106,1.00,2000000,0,0.00,2000000,
94,CRC,0.50,7500000,18877,0.01,7311230,
95,CRE,0.49,47039954,2537827,0.03,44502127,
96,CSM,0.49,50776968,1001766,0.01,49775202,
97,CSTB2105,1.00,3000000,4,0.00,2996000,
98,CSTB2106,1.00,10000000,8539900,0.85,1460100,
99,CSTB2107,1.00,8000000,50,0.01,7950000,
100,CSTB2108,1.00,2000000,0,0.00,2000000,
101,CSTB2109,1.00,20000000,0,0.00,10000000,(*)
102,CSV,0.49,21658000,4898764,0.11,16759236,
103,CTCB2101,1.00,2000000,709,0.04,1929100,
104,CTCB2105,1.00,10000000,0,0.00,10000000,
105,CTCB2106,1.00,11000000,65,0.01,10935000,
106,CTCB2107,1.00,2000000,0,0.00,2000000,
107,CTCB2108,1.00,2000000,0,0.00,2000000,
108,CTCB2109,1.00,20000000,0,0.00,10000000,(*)
109,CTD,0.49,38834950,35582098,0.45,3252852,
110,CTF,0.49,33467000,321068,0.00,33145932,
111,CTG,0.30,1441725182,1182223986,0.25,259501196,
112,CTI,0.49,30869998,696035,0.01,30173963,
113,CTS,0.49,52153922,2307981,0.02,49845941,
114,CVHM2107,1.00,9000000,436,0.00,8956400,
115,CVHM2108,1.00,2400000,0,0.00,2400000,
116,CVHM2109,1.00,1000000,0,0.00,1000000,
117,CVHM2110,1.00,20000000,0,0.00,10000000,(*)
118,CVIC2104,1.00,5000000,163,0.00,4983700,
119,CVIC2105,1.00,11000000,50,0.00,10950000,
120,CVJC2101,1.00,9000000,547,0.01,8945300,
121,CVJC2102,1.00,3000000,2380100,0.79,6199,
122,CVNM2106,1.00,3000000,10,0.00,2990000,
123,CVNM2107,1.00,5000000,459,0.01,4954100,
124,CVNM2108,1.00,5000000,4,0.00,4996000,
125,CVNM2109,1.00,11000000,4,0.00,10996000,
126,CVNM2110,1.00,2500000,0,0.00,2500000,
127,CVPB2105,1.00,2000000,678,0.03,1932200,
128,CVPB2106,1.00,9000000,0,0.00,9000000,
129,CVPB2107,1.00,2000000,0,0.00,2000000,
130,CVPB2108,1.00,20000000,0,0.00,10000000,(*)
131,CVRE2105,1.00,5000000,25,0.01,4975000,
132,CVRE2106,1.00,16000000,506,0.00,15949400,
133,CVRE2107,1.00,5000000,4271400,0.85,7286,
134,CVRE2108,1.00,2000000,0,0.00,2000000,
135,CVRE2109,1.00,20000000,0,0.00,10000000,(*)
136,CVT,1.00,36690887,212237,0.01,36478650,
137,D2D,0.49,14849331,814159,0.03,14035172,
138,DAG,0.41,21153112,310511,0.01,20842601,
139,DAH,0.00,0,12615,0.00,-12615,
140,DAT,0.49,22542652,2185,0.00,22540467,
141,DBC,0.49,56467320,3889087,0.03,52578233,
142,DBD,1.00,57612444,34133,0.00,57578311,
143,DBT,0.00,0,492895,0.03,-492895,
144,DC4,0.49,16463737,36682,0.00,16427055,
145,DCL,0.00,0,997573,0.02,-997573,
146,DCM,0.49,259406000,14220827,0.03,245185173,
147,DGC,0.49,83829472,13025639,0.08,70803833,
148,DGW,0.49,43390492,21925062,0.25,21465430,
149,DHA,0.49,7408773,1807183,0.12,5601590,
150,DHC,0.49,34297267,23357929,0.33,10939338,
151,DHG,1.00,130746071,71136336,0.54,59609735,
152,DHM,0.49,15384128,685999,0.02,14698129,
153,DIG,0.49,208196571,7028888,0.02,201167683,
154,DLG,0.49,146661762,6071383,0.02,140590379,
155,DMC,1.00,34727465,19069818,0.55,15657647,
156,DPG,0.49,30869781,693427,0.01,30176354,
157,DPM,0.49,191786000,38710101,0.10,153075899,
158,DPR,0.49,21070000,3467830,0.08,17602170,
159,DQC,0.49,16836113,398921,0.01,16437192,
160,DRC,0.49,58208376,9303123,0.08,48905253,
161,DRH,0.49,29889967,958294,0.02,28931673,
162,DRL,0.49,4655000,13747,0.01,4517530,
163,DSN,0.49,5920674,2237089,0.19,3683585,
164,DTA,0.49,8849317,18366,0.00,8830951,
165,DTL,0.49,30103445,1621,0.00,30101824,
166,DTT,0.49,3994391,14398,0.00,3979993,
167,DVP,0.49,19600000,4867910,0.12,14732090,
168,DXG,0.49,254816986,150004660,0.29,104812326,
169,DXS,0.50,179100604,73419090,0.21,105681514,
170,DXV,0.49,4851000,4105,0.00,4809950,
171,E1VFVN30,1.00,414500000,400937890,0.97,13562110,
172,EIB,0.30,370656871,367288692,0.30,3368179,
173,ELC,0.49,24954839,2048004,0.04,22906835,
174,EMC,0.49,7495693,582,0.00,7489873,
175,EVE,1.00,41979773,28050331,0.67,13929442,
176,EVG,0.00,0,33073,0.00,-33073,
177,FCM,0.49,20090000,903815,0.02,19186185,
178,FCN,0.50,62719502,34347276,0.27,28372226,
179,FDC,0.49,18928694,14269,0.00,18914425,
180,FIR,0.49,13249533,469737,0.02,12779796,
181,FIT,0.00,0,188969,0.00,-188969,
182,FLC,0.49,347898925,16457742,0.02,331441183,
183,FMC,0.49,28836500,4682281,0.08,24154219,
184,FPT,0.49,444700308,444700308,0.49,0,
185,FRT,0.49,38701078,12206828,0.15,26494250,
186,FTM,0.49,24500000,21023,0.00,24289770,
187,FTS,1.00,147567297,31585225,0.21,115982072,
188,FUCTVGF2,0.49,8330000,444822,0.03,7885178,
189,FUCTVGF3,0.49,9751392,0,0.00,9751392,(*)
190,FUCVREIT,0.49,2450000,4449,0.01,2405510,
191,FUEIP100,1.00,5200000,0,0.00,5200000,
192,FUEMAV30,1.00,42000000,37654180,0.90,4345820,
193,FUESSV30,1.00,5700000,1949020,0.34,3750980,
194,FUESSV50,1.00,13500000,8593350,0.64,4906650,
195,FUESSVFL,1.00,131800000,127678500,0.97,4121500,
196,FUEVFVND,1.00,471900000,464004081,0.98,7895919,
197,FUEVN100,1.00,6900000,3370830,0.49,3529170,
198,GAB,0.49,6762000,7122,0.01,6690780,
199,GAS,0.49,937835500,48408568,0.03,889426932,
200,GDT,0.49,8810375,3509219,0.20,5301156,
201,GEG,0.50,135587594,97639002,0.36,37948592,
202,GEX,0.49,382783296,84961832,0.11,297821464,
203,GIL,0.49,21168000,2258810,0.05,18909190,
204,GMC,0.49,14702587,2497531,0.08,12205056,
205,GMD,0.49,147675198,125583553,0.42,22091645,
206,GSP,0.00,0,29476,0.01,-29476,
207,GTA,0.49,5096000,69495,0.01,5026505,
208,GTN,1.00,250000000,489219,0.00,249510781,
209,GVR,0.13,520000000,24788900,0.01,495211100,
210,HAG,0.43,394915851,9196027,0.01,385719824,
211,HAH,0.49,23903547,2564114,0.05,21339433,
212,HAI,0.49,89514571,1737850,0.01,87776721,
213,HAP,0.49,27257044,1679412,0.03,25577632,
214,HAR,0.49,49661549,167982,0.00,49493567,
215,HAS,0.49,3920000,1426161,0.18,2493839,
216,HAX,0.49,23405821,6985221,0.15,16420600,
217,HBC,0.49,113128945,34656215,0.15,78472730,
218,HCD,0.49,13230000,54415,0.02,12685850,
219,HCM,0.49,149882308,145837468,0.48,4044840,
220,HCMA0307,1.00,280,0,0.00,280,
221,HCM_0307,1.00,2000000,0,0.00,2000000,
222,HCM_0607,1.00,1500000,0,0.00,1500000,
223,HCM_0807,1.00,900,0,0.00,900,
224,HCM_1007,1.00,340,0,0.00,340,
225,HDB,0.22,345902495,288992499,0.18,56909996,
226,HDC,0.49,40740498,1968404,0.02,38772094,
227,HDG,0.49,80179541,17659031,0.11,62520510,
228,HHP,0.49,9834213,388314,0.02,9445899,
229,HHS,0.49,134624590,6939038,0.03,127685552,
230,HID,0.49,28794865,1203576,0.02,27591289,
231,HII,0.49,18047438,187439,0.01,17859999,
232,HMC,0.49,10290000,37018,0.02,9919820,
233,HNG,0.49,543191408,13477580,0.01,529713828,
234,HOT,0.49,3920000,302,0.00,3916980,
235,HPG,0.49,2191732125,1159444343,0.26,1032287782,
236,HPX,0.49,149042604,42003930,0.14,107038674,
237,HQC,0.49,233534000,5399939,0.01,228134061,
238,HRC,0.49,14801244,196083,0.01,14605161,
239,HSG,0.49,239650129,56686441,0.12,182963688,
240,HSL,1.00,17167144,1805085,0.11,15362059,
241,HT1,0.49,186979056,11939327,0.03,175039729,
242,HTI,0.49,12225108,3439930,0.14,8785178,
243,HTL,0.49,5880000,5445749,0.45,434251,
244,HTN,0.49,24259508,398842,0.01,23860666,
245,HTV,0.49,6420960,1930274,0.15,4490686,
246,HU1,0.49,4900000,36973,0.04,4530270,
247,HU3,0.49,4899972,46769,0.05,4432282,
248,HUB,0.49,9338084,91225,0.05,8425834,
249,HVH,0.49,18105497,478095,0.01,17627402,
250,HVN,0.30,425487254,130169521,0.09,295317733,
251,HVX,0.47,19580401,3476,0.01,19232801,
252,IBC,0.31,25776704,143377,0.00,25633327,
253,ICT,1.00,32185000,15176,0.00,32033240,
254,IDI,0.49,111545857,1659855,0.01,109886002,
255,IJC,0.49,106377688,3888326,0.02,102489362,
256,ILB,0.00,0,0,0.00,0,
257,IMP,0.49,32685631,32685306,0.49,325,
258,ITA,0.44,410765520,9730625,0.01,401034895,
259,ITC,0.49,39065884,422674,0.01,38643210,
260,ITD,0.49,9341751,425676,0.02,8916075,
261,JVC,0.49,55125083,2176592,0.02,52948491,
262,KBC,0.49,233098471,83982669,0.18,149115802,
263,KBC12006,1.00,4000000,2,0.00,3999998,
264,KDC,1.00,279741356,56896925,0.20,222844431,
265,KDH,0.49,315039163,199013415,0.31,116025748,
266,KHG,0.49,85660598,854,0.00,85575198,
267,KHP,0.49,28209797,2460699,0.04,25749098,
268,KMR,1.00,56881443,35847169,0.63,21034274,
269,KOS,0.49,80865354,390903,0.00,80474451,
270,KPF,0.49,28404777,1765115,0.03,26639662,
271,KSB,0.49,36079288,3544006,0.05,32535282,
272,L10,0.49,4846100,86947,0.01,4759153,
273,LAF,0.49,7216729,303257,0.02,6913472,
274,LBM,0.49,4900000,968929,0.10,3931071,
275,LCG,0.50,58624255,5527554,0.05,53096701,
276,LCM,0.49,12070170,2734610,0.11,9335560,
277,LDG,0.49,117704100,1891779,0.01,115812321,
278,LEC,0.49,12789000,437,0.00,12788563,
279,LGC,0.49,94498834,86761899,0.45,7736935,
280,LGL,0.49,25235000,1063179,0.02,24171821,
281,LHG,0.49,24505884,4545603,0.09,19960281,
282,LIX,0.49,15876000,3172135,0.10,12703865,
283,LM8,0.49,4600454,171243,0.02,4429211,
284,LPB,0.05,60179523,43440787,0.04,16738736,
285,LSS,0.49,34300000,2058947,0.03,32241053,
286,MBB,0.23,877896843,877678808,0.23,218035,
287,MCG,0.49,28179900,2058954,0.04,26120946,
288,MCP,0.49,7384955,28794,0.00,7356161,
289,MDG,0.49,5335625,200,0.00,5335425,
290,MHC,0.49,20289412,1067783,0.03,19221629,
291,MIG,0.49,70070000,4091968,0.03,65978032,
292,MSB,0.30,352500000,352498800,0.30,12,
293,MSH,0.49,24504606,3901130,0.08,20603476,
294,MSN,1.00,1180534692,382077699,0.32,798456993,
295,MSN11906,1.00,15000000,42478,0.03,14575220,
296,MSN12001,1.00,20000000,2557676,0.13,17442324,
297,MSN12002,1.00,30000000,308152,0.01,29691848,
298,MSN12003,1.00,30000000,611,0.00,29993890,
299,MSN12005,1.00,20000000,166156,0.01,19833844,
300,MWG,0.49,349402092,349440897,0.49,-38805,
301,NAF,1.00,59926785,16002293,0.27,43924492,
302,NAV,0.49,3920000,7529,0.01,3844710,
303,NBB,0.49,49233071,84366,0.01,48389411,
304,NCT,0.49,12821800,2503643,0.10,10318157,
305,NHA,0.49,13777109,86775,0.00,13690334,
306,NHH,1.00,36440000,172591,0.00,36267409,
307,NKG,0.50,109199284,27584653,0.13,81614631,
308,NLG,0.50,172635330,155388570,0.45,17246760,
309,NNC,0.49,10740800,1652901,0.08,9087899,
310,NPM11805,1.00,5000000,0,0.00,5000000,
311,NPM11907,1.00,2100000,0,0.00,2100000,
312,NPM11909,1.00,3000000,30,0.01,2970000,
313,NPM11910,1.00,2000000,21884,0.01,1978116,
314,NPM11911,1.00,5000000,0,0.00,5000000,
315,NSC,0.49,8617624,1367214,0.08,7250410,
316,NT2,0.49,141059254,39148526,0.14,101910728,
317,NTL,0.49,29885075,5378290,0.09,24506785,
318,NVL,0.38,564390952,131735186,0.09,432655766,
319,NVT,1.00,90500000,6662,0.00,90433380,
320,OCB,0.22,241099395,241099335,0.22,60,
321,OGC,0.49,147000000,663768,0.00,146336232,
322,OPC,0.49,13022867,1299634,0.05,11723233,
323,PAC,0.49,22771136,6178160,0.13,16592976,
324,PAN,0.49,106015704,74236531,0.34,31779173,
325,PC1,0.50,95594079,16428857,0.09,79165222,
326,PDN,0.49,9075757,87414,0.00,8988343,
327,PDR,0.49,238518238,15168298,0.03,223349940,
328,PET,0.49,42434060,5090229,0.06,37343831,
329,PGC,0.49,29567892,1966034,0.03,27601858,
330,PGD,0.49,44099522,42109125,0.47,1990397,
331,PGI,0.49,43471708,18356175,0.21,25115533,
332,PHC,0.50,12874130,271568,0.01,12602562,
333,PHR,0.49,66394607,17452584,0.13,48942023,
334,PIT,0.49,7447679,120561,0.01,7327118,
335,PJT,0.00,0,243923,0.02,-243923,
336,PLP,0.49,19600000,876013,0.02,18723987,
337,PLX,0.20,258775616,228279441,0.18,30496175,
338,PME,1.00,75011625,67198302,0.90,7813323,
339,PMG,0.49,22704776,11669506,0.25,11035270,
340,PNC,0.49,5409718,87935,0.01,5321783,
341,PNJ,0.49,111530057,109941177,0.48,1588880,
342,POM,0.49,137041404,22051243,0.08,114990161,
343,POW,0.49,1147517084,69512407,0.03,1078004677,
344,PPC,0.49,159855150,46599654,0.14,113255496,
345,PSH,0.00,0,100,0.00,-100,
346,PTB,0.49,23813726,10056448,0.21,13757278,
347,PTC,0.49,8819999,57914,0.00,8762085,
348,PTL,0.49,49000000,96644,0.00,48903356,
349,PVD,0.49,206557436,26360367,0.06,180197069,
350,PVT,0.49,158589110,43920015,0.14,114669095,
351,PXI,0.49,14700000,53291,0.02,14167090,
352,PXS,0.49,29400000,6742988,0.11,22657012,
353,QBS,0.00,0,317,0.00,-317,
354,QCG,0.49,134813361,1414693,0.01,133398668,
355,RAL,0.49,5916750,473506,0.04,5443244,
356,RDP,0.49,23343887,123458,0.00,23220429,
357,REE,0.49,151928832,151928832,0.49,0,
358,RIC,0.49,14067002,9120961,0.32,4946041,
359,ROS,0.49,278123079,13765520,0.02,264357559,
360,S4A,0.49,20678000,2308,0.00,20654920,
361,SAB,1.00,641281186,402233267,0.63,239047919,
362,SAM,0.49,171498623,2668649,0.01,168829974,
363,SAV,0.49,7849783,6913488,0.43,936295,
364,SBA,0.49,29639247,149518,0.00,29489729,
365,SBT,1.00,650762228,83471432,0.13,567290796,
366,SBV,0.49,13409573,4105039,0.15,9304534,
367,SC5,0.49,7342429,643554,0.04,6698875,
368,SCD,0.49,4165000,59946,0.07,3565540,
369,SCR,0.49,179514588,3844019,0.01,175670569,
370,SCR11816,1.00,4700000,0,0.00,4700000,
371,SCS,0.49,28388493,15389279,0.27,12999214,
372,SFC,0.49,5532814,100971,0.01,5431843,
373,SFG,0.49,23469693,334271,0.01,23135422,
374,SFI,0.49,7719003,1489039,0.09,6229964,
375,SGN,0.30,10074507,761486,0.02,9313021,
376,SGR,0.49,29400000,3075,0.00,29396925,
377,SGT,0.49,36260937,8447888,0.11,27813049,
378,SHA,0.49,15608448,140538,0.00,15467910,
379,SHI,0.49,49262496,190867,0.00,49071629,
380,SHP,0.49,45917998,4871094,0.05,41046904,
381,SII,0.49,31615830,31615737,0.49,93,
382,SJD,0.49,33809323,15107270,0.22,18702053,
383,SJF,0.49,38808000,1274814,0.02,37533186,
384,SJS,0.50,57427770,1348156,0.01,56079614,
385,SKG,0.49,31032550,28588601,0.45,2443949,
386,SMA,0.49,9972889,8983,0.00,9963906,
387,SMB,0.49,14624857,3578842,0.12,11046015,
388,SMC,0.49,29887398,13586522,0.22,16300876,
389,SPM,0.49,6860000,26588,0.02,6594120,
390,SRC,0.49,13752224,2669,0.00,13725534,
391,SRF,0.49,15922744,15199538,0.47,723206,
392,SSB,0.05,67124418,139497,0.00,66984921,
393,SSC,0.49,7346259,160291,0.01,7185968,
394,SSI,1.00,657305104,292355482,0.44,364949622,
395,ST8,0.49,12603241,12619275,0.49,-16034,
396,STB,0.30,565564714,296730345,0.16,268834369,
397,STG,0.49,48144144,120484,0.00,48023660,
398,STK,0.49,34656202,9052296,0.13,25603906,
399,SVC,0.49,16327060,642077,0.02,15684983,
400,SVD,0.49,6321000,1113,0.01,6209700,
401,SVI,1.00,12832437,12163503,0.95,668934,
402,SVT,0.49,5673991,1366,0.00,5672625,
403,SZC,0.49,49000000,3295200,0.03,45704800,
404,SZL,0.49,9800000,3619830,0.18,6180170,
405,TAC,0.49,16601027,1200297,0.04,15400730,
406,TBC,0.49,31115000,441884,0.01,30673116,
407,TCB,0.22,788281450,788281450,0.22,0,
408,TCD,0.49,42732484,301669,0.00,42430815,
409,TCH,0.51,203579629,32749880,0.08,170829749,
410,TCL,0.49,14777633,1288568,0.04,13489065,
411,TCM,0.49,34966795,31387785,0.44,3579010,
412,TCO,0.49,9168390,434072,0.02,8734318,
413,TCR,0.49,5082863,5078047,0.49,4816,
414,TCT,0.49,6266120,1769790,0.14,4496330,
415,TDC,0.50,50000000,1246690,0.01,48753310,
416,TDG,0.49,8217300,457669,0.03,7759631,
417,TDH,0.49,55199855,6528645,0.06,48671210,
418,TDM,0.49,49000000,7397950,0.07,41602050,
419,TDP,0.49,29503341,187924,0.00,29315417,
420,TDW,0.49,4165000,22278,0.03,3942220,
421,TEG,0.49,15867984,130117,0.00,15737867,
422,TGG,0.49,13376995,53514,0.02,12841855,
423,THG,0.49,7825939,63106,0.04,7194879,
424,THI,0.49,23912000,3206,0.00,23879940,
425,TIP,0.49,12741540,5381747,0.21,7359793,
426,TIX,0.49,14700000,97404,0.00,14602596,
427,TLD,0.49,19578622,510507,0.01,19068115,
428,TLG,1.00,77794453,19035664,0.24,58758789,
429,TLH,0.49,50034204,1666122,0.02,48368082,
430,TMP,0.49,34300000,30556,0.00,33994440,
431,TMS,0.49,39907038,39906006,0.49,1032,
432,TMT,0.49,18270963,92811,0.02,17342853,
433,TN1,0.50,16918368,33422,0.00,16884946,
434,TNA,0.49,19468133,1440420,0.04,18027713,
435,TNC,0.49,9432500,13101,0.01,9301490,
436,TNH,0.49,20335000,1827800,0.04,18507200,
437,TNI,0.49,25725000,87787,0.02,24847130,
438,TNT,0.49,12495000,9379,0.00,12401210,
439,TPB,0.30,321501516,321501516,0.30,0,
440,TPC,0.49,11970992,406606,0.02,11564386,
441,TRA,0.49,20312299,18063004,0.44,2249295,
442,TRC,0.49,14700000,22686,0.01,14473140,
443,TSC,0.00,0,778811,0.01,-778811,
444,TTA,0.49,71441952,568796,0.00,70873156,
445,TTB,0.00,0,55973,0.00,-55973,
446,TTE,0.51,14530104,247,0.00,14527634,
447,TTF,0.50,155599151,1092191,0.00,154506960,
448,TV2,0.15,6752721,3825046,0.09,2927675,
449,TVB,0.49,52290575,598083,0.01,51692492,
450,TVS,0.49,48135235,28390600,0.29,19744635,
451,TVT,0.49,10290000,12841,0.01,10161590,
452,TYA,1.00,6134773,2886299,0.47,3248474,
453,UDC,0.49,17150000,1436960,0.04,15713040,
454,UIC,0.49,3920000,2049810,0.26,1870190,
455,VAF,0.49,18456020,4335,0.00,18451685,
456,VCA,0.49,7441787,293187,0.02,7148600,
457,VCB,0.30,1112663234,874539756,0.24,238123478,
458,VCF,0.49,13023776,173118,0.01,12850658,
459,VCG,0.49,216438229,5421220,0.01,211017009,
460,VCI,1.00,333000000,66871545,0.20,266128455,
461,VDP,0.49,7880622,78123,0.00,7802499,
462,VDS,1.00,105104665,1127498,0.01,103977167,
463,VFG,0.49,15723543,836588,0.03,14886955,
464,VGC,0.49,219691500,19000532,0.04,200690968,
465,VHC,1.00,183376956,43690772,0.24,139686184,
466,VHM,0.50,1674756959,768457944,0.23,906299015,
467,VIB,0.21,318394313,318392213,0.21,21,
468,VIC,0.49,1895101095,526301882,0.14,1368799213,
469,VID,0.49,17400286,169893,0.00,17230393,
470,VIP,0.49,33550761,2254744,0.03,31296017,
471,VIS,1.00,73830393,54716554,0.74,19113839,
472,VIX,0.49,62582297,5752257,0.05,56830040,
473,VJC,0.30,162483400,95227572,0.18,67255828,
474,VJC11912,1.00,6000000,770001,0.13,5229999,
475,VMD,0.49,7565731,151381,0.01,7414350,
476,VND,0.49,213122896,87006500,0.20,126116396,
477,VNE,0.49,44312146,6311374,0.07,38000772,
478,VNG,0.49,47665537,318943,0.00,47346594,
479,VNL,0.49,4410000,65071,0.07,3759290,
480,VNM,1.00,2089955445,1143257441,0.55,946698004,
481,VNS,0.49,33251004,13455841,0.20,19795163,
482,VOS,0.49,68600000,1694450,0.01,66905550,
483,VPB,0.15,379495194,481007819,0.19,-101512625,
484,VPD,0.49,52228918,48405,0.00,52180513,
485,VPG,0.00,0,444953,0.01,-444953,
486,VPH,0.49,46725322,935558,0.01,45789764,
487,VPI,0.49,97999951,89307,0.00,97106881,
488,VPS,0.49,11985788,167678,0.01,11818110,
489,VRC,0.49,24500000,858116,0.02,23641884,
490,VRE,0.49,1141121020,690586983,0.30,450534037,
491,VRE12007,1.00,20000000,0,0.00,20000000,
492,VSC,0.49,27010171,3799687,0.07,23210484,
493,VSH,0.49,115758210,27483146,0.12,88275064,
494,VSI,0.49,6468000,9366,0.01,6374340,
495,VTB,0.49,5871204,295435,0.02,5575769,
496,VTO,0.49,39134666,2416728,0.03,36717938,
497,YBM,0.49,7006941,15727,0.00,6991214,
498,YEG,1.00,31279968,7923891,0.25,23356077,
