STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
1,AAA,1.00,382274496,7096369,0.02,375178127,
2,AAM,0.49,6049741,121868,0.01,5927873,
3,AAT,0.50,31900744,74894,0.00,31825850,
4,ABR,1.00,20000000,9750200,0.49,10249800,
5,ABS,0.00,0,1789,0.00,-1789,
6,ABT,0.49,7049731,240721,0.02,6809010,
7,ACB,0.30,1013230528,1013230528,0.30,0,
8,ACC,0.49,51449996,8689529,0.08,42760467,
9,ACL,0.40,19832876,1316816,0.03,18516060,
10,ADG,0.65,12927913,9098312,0.46,3829601,
11,ADS,0.50,19034725,390513,0.01,18644212,
12,AGG,0.50,55856597,5708062,0.05,50148535,
13,AGM,0.00,0,34657,0.02,-34657,
14,AGR,0.49,103880000,527961,0.00,103352039,
15,AMD,0.49,80117388,1000727,0.01,79116661,
16,ANV,0.49,62494416,3740912,0.03,58753504,
17,APC,0.49,9859483,3068255,0.15,6791228,
18,APG,1.00,146306612,1439304,0.01,144867308,
19,APH,1.00,251199148,77891805,0.31,173307343,
20,ASG,0.30,22696167,642828,0.01,22053339,
21,ASM,0.49,164898108,6781301,0.02,158116807,
22,ASP,0.49,18296565,18296483,0.49,82,
23,AST,0.49,22050000,19374853,0.43,2675147,
24,ATP,1.00,15000000,0,0.00,15000000,(*)
25,BAF,0.50,71760000,799956,0.01,70960044,
26,BBC,0.50,9376343,149518,0.01,9226825,
27,BCE,0.49,17150000,431472,0.01,16718528,
28,BCG,0.50,266733811,12997737,0.02,253736074,
29,BCM,0.49,507150000,28460440,0.03,478689560,
30,BFC,0.49,28012316,2474420,0.04,25537896,
31,BHN,0.49,113582000,40771360,0.18,72810640,
32,BIC,0.49,57465678,54581694,0.47,2883984,
33,BID,0.30,1517557144,854687723,0.17,662869421,
34,BKG,0.50,31000000,435,0.00,30956500,
35,BMC,0.49,6072388,778001,0.06,5294387,
36,BMI,0.49,53715752,34771786,0.32,18943966,
37,BMP,1.00,81860938,69742803,0.85,12118135,
38,BRC,0.50,6187498,6112,0.00,6126378,
39,BSI,1.00,122070078,4145955,0.03,117924123,
40,BTP,0.49,29637944,5668870,0.09,23969074,
41,BTT,0.49,6615000,660143,0.05,5954857,
42,BVH,0.49,363738154,195776972,0.26,167961182,
43,BWE,0.49,94530800,34018176,0.18,60512624,
44,C32,0.49,7364771,66053,0.04,6704241,
45,C47,0.00,0,13744,0.00,-13744,
46,CACB2203,1.00,5000000,0,0.00,5000000,
47,CACB2204,1.00,7000000,0,0.00,7000000,
48,CACB2205,1.00,4000000,55,0.00,3994500,
49,CACB2206,1.00,14000000,0,0.00,14000000,
50,CACB2207,1.00,20000000,0,0.00,20000000,
51,CAV,0.49,28224000,127598,0.00,28096402,
52,CCI,0.00,0,4247,0.02,-4247,
53,CCL,0.50,26599789,46465,0.01,26135139,
54,CDC,0.49,10774470,87157,0.00,10687313,
55,CFPT2204,1.00,5000000,0,0.00,5000000,
56,CFPT2205,1.00,4000000,7,0.00,3993000,
57,CFPT2206,1.00,3000000,0,0.00,3000000,
58,CFPT2207,1.00,4000000,0,0.00,4000000,
59,CFPT2208,1.00,8000000,0,0.00,8000000,
60,CFPT2209,1.00,15000000,0,0.00,15000000,
61,CFPT2210,1.00,11000000,1,0.00,10999000,
62,CFPT2211,1.00,7000000,2,0.00,6998000,
63,CHDB2205,1.00,4000000,3721000,0.93,279,
64,CHDB2206,1.00,6000000,5876000,0.98,124,
65,CHDB2207,1.00,3000000,0,0.00,3000000,
66,CHDB2208,1.00,4000000,3988000,1.00,12,
67,CHDB2209,1.00,4000000,3997600,1.00,24,
68,CHDB2210,1.00,3000000,3000000,1.00,0,
69,CHP,0.49,71987207,5698238,0.04,66288969,
70,CHPG2201,1.00,18000000,0,0.00,18000000,
71,CHPG2208,1.00,10000000,0,0.00,10000000,
72,CHPG2210,1.00,4000000,6456,0.16,3354400,
73,CHPG2211,1.00,5000000,0,0.00,5000000,
74,CHPG2212,1.00,8000000,2483100,0.31,5516900,
75,CHPG2213,1.00,9000000,0,0.00,9000000,
76,CHPG2214,1.00,6000000,10,0.00,5990000,
77,CHPG2215,1.00,10000000,1640900,0.16,8359100,
78,CHPG2216,1.00,4000000,0,0.00,4000000,
79,CHPG2217,1.00,3000000,0,0.00,3000000,
80,CHPG2218,1.00,6000000,5861300,0.98,1387,
81,CHPG2219,1.00,6000000,5972700,1.00,273,
82,CHPG2220,1.00,32000000,0,0.00,32000000,
83,CHPG2221,1.00,47000000,0,0.00,47000000,
84,CHPG2222,1.00,27000000,0,0.00,27000000,(*)
85,CHPG2223,1.00,20000000,0,0.00,20000000,
86,CIG,0.49,15454574,10813,0.00,15443761,
87,CII,0.49,139166060,18950200,0.07,120215860,
88,CKDH2201,1.00,4000000,2387100,0.60,1612900,
89,CKDH2207,1.00,7000000,0,0.00,7000000,
90,CKDH2208,1.00,3000000,0,0.00,3000000,
91,CKDH2209,1.00,4000000,3893300,0.97,1067,
92,CKDH2210,1.00,3000000,0,0.00,3000000,
93,CKDH2211,1.00,3000000,2998400,1.00,16,
94,CKDH2212,1.00,3000000,2657700,0.89,3423,
95,CKDH2213,1.00,9000000,0,0.00,9000000,
96,CKG,0.00,0,46073,0.00,-46073,
97,CLC,0.49,12841715,576161,0.02,12265554,
98,CLL,0.49,16660000,2350161,0.07,14309839,
99,CLW,0.49,6370000,63299,0.05,5737010,
100,CMBB2204,1.00,10000000,0,0.00,10000000,
101,CMBB2205,1.00,8000000,0,0.00,8000000,
102,CMBB2206,1.00,1260000,4952,0.39,7648,
103,CMBB2207,1.00,1260000,0,0.00,1260000,
104,CMBB2208,1.00,4000000,10,0.00,3990000,
105,CMBB2209,1.00,19000000,2,0.00,18998000,
106,CMBB2210,1.00,14000000,0,0.00,14000000,
107,CMBB2211,1.00,19000000,3,0.00,18997000,
108,CMG,0.50,54499441,45068399,0.41,9431042,
109,CMSN2202,1.00,5000000,0,0.00,5000000,
110,CMSN2204,1.00,7000000,0,0.00,7000000,
111,CMSN2205,1.00,3000000,2958400,0.99,416,
112,CMSN2206,1.00,3000000,2556200,0.85,4438,
113,CMSN2207,1.00,1500000,10,0.01,1490000,
114,CMSN2208,1.00,3000000,0,0.00,3000000,
115,CMSN2209,1.00,4000000,3915400,0.98,846,
116,CMSN2210,1.00,4000000,0,0.00,4000000,
117,CMSN2211,1.00,3000000,3000000,1.00,0,
118,CMSN2212,1.00,3000000,2978100,0.99,219,
119,CMSN2213,1.00,5000000,0,0.00,5000000,
120,CMV,0.00,0,38388,0.00,-38388,
121,CMWG2204,1.00,5000000,0,0.00,5000000,
122,CMWG2205,1.00,7000000,0,0.00,7000000,
123,CMWG2206,1.00,1800000,10,0.01,1790000,
124,CMWG2207,1.00,5000000,0,0.00,5000000,
125,CMWG2208,1.00,4000000,18,0.00,3982000,
126,CMWG2209,1.00,1300000,3678,0.28,9322,
127,CMWG2210,1.00,1300000,20,0.02,1280000,
128,CMWG2211,1.00,25000000,0,0.00,25000000,
129,CMWG2212,1.00,16000000,1,0.00,15999000,
130,CMX,0.50,50949495,6751484,0.07,44198011,
131,CNG,0.49,13230000,1491446,0.06,11738554,
132,CNVL2201,1.00,11000000,8892400,0.81,2107600,
133,CNVL2205,1.00,5000000,4743400,0.95,2566,
134,CNVL2206,1.00,5000000,4967500,0.99,325,
135,CNVL2207,1.00,1500000,0,0.00,1500000,
136,CNVL2208,1.00,5000000,4942800,0.99,572,
137,CNVL2209,1.00,3000000,3000000,1.00,0,
138,CNVL2210,1.00,6000000,6000000,1.00,0,
139,COM,0.49,6919107,4836,0.00,6870747,
140,CPDR2201,1.00,3000000,1533400,0.51,1466600,
141,CPDR2204,1.00,5000000,4984200,1.00,158,
142,CPDR2205,1.00,4000000,3952300,0.99,477,
143,CPNJ2202,1.00,1250000,4521,0.36,7979,
144,CPNJ2203,1.00,1250000,774,0.06,1172600,
145,CPNJ2204,1.00,2500000,0,0.00,2500000,
146,CPNJ2205,1.00,4000000,0,0.00,4000000,
147,CPOW2202,1.00,5000000,2041,0.04,4795900,
148,CPOW2204,1.00,5000000,3368700,0.67,1631300,
149,CPOW2205,1.00,4000000,0,0.00,4000000,
150,CPOW2206,1.00,6000000,5996900,1.00,31,
151,CPOW2207,1.00,8000000,7917200,0.99,828,
152,CPOW2208,1.00,8000000,7955200,0.99,448,
153,CPOW2209,1.00,8000000,7970700,1.00,293,
154,CRC,0.50,15000000,9477,0.00,14905230,
155,CRE,0.49,98783782,2381059,0.01,96402723,
156,CRV,0.50,336208320,0,0.00,336208320,(*)
157,CSM,0.50,51813233,772637,0.01,51040596,
158,CSTB2208,1.00,3000000,1887500,0.63,1112500,
159,CSTB2209,1.00,5000000,0,0.00,5000000,
160,CSTB2210,1.00,10000000,0,0.00,10000000,
161,CSTB2211,1.00,8000000,1187000,0.15,6813000,
162,CSTB2212,1.00,4000000,0,0.00,4000000,
163,CSTB2213,1.00,6000000,4547900,0.76,1452100,
