STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
39,BSI,1.00,122070078,2059247,0.02,120010831,
40,BTP,0.49,29637944,5556810,0.09,24081134,
41,BTT,0.49,6615000,648343,0.05,5966657,
42,BVH,0.49,363738154,196488842,0.26,167249312,
43,BWE,0.49,94530800,33873270,0.18,60657530,
44,C32,0.49,7364771,657232,0.04,6707539,
45,C47,0.00,0,19044,0.00,-19044,
46,CACB2201,1.00,10000000,101,0.00,9989900,
47,CACB2203,1.00,5000000,0,0.00,5000000,
48,CACB2204,1.00,7000000,0,0.00,7000000,
49,CACB2205,1.00,4000000,0,0.00,3999000,
50,CAV,0.49,28224000,126298,0.00,28097702,
51,CCI,0.00,0,42775,0.02,-42775,
52,CCL,0.50,26599789,466986,0.01,26132803,
53,CDC,0.49,10774470,86683,0.00,10687787,
54,CFPT2201,1.00,7000000,322,0.00,6967800,
55,CFPT2204,1.00,5000000,0,0.00,5000000,
56,CFPT2205,1.00,4000000,0,0.00,4000000,
57,CFPT2206,1.00,3000000,36,0.00,2996400,
58,CFPT2207,1.00,4000000,1,0.00,3999000,
59,CHDB2201,1.00,8000000,6528700,0.82,1471300,
60,CHDB2204,1.00,3000000,500,0.00,2999500,
61,CHDB2205,1.00,4000000,3874500,0.97,1255,
62,CHDB2206,1.00,6000000,5936000,0.99,64,
63,CHDB2207,1.00,3000000,0,0.00,3000000,
64,CHDB2208,1.00,4000000,3968600,0.99,314,
65,CHDB2209,1.00,4000000,4000000,1.00,0,(*)
66,CHDB2210,1.00,3000000,3000000,1.00,0,(*)
67,CHP,0.49,71987207,5736256,0.04,66250951,
68,CHPG2201,1.00,18000000,0,0.00,18000000,
69,CHPG2202,1.00,18000000,4376600,0.24,13623400,
70,CHPG2203,1.00,20000000,0,0.00,20000000,
71,CHPG2207,1.00,3000000,0,0.00,3000000,
72,CHPG2208,1.00,10000000,0,0.00,10000000,
73,CHPG2210,1.00,4000000,21,0.00,3997900,
74,CHPG2211,1.00,5000000,0,0.00,5000000,
75,CHPG2212,1.00,8000000,4723000,0.59,3277000,
76,CHPG2213,1.00,9000000,0,0.00,9000000,
77,CHPG2214,1.00,6000000,2521000,0.42,3479000,
78,CHPG2215,1.00,10000000,2904600,0.29,7095400,
79,CHPG2216,1.00,4000000,0,0.00,4000000,
80,CHPG2217,1.00,3000000,0,0.00,3000000,
81,CHPG2218,1.00,6000000,6000000,1.00,0,(*)
82,CHPG2219,1.00,6000000,6000000,1.00,0,(*)
83,CIG,0.49,15454574,10333,0.00,15444241,
84,CII,0.49,139166060,24840162,0.09,114325898,
85,CKDH2201,1.00,4000000,0,0.00,4000000,
86,CKDH2205,1.00,3000000,0,0.00,3000000,
87,CKDH2206,1.00,3000000,4959,0.17,2504100,
88,CKDH2207,1.00,7000000,0,0.00,7000000,
89,CKDH2208,1.00,3000000,0,0.00,3000000,
90,CKDH2209,1.00,4000000,3794200,0.95,2058,
91,CKDH2210,1.00,3000000,0,0.00,3000000,
92,CKDH2211,1.00,3000000,3000000,1.00,0,(*)
93,CKDH2212,1.00,3000000,3000000,1.00,0,(*)
94,CKG,0.00,0,46174,0.00,-46174,
95,CLC,0.49,12841715,603376,0.02,12238339,
96,CLL,0.49,16660000,2328161,0.07,14331839,
97,CLW,0.49,6370000,63299,0.05,5737010,
98,CMBB2201,1.00,7000000,0,0.00,7000000,
99,CMBB2203,1.00,3000000,0,0.00,3000000,
100,CMBB2204,1.00,10000000,0,0.00,10000000,
101,CMBB2205,1.00,8000000,0,0.00,8000000,
102,CMBB2206,1.00,1260000,1797,0.14,1080300,
103,CMBB2207,1.00,1260000,478,0.04,1212200,
104,CMBB2208,1.00,4000000,14,0.00,3998600,
105,CMG,0.50,54499441,44322306,0.41,10177135,
106,CMSN2201,1.00,11000000,8005600,0.73,2994400,
107,CMSN2202,1.00,5000000,0,0.00,5000000,
108,CMSN2204,1.00,7000000,0,0.00,7000000,
109,CMSN2205,1.00,3000000,2903200,0.97,968,
110,CMSN2206,1.00,3000000,2917300,0.97,827,
111,CMSN2207,1.00,1500000,10,0.01,1490000,
112,CMSN2208,1.00,3000000,0,0.00,3000000,
113,CMSN2209,1.00,4000000,3997400,1.00,26,
114,CMSN2210,1.00,4000000,41,0.00,3995900,
115,CMSN2211,1.00,3000000,3000000,1.00,0,(*)
116,CMSN2212,1.00,3000000,3000000,1.00,0,(*)
117,CMV,0.00,0,38388,0.00,-38388,
118,CMWG2201,1.00,5000000,0,0.00,5000000,
119,CMWG2203,1.00,3000000,0,0.00,3000000,
120,CMWG2204,1.00,5000000,0,0.00,5000000,
121,CMWG2205,1.00,7000000,0,0.00,7000000,
122,CMWG2206,1.00,1800000,10,0.01,1790000,
123,CMWG2207,1.00,5000000,0,0.00,5000000,
124,CMWG2208,1.00,4000000,95,0.00,3990500,
125,CMWG2209,1.00,1300000,1300000,1.00,0,(*)
126,CMWG2210,1.00,1300000,1300000,1.00,0,(*)
127,CMX,0.50,50949495,6182762,0.06,44766733,
128,CNG,0.49,13230000,1120983,0.04,12109017,
129,CNVL2201,1.00,11000000,7682200,0.70,3317800,
130,CNVL2203,1.00,3000000,53,0.00,2994700,
131,CNVL2204,1.00,5000000,4266600,0.85,7334,
132,CNVL2205,1.00,5000000,4973300,0.99,267,
133,CNVL2206,1.00,5000000,4997900,1.00,21,
134,CNVL2207,1.00,1500000,0,0.00,1500000,
135,CNVL2208,1.00,5000000,4994300,1.00,57,
136,CNVL2209,1.00,3000000,3000000,1.00,0,(*)
137,CNVL2210,1.00,6000000,6000000,1.00,0,(*)
138,COM,0.49,6919107,4838,0.00,6870727,
139,CPDR2201,1.00,3000000,667,0.02,2933300,
140,CPDR2203,1.00,2000000,1962700,0.98,373,
141,CPDR2204,1.00,5000000,4975100,1.00,249,
142,CPDR2205,1.00,4000000,3964000,0.99,36,
143,CPNJ2201,1.00,5000000,0,0.00,5000000,
144,CPNJ2202,1.00,1250000,2626,0.21,9874,
145,CPNJ2203,1.00,1250000,2401,0.19,1009900,
146,CPNJ2204,1.00,2500000,0,0.00,2500000,
147,CPNJ2205,1.00,4000000,0,0.00,4000000,
148,CPOW2202,1.00,5000000,6429,0.13,4357100,
149,CPOW2203,1.00,8000000,0,0.00,8000000,
150,CPOW2204,1.00,5000000,4226700,0.85,7733,
151,CPOW2205,1.00,4000000,10,0.00,3990000,
152,CPOW2206,1.00,6000000,6000000,1.00,0,(*)
153,CPOW2207,1.00,8000000,8000000,1.00,0,(*)
154,CPOW2208,1.00,8000000,8000000,1.00,0,(*)
155,CPOW2209,1.00,8000000,8000000,1.00,0,(*)
156,CRC,0.50,15000000,7867,0.00,14921330,
157,CRE,0.49,98783782,2474174,0.01,96309608,
158,CRV,0.50,336208320,0,0.00,336208320,(*)
159,CSM,0.50,51813233,777573,0.01,51035660,
160,CSTB2201,1.00,18000000,12721600,0.71,5278400,
161,CSTB2202,1.00,7000000,2264,0.03,6773600,
162,CSTB2206,1.00,3000000,0,0.00,3000000,
163,CSTB2208,1.00,3000000,2916500,0.97,835,
164,CSTB2209,1.00,5000000,0,0.00,5000000,
165,CSTB2210,1.00,10000000,0,0.00,10000000,
166,CSTB2211,1.00,8000000,5594100,0.70,2405900,
167,CSTB2212,1.00,4000000,0,0.00,4000000,
168,CSTB2213,1.00,6000000,5315900,0.89,6841,
169,CSTB2214,1.00,2000000,0,0.00,2000000,
170,CSTB2215,1.00,10000000,8913400,0.89,1086600,
171,CSTB2216,1.00,6000000,6000000,1.00,0,(*)
172,CSV,0.50,22100000,84168,0.02,21258320,
173,CTCB2201,1.00,7000000,0,0.00,7000000,
174,CTCB2204,1.00,5000000,0,0.00,5000000,
175,CTCB2205,1.00,5000000,0,0.00,5000000,
176,CTCB2206,1.00,10000000,0,0.00,10000000,
177,CTCB2207,1.00,4000000,0,0.00,4000000,
178,CTCB2208,1.00,3000000,0,0.00,3000000,
179,CTCB2209,1.00,4000000,0,0.00,4000000,
180,CTD,0.49,38834950,38831036,0.49,3914,
181,CTF,0.49,37248595,81398,0.00,37167197,
182,CTG,0.30,1441725182,1289733918,0.27,151991264,
183,CTI,0.49,30869998,584105,0.01,30285893,
184,CTPB2201,1.00,10000000,0,0.00,10000000,
185,CTPB2203,1.00,1500000,76,0.01,1492400,
186,CTPB2204,1.00,1500000,1727,0.12,1327300,
187,CTPB2205,1.00,4000000,0,0.00,4000000,
188,CTR,0.49,56049080,11393505,0.10,44655575,
189,CTS,0.49,56323937,2202840,0.02,54121097,
190,CVHM2201,1.00,11000000,1268100,0.12,9731900,
191,CVHM2202,1.00,7000000,0,0.00,7000000,
192,CVHM2206,1.00,3000000,0,0.00,3000000,
193,CVHM2207,1.00,6000000,0,0.00,6000000,
194,CVHM2208,1.00,7000000,0,0.00,7000000,
195,CVHM2209,1.00,5000000,4339500,0.87,6605,
196,CVHM2210,1.00,5000000,2955600,0.59,2044400,
197,CVHM2211,1.00,10000000,9312800,0.93,6872,
198,CVHM2212,1.00,4000000,0,0.00,4000000,
199,CVHM2213,1.00,4000000,4000000,1.00,0,(*)
200,CVIC2201,1.00,3000000,0,0.00,3000000,
201,CVIC2203,1.00,5000000,0,0.00,5000000,
202,CVIC2205,1.00,4000000,7476,0.19,3252400,
203,CVIC2206,1.00,5000000,0,0.00,5000000,
204,CVJC2202,1.00,3000000,200,0.00,2999800,
205,CVJC2203,1.00,3000000,2531000,0.84,469,
206,CVJC2204,1.00,4000000,3656500,0.91,3435,
207,CVJC2205,1.00,3000000,3000000,1.00,0,(*)
208,CVJC2206,1.00,3000000,3000000,1.00,0,(*)
209,CVNM2201,1.00,8000000,6624600,0.83,1375400,
210,CVNM2204,1.00,5000000,167,0.00,4983300,
211,CVNM2205,1.00,5000000,4935500,0.99,645,
212,CVNM2206,1.00,5000000,0,0.00,5000000,
213,CVNM2207,1.00,4000000,3939100,0.98,609,
214,CVNM2208,1.00,3000000,3000000,1.00,0,(*)
215,CVNM2209,1.00,3000000,3000000,1.00,0,(*)
216,CVPB2201,1.00,7000000,0,0.00,7000000,
217,CVPB2204,0.49,7105,778,0.05,6327,
218,CVPB2205,1.00,5000000,0,0.00,5000000,
219,CVPB2206,1.00,10000000,0,0.00,10000000,
220,CVPB2207,1.00,4000000,5,0.00,3995000,
221,CVPB2208,1.00,4000000,500,0.00,3999500,
222,CVPB2209,1.00,1450000,1450000,1.00,0,(*)
223,CVRE2201,1.00,7000000,0,0.00,7000000,
224,CVRE2204,1.00,5000000,0,0.00,5000000,
225,CVRE2206,1.00,3000000,2982700,0.99,173,
226,CVRE2207,1.00,6000000,5465000,0.91,535,
227,CVRE2208,1.00,10000000,0,0.00,10000000,
228,CVRE2209,1.00,6000000,5954600,0.99,454,
229,CVRE2210,1.00,5000000,8,0.00,4992000,
230,CVRE2211,1.00,10000000,9533800,0.95,4662,
231,CVRE2212,1.00,4000000,15,0.00,3985000,
232,CVRE2213,1.00,4000000,4000000,1.00,0,(*)
233,CVT,0.50,18345443,174011,0.00,18171432,
234,D2D,0.50,15152379,1023576,0.03,14128803,
235,DAG,0.49,29186414,369501,0.01,28816913,
236,DAH,0.00,0,11054,0.00,-11054,
237,DAT,0.00,0,978,0.00,-978,
238,DBC,0.49,118580910,6765400,0.03,111815510,
239,DBD,1.00,74883559,5195830,0.07,69687729,
240,DBT,0.00,0,391239,0.03,-391239,
241,DC4,0.50,26249861,6241,0.00,26187451,
242,DCL,0.00,0,968073,0.01,-968073,
243,DCM,0.49,259406000,45448297,0.09,213957703,
244,DGC,0.49,181908615,49989978,0.13,131918637,
245,DGW,0.49,79982672,42676110,0.26,37306562,
246,DHA,0.49,7408773,2101429,0.14,5307344,
247,DHC,0.49,34297267,21997811,0.31,12299456,
248,DHG,1.00,130746071,70887580,0.54,59858491,
249,DHM,0.00,0,49399,0.00,-49399,
250,DIG,0.49,298827477,16255615,0.03,282571862,
251,DLG,0.49,146661762,4627257,0.02,142034505,
252,DMC,1.00,34727465,19139441,0.55,15588024,
253,DPG,0.49,30869781,1068867,0.02,29800914,
254,DPM,0.49,191786000,60335742,0.15,131450258,
255,DPR,0.00,0,1506160,0.04,-1506160,
256,DQC,0.49,16836113,384346,0.01,16451767,
257,DRC,0.49,58208376,10509436,0.09,47698940,
258,DRH,0.50,62176933,1085748,0.01,61091185,
259,DRL,0.49,4655000,27864,0.03,4376360,
260,DSN,0.49,5920674,2575030,0.21,3345644,
261,DTA,0.49,8849317,23866,0.00,8825451,
262,DTL,0.49,30103445,1021,0.00,30102424,
263,DTT,0.49,3994391,19198,0.00,3975193,
264,DVP,0.49,19600000,4939140,0.12,14660860,
265,DXG,0.50,304638438,180079888,0.30,124558550,
266,DXS,0.50,205965056,93687120,0.23,112277936,
267,DXV,0.49,4851000,6655,0.01,4784450,
268,E1VFVN30,1.00,350400000,324537230,0.93,25862770,
269,EIB,0.30,370656871,366227321,0.30,4429550,
270,ELC,0.49,24954839,1854553,0.04,23100286,
271,EMC,0.00,0,2662,0.00,-2662,
272,EVE,1.00,41979773,29118068,0.69,12861705,
273,EVF,0.50,162243479,481666,0.00,161761813,
274,EVG,0.49,105472419,198972,0.00,105273447,
275,FCM,0.49,22098984,947285,0.02,21151699,
276,FCN,0.50,78719502,50000576,0.32,28718926,
277,FDC,0.49,18928694,7269,0.00,18921425,
278,FIR,0.50,22307507,414978,0.01,21892529,
279,FIT,0.00,0,145136,0.00,-145136,
280,FLC,0.30,212999342,15876390,0.02,197122952,
281,FMC,0.50,32694444,20464465,0.31,12229979,
282,FPT,0.49,537543020,537542171,0.49,849,
283,FRT,0.49,58051542,21666689,0.18,36384853,
284,FTS,1.00,147567297,40268749,0.27,107298548,
285,FUCTVGF3,0.49,9751392,0,0.00,9751392,
286,FUCTVGF4,0.49,9829400,0,0.00,9829400,(*)
287,FUCVREIT,0.49,2450000,9969,0.02,2350310,
288,FUEDCMID,1.00,6000000,2700000,0.45,3300000,
289,FUEIP100,1.00,5700000,413,0.01,5658700,
290,FUEKIV30,1.00,40000000,32928700,0.82,7071300,
291,FUEMAV30,1.00,44100000,38099380,0.86,6000620,
292,FUESSV30,1.00,5400000,1957620,0.36,3442380,
293,FUESSV50,1.00,15700000,9084350,0.58,6615650,
294,FUESSVFL,1.00,185500000,176561700,0.95,8938300,
295,FUEVFVND,1.00,638300000,620173501,0.97,18126499,
296,FUEVN100,1.00,14900000,3703630,0.25,11196370,
297,GAB,0.30,4471196,45448,0.00,4425748,
298,GAS,0.49,937835500,57608578,0.03,880226922,
299,GDA,0.49,56198839,27200005,0.24,28998834,(*)
300,GDT,0.50,9873585,4602779,0.23,5270806,
301,GEG,0.50,160968451,113029882,0.35,47938569,
302,GEX,0.50,425747896,90822978,0.11,334924918,
303,GIL,0.50,30000000,1476236,0.02,28523764,
304,GMC,0.49,16170126,2692772,0.08,13477354,
305,GMD,0.49,147675198,141170250,0.47,6504948,
306,GMH,0.50,8250000,601,0.00,8189900,
307,GSP,0.00,0,395692,0.01,-395692,
308,GTA,0.49,5096000,62095,0.01,5033905,
309,GVR,0.13,520000000,18737060,0.00,501262940,
310,HAG,0.49,454459294,8871377,0.01,445587917,
311,HAH,0.49,33464950,13947037,0.20,19517913,
312,HAI,0.49,89514571,2267532,0.01,87247039,
313,HAP,0.49,54437908,2456198,0.02,51981710,
314,HAR,0.49,49661549,443215,0.00,49218334,
315,HAS,0.49,3920000,1335697,0.17,2584303,
316,HAX,0.35,19844786,8564711,0.15,11280075,
317,HBC,0.49,120370633,35022029,0.14,85348604,
318,HCD,0.49,15479002,126586,0.00,15352416,
319,HCM,0.49,224445659,187350930,0.41,37094729,
320,HCMA0307,1.00,280,0,0.00,280,
321,HCM_0807,1.00,900,0,0.00,900,
322,HCM_1007,1.00,340,0,0.00,340,
323,HDB,0.18,364912315,360877103,0.18,4035212,
324,HDC,0.49,52961989,1910261,0.02,51051728,
325,HDG,0.50,122302949,34003018,0.14,88299931,
326,HHP,0.49,14734213,792651,0.03,13941562,
327,HHS,0.50,160724076,5628775,0.02,155095301,
328,HHV,0.49,131018204,4126129,0.02,126892075,
329,HID,0.49,37614865,736096,0.01,36878769,
330,HII,0.50,36831508,722881,0.01,36108627,
331,HMC,0.00,0,26555,0.01,-26555,
332,HNG,0.50,554276947,18086310,0.02,536190637,
333,HOT,0.49,3920000,632,0.00,3913680,
334,HPG,0.49,2849244993,1190523630,0.20,1658721363,
335,HPX,0.49,149042604,36372839,0.12,112669765,
336,HQC,0.49,233534000,3225607,0.01,230308393,
337,HRC,0.49,14801244,192612,0.01,14608632,
338,HSG,0.49,244207521,32895988,0.07,211311533,
339,HSL,0.49,17337918,500628,0.01,16837290,
340,HT1,0.49,186979056,7369830,0.02,179609226,
341,HTI,0.50,12474600,4476900,0.18,7997700,
342,HTL,0.49,5880000,5528249,0.46,351751,
343,HTN,0.49,43667041,747309,0.01,42919732,
344,HTV,0.49,6420960,1461974,0.11,4958986,
345,HU1,0.50,5000000,37953,0.04,4620470,
346,HU3,0.49,4899972,48009,0.05,4419882,
347,HUB,0.49,9338084,287155,0.02,9050929,
348,HVH,0.49,18105497,204945,0.01,17900552,
349,HVN,0.30,664318252,131160079,0.06,533158173,
350,HVX,0.47,19580401,3292,0.01,19251201,
351,IBC,0.31,25776704,120887,0.00,25655817,
352,ICT,1.00,32185000,157272,0.00,32027728,
353,IDI,0.49,111545857,1995957,0.01,109549900,
354,IJC,0.49,106377688,12369986,0.06,94007702,
355,ILB,0.49,12006100,3833,0.02,11622800,
356,IMP,0.75,50029027,32598109,0.49,17430918,
357,ITA,0.44,410765520,14288425,0.02,396477095,
358,ITC,0.00,0,311699,0.00,-311699,
359,ITD,0.49,10458390,369483,0.02,10088907,
360,JVC,0.49,55125083,1688642,0.02,53436441,
361,KBC,0.49,376126331,138606067,0.18,237520264,
362,KDC,0.50,139870678,76020176,0.27,63850502,
363,KDH,0.50,358414997,228720269,0.32,129694728,
364,KHG,0.49,217146540,4399106,0.01,212747434,
365,KHP,0.49,29598923,1375256,0.02,28223667,
366,KMR,1.00,56881443,35521225,0.62,21360218,
367,KOS,0.00,0,29008,0.00,-29008,
368,KPF,0.49,29824948,1915314,0.03,27909634,
369,KSB,0.49,37549288,1154237,0.02,36395051,
370,L10,0.49,4846100,122954,0.01,4723146,
371,LAF,0.49,7216729,280937,0.02,6935792,
372,LBM,0.50,10000000,2598258,0.13,7401742,
373,LCG,0.50,95820585,3907311,0.02,91913274,
374,LCM,0.49,12070170,97445,0.04,11095720,
375,LDG,0.50,120106225,1559467,0.01,118546758,
376,LEC,0.49,12789000,5623,0.00,12783377,
377,LGC,0.49,94498834,86761199,0.45,7737635,
378,LGL,0.49,25235000,834279,0.02,24400721,
379,LHG,0.49,24505884,7222539,0.14,17283345,
380,LIX,0.49,15876000,2646765,0.08,13229235,
381,LM8,0.00,0,168541,0.02,-168541,
382,LPB,0.05,75179299,75037299,0.05,142,
383,LSS,0.00,0,774172,0.01,-774172,
384,MBB,0.23,877896843,877896843,0.23,0,
385,MCG,0.49,28179900,119709,0.00,28060191,
386,MCP,0.49,7384955,23894,0.00,7361061,
387,MDG,0.49,5335625,14,0.00,5334225,
388,MHC,0.49,20289412,933618,0.02,19355794,
389,MIG,1.00,164450000,12015533,0.07,152434467,
390,MSB,0.30,458250000,458191823,0.30,58177,
391,MSH,0.49,36756909,4412145,0.06,32344764,
392,MSN,0.49,697625143,411501158,0.29,286123985,
393,MWG,0.49,717300847,717292847,0.49,8,
394,NAF,1.00,62923085,15718385,0.25,47204700,
395,NAV,0.49,3920000,73717,0.01,3846283,
396,NBB,0.49,49233071,1370081,0.01,47862990,
397,NCG,0.00,0,13253200,0.11,-13253200,(*)
398,NCT,0.30,7850082,3163543,0.12,4686539,
399,NHA,0.49,20665514,230059,0.01,20435455,
400,NHH,1.00,72880000,456042,0.01,72423958,
401,NHT,0.50,9244448,1011805,0.05,8232643,
402,NKG,0.50,131638903,16818196,0.06,114820707,
403,NLG,0.50,191470006,156646871,0.41,34823135,
404,NNC,0.49,10740800,1614928,0.07,9125872,
405,NO1,0.00,0,0,0.00,0,(*)
406,NSC,0.49,8617624,1498832,0.09,7118792,
407,NT2,0.49,141059254,41401444,0.14,99657810,
408,NTL,0.49,29885075,7410070,0.12,22475005,
409,NVL,0.49,955418566,112496059,0.06,842922507,
410,NVT,1.00,90500000,4489,0.00,90455110,
411,OCB,0.22,301374229,298256558,0.22,3117671,
412,OGC,0.49,147000000,588348,0.00,146411652,
413,OPC,0.00,0,530237,0.01,-530237,
414,ORS,0.49,98000000,1340833,0.01,96659167,
415,PAC,0.49,22771136,5945092,0.13,16826044,
416,PAN,0.49,106015704,22366143,0.10,83649561,
417,PC1,0.50,117579824,10505954,0.04,107073870,
418,PDN,0.00,0,76664,0.00,-76664,
419,PDR,0.49,329106647,17590796,0.03,311515851,
420,PET,0.00,0,1664412,0.02,-1664412,
421,PGC,0.49,29567892,2774792,0.05,26793100,
422,PGD,0.49,44099522,41797013,0.46,2302509,
423,PGI,1.00,110896796,22870335,0.21,88026461,
424,PGV,0.50,561734023,1859,0.00,561548123,
425,PHC,0.50,25340963,816988,0.02,24523975,
426,PHR,0.49,66394607,17550441,0.13,48844166,
427,PIT,0.49,7447679,120861,0.01,7326818,
428,PJT,0.00,0,288603,0.01,-288603,
429,PLP,0.49,29400000,1079066,0.02,28320934,
430,PLX,0.20,258775616,223126616,0.17,35649000,
431,PMG,0.49,22704776,11667011,0.25,11037765,
432,PNC,0.49,5409718,87242,0.01,5322476,
433,PNJ,0.49,118880057,118879757,0.49,300,
434,POM,0.49,137041404,22183276,0.08,114858128,
435,POW,0.49,1147517084,57407197,0.02,1090109887,
436,PPC,0.49,159855150,43551208,0.13,116303942,
437,PSH,0.00,0,100,0.00,-100,
438,PTB,0.49,33338817,11678249,0.17,21660568,
439,PTC,0.50,16153662,412142,0.01,15741520,
440,PTL,0.49,49000000,120661,0.00,48879339,
441,PVD,0.49,272585042,49208115,0.09,223376927,
442,PVT,0.49,158589110,46264017,0.14,112325093,
443,QBS,0.00,0,70,0.00,-70,
444,QCG,0.49,134813361,1756473,0.01,133056888,
445,RAL,0.50,11473709,77797,0.03,10695739,
446,RDP,0.50,24534901,152492,0.00,24382409,
447,REE,0.49,174641137,174641102,0.49,35,
448,S4A,0.49,20678000,2888,0.00,20649120,
449,SAB,1.00,641281186,402892297,0.63,238388889,
450,SAM,0.49,179023001,2593076,0.01,176429925,
451,SAV,0.49,8997955,7973711,0.43,1024244,
452,SBA,0.49,29639247,250152,0.00,29389095,
453,SBT,1.00,650762228,73241450,0.11,577520778,
454,SBV,1.00,27366476,4052906,0.15,23313570,
455,SC5,0.49,7342429,624526,0.04,6717903,
456,SCD,0.49,4165000,58386,0.07,3581140,
457,SCR,0.49,179514588,1670027,0.00,177844561,
458,SCS,0.30,17380710,15362252,0.27,2018458,
459,SFC,0.49,5532814,100679,0.01,5432135,
460,SFG,0.49,23469693,341349,0.01,23128344,
461,SFI,0.49,7719003,1402051,0.09,6316952,
462,SGN,0.30,10074507,810153,0.02,9264354,
463,SGR,0.49,29400000,6274,0.00,29393726,
464,SGT,0.00,0,8264971,0.11,-8264971,
465,SHA,0.49,16388870,301519,0.01,16087351,
466,SHB,0.30,800210939,114912848,0.04,685298091,
467,SHI,0.49,73592077,440897,0.00,73151180,
468,SHP,0.49,49591112,5251883,0.05,44339229,
469,SII,0.49,31615830,31575847,0.49,39983,
470,SJD,0.49,33809323,9633587,0.14,24175736,
471,SJF,0.49,38808000,686114,0.01,38121886,
472,SJS,0.50,57427770,1000991,0.01,56426779,
473,SKG,0.49,31032550,22215963,0.35,8816587,
474,SMA,0.49,9972889,19103,0.00,9953786,
475,SMB,0.49,14624857,3858122,0.13,10766735,
476,SMC,0.00,0,15011524,0.21,-15011524,
477,SPM,0.49,6860000,26948,0.02,6590520,
478,SRC,0.49,13752224,2839,0.00,13723834,
479,SRF,1.00,35566780,16637068,0.47,18929712,
480,SSB,0.05,99044913,3717362,0.00,95327551,
481,SSC,0.49,7346259,171891,0.01,7174368,
482,SSI,1.00,1491130137,528911518,0.35,962218619,
483,ST8,0.49,12603241,12610992,0.49,-7751,
484,STB,0.30,565564714,431870194,0.23,133694520,
485,STG,0.49,48144144,73484,0.00,48070660,
486,STK,1.00,70726944,9047657,0.13,61679287,
487,SVC,0.49,16327060,632146,0.02,15694914,
488,SVD,0.49,12642000,852,0.00,12556800,
489,SVI,1.00,12832437,12176503,0.95,655934,
490,SVT,0.50,7526684,203544,0.01,7323140,
491,SZC,0.49,49000000,1941210,0.02,47058790,
492,SZL,0.00,0,3474580,0.17,-3474580,
493,TBC,0.49,31115000,495784,0.01,30619216,
494,TCB,0.22,788986817,788986817,0.22,0,
495,TCD,0.49,109964968,712737,0.00,109252231,
496,TCH,0.51,340790079,18652691,0.03,322137388,
497,TCL,0.49,14777633,1317107,0.04,13460526,
498,TCM,0.49,40203092,37868669,0.46,2334423,
499,TCO,0.49,9168390,450046,0.02,8718344,
500,TCR,0.49,5082863,5024716,0.48,58147,
501,TCT,0.49,6266120,2533690,0.20,3732430,
502,TDC,0.50,50000000,90549,0.01,49094510,
503,TDG,0.00,0,44219,0.00,-44219,
504,TDH,0.50,56326383,2434171,0.02,53892212,
505,TDM,0.50,50000000,8507154,0.09,41492846,
506,TDP,0.49,29503341,28624,0.00,29474717,
507,TDW,0.50,4250000,23358,0.03,4016420,
508,TEG,0.49,32139968,215119,0.00,31924849,
509,TGG,0.00,0,2254,0.00,-2254,
510,THG,0.49,9782307,150123,0.01,9632184,
