STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
44,BWE,0.49,94530800,36030928,0.19,58499872,
45,C32,0.49,7364771,564023,0.04,6800748,
46,C47,0.00,0,12397,0.00,-12397,
47,CACB2208,1.00,10000000,40,0.00,9960000,
48,CACB2301,1.00,4000000,351,0.01,3964900,
49,CAV,0.49,28224000,129363,0.00,28094637,
50,CCI,0.00,0,4247,0.02,-4247,
51,CCL,0.50,26599789,509119,0.01,26090670,
52,CDC,0.49,10774470,626349,0.03,10148121,
53,CFPT2210,1.00,11000000,0,0.00,11000000,
54,CFPT2213,1.00,10000000,0,0.00,10000000,
55,CFPT2214,1.00,7000000,0,0.00,7000000,
56,CFPT2302,1.00,4000000,0,0.00,4000000,
57,CFPT2303,1.00,8000000,0,0.00,8000000,
58,CHDB2301,1.00,3000000,2496100,0.83,5039,
59,CHP,0.00,0,5610956,0.04,-5610956,
60,CHPG2222,1.00,27000000,0,0.00,27000000,(*)
61,CHPG2226,1.00,15000000,0,0.00,15000000,
62,CHPG2227,1.00,15000000,0,0.00,15000000,
63,CHPG2302,1.00,1500000,0,0.00,1500000,
64,CHPG2303,1.00,3000000,2,0.00,2998000,
65,CHPG2304,1.00,5000000,0,0.00,5000000,
66,CHPG2305,1.00,4000000,0,0.00,4000000,
67,CHPG2306,1.00,12000000,5359,0.04,11464100,
68,CHPG2307,1.00,8000000,7818300,0.98,1817,
69,CHPG2308,1.00,8000000,7997000,1.00,3,
70,CHPG2309,1.00,18000000,0,0.00,18000000,
71,CHPG2310,1.00,8000000,7915600,0.99,844,
72,CHPG2311,1.00,8000000,7998100,1.00,19,
73,CHPG2312,1.00,8000000,7984200,1.00,158,
74,CHPG2313,1.00,8000000,7936000,0.99,64,
75,CIG,0.49,15454574,18913,0.00,15435661,
76,CII,0.49,139169561,24784409,0.09,114385152,
77,CKG,0.00,0,32561,0.00,-32561,
78,CLC,0.49,12841715,628371,0.02,12213344,
79,CLL,0.49,16660000,3146401,0.09,13513599,
80,CLW,0.49,6370000,62599,0.05,5744010,
81,CMBB2211,1.00,19000000,5001,0.03,18499900,
82,CMBB2214,1.00,10000000,0,0.00,10000000,
83,CMBB2215,1.00,10000000,0,0.00,10000000,
84,CMBB2303,1.00,4000000,0,0.00,4000000,
85,CMBB2304,1.00,1500000,1438000,0.96,62,
86,CMBB2305,1.00,1500000,1231000,0.82,269,
87,CMBB2306,1.00,15000000,0,0.00,15000000,
88,CMG,0.50,75298016,64855444,0.43,10442572,
89,CMSN2215,1.00,7000000,10,0.00,6990000,
90,CMSN2301,1.00,4000000,3983600,1.00,164,
91,CMSN2302,1.00,3000000,0,0.00,3000000,
92,CMSN2303,1.00,3000000,2990500,1.00,95,
93,CMSN2304,1.00,3000000,2979100,0.99,209,
94,CMSN2305,1.00,3000000,2999900,1.00,100,
95,CMV,0.00,0,38388,0.00,-38388,
96,CMWG2214,1.00,7000000,0,0.00,7000000,
97,CMWG2215,1.00,7000000,45,0.01,6955000,
98,CMWG2301,1.00,3500000,0,0.00,3500000,
99,CMWG2302,1.00,12000000,0,0.00,12000000,
100,CMWG2303,1.00,1300000,9435,0.73,3565,
101,CMWG2304,1.00,1300000,1157700,0.89,1423,
102,CMWG2305,1.00,9000000,55,0.00,8994500,
103,CMX,0.50,50949495,13026316,0.13,37923179,
104,CNG,0.49,13230000,3430533,0.13,9799467,
105,CNVL2301,1.00,3000000,9095,0.30,2090500,
106,COM,0.49,6919107,4336,0.00,6875747,
107,CPDR2301,1.00,3000000,2096400,0.70,9036,
108,CPOW2301,1.00,4000000,3806000,0.95,194,
109,CRC,0.50,15000000,10507,0.00,14894930,
110,CRE,0.50,231839267,4603961,0.01,227235306,
111,CRV,0.50,336208320,0,0.00,336208320,(*)
112,CSM,0.50,51813233,757845,0.01,51055388,
113,CSTB2219,1.00,18000000,0,0.00,18000000,(*)
114,CSTB2224,1.00,15000000,0,0.00,15000000,
115,CSTB2225,1.00,10000000,0,0.00,10000000,
116,CSTB2301,1.00,4000000,0,0.00,4000000,
117,CSTB2302,1.00,4000000,0,0.00,4000000,
118,CSTB2303,1.00,10000000,0,0.00,10000000,
119,CSTB2304,1.00,8000000,7985200,1.00,148,
120,CSTB2305,1.00,8000000,7998200,1.00,18,
121,CSTB2306,1.00,13000000,0,0.00,13000000,
122,CSTB2307,1.00,8000000,7864200,0.98,1358,
123,CSTB2308,1.00,8000000,7970900,1.00,291,
124,CSTB2309,1.00,8000000,7944700,0.99,553,
125,CSTB2310,1.00,8000000,7329000,0.92,671,
126,CSV,0.50,22100000,1616908,0.04,20483092,
127,CTCB2212,1.00,11000000,1615000,0.15,9385000,
128,CTCB2215,1.00,10000000,0,0.00,10000000,
129,CTCB2216,1.00,10000000,0,0.00,10000000,
130,CTCB2301,1.00,4000000,0,0.00,4000000,
131,CTCB2302,1.00,9900000,0,0.00,9900000,
132,CTD,0.49,38627092,38623142,0.49,395,
133,CTF,0.49,37248595,438584,0.01,36810011,
134,CTG,0.30,1441725182,1306585593,0.27,135139589,
135,CTI,0.49,30869998,675918,0.01,30194080,
136,CTPB2301,1.00,4000000,0,0.00,4000000,
137,CTPB2302,1.00,2000000,1864700,0.93,1353,
138,CTPB2303,1.00,2000000,1287600,0.64,7124,
139,CTR,0.49,56049080,12210528,0.11,43838552,
140,CTS,0.49,72881772,1859029,0.01,71022743,
141,CVHM2216,1.00,11000000,0,0.00,11000000,
142,CVHM2219,1.00,7000000,0,0.00,7000000,
143,CVHM2220,1.00,7000000,0,0.00,7000000,
144,CVHM2301,1.00,4000000,3998800,1.00,12,
145,CVHM2302,1.00,8000000,800,0.00,7999200,
146,CVHM2303,1.00,4000000,3992500,1.00,75,
147,CVHM2304,1.00,4000000,3997000,1.00,3,
148,CVHM2305,1.00,4000000,3988200,1.00,118,
149,CVIB2201,1.00,7000000,10,0.00,6990000,
150,CVIB2301,1.00,4000000,100,0.00,3999900,
151,CVIB2302,1.00,9000000,319,0.00,8968100,
152,CVIC2301,1.00,4000000,3365200,0.84,6348,
153,CVNM2212,1.00,7000000,0,0.00,7000000,
154,CVNM2301,1.00,3000000,2542400,0.85,4576,
155,CVNM2302,1.00,3000000,2853800,0.95,1462,
156,CVNM2303,1.00,3000000,2974300,0.99,257,
157,CVNM2304,1.00,3000000,2774800,0.92,2252,
158,CVPB2212,1.00,13000000,2995,0.02,12700500,
159,CVPB2214,1.00,10000000,25,0.00,9997500,
160,CVPB2301,1.00,2000000,0,0.00,2000000,
161,CVPB2302,1.00,4000000,40,0.01,3960000,
162,CVPB2303,1.00,2400000,2287700,0.95,1123,
163,CVPB2304,1.00,2400000,2023200,0.84,3768,
164,CVRE2216,1.00,11000000,105,0.00,10989500,
165,CVRE2220,1.00,7000000,695,0.01,6930500,
166,CVRE2221,1.00,7000000,299,0.00,6970100,
167,CVRE2301,1.00,4000000,138,0.00,3986200,
168,CVRE2302,1.00,5000000,4875300,0.98,1247,
169,CVRE2303,1.00,3900000,10,0.00,3890000,
170,CVRE2304,1.00,5000000,4807700,0.96,1923,
171,CVRE2305,1.00,5000000,4729500,0.95,2705,
172,CVRE2306,1.00,5000000,4992800,1.00,72,
173,CVT,0.50,18345443,183223,0.01,18162220,
174,D2D,0.50,15152379,935332,0.03,14217047,
175,DAG,0.49,29186414,44923,0.01,28737184,
176,DAH,0.00,0,109505,0.00,-109505,
177,DAT,0.00,0,10937,0.00,-10937,
178,DBC,0.49,118580910,16806213,0.07,101774697,
179,DBD,1.00,74883559,7607752,0.10,67275807,
180,DBT,0.00,0,425554,0.03,-425554,
181,DC4,0.50,26249861,57251,0.00,26192610,
182,DCL,0.00,0,963071,0.01,-963071,
183,DCM,0.49,259406000,49040900,0.09,210365100,
184,DDB,0.00,0,0,0.00,0,(*)
185,DGC,0.49,186091850,56074759,0.15,130017091,
186,DGW,0.49,79982672,38054227,0.23,41928445,
187,DHA,0.49,7408773,3114748,0.21,4294025,
188,DHC,0.49,39441593,28004653,0.35,11436940,
189,DHG,1.00,130746071,70606700,0.54,60139371,
190,DHM,0.00,0,41539,0.00,-41539,
191,DIG,0.49,298827477,33604429,0.06,265223048,
192,DLG,0.49,146661762,3897156,0.01,142764606,
193,DMC,1.00,34727465,19484195,0.56,15243270,
194,DPG,0.49,30869781,788458,0.01,30081323,
195,DPM,0.49,191786000,57818422,0.15,133967578,
196,DPR,0.50,21721483,1075429,0.02,20646054,
197,DQC,0.49,16836113,254138,0.01,16581975,
198,DRC,0.49,58208376,10576357,0.09,47632019,
199,DRH,0.50,62176933,735206,0.01,61441727,
200,DRL,0.00,0,28937,0.03,-28937,
201,DSN,0.49,5920674,2541276,0.21,3379398,
202,DTA,0.49,8849317,49766,0.00,8799551,
203,DTL,0.49,30103445,995,0.00,30102450,
204,DTT,0.49,3994391,18554,0.00,3975837,
205,DVP,0.49,19600000,4827231,0.12,14772769,
206,DXG,0.50,305889501,114195605,0.19,191693896,
207,DXS,0.50,226561188,87499934,0.19,139061254,
208,DXV,0.49,4851000,6595,0.01,4785050,
209,E1VFVN30,1.00,424500000,387266918,0.91,37233082,
210,EIB,0.30,443983406,96054776,0.06,347928630,
211,ELC,0.49,28801633,2267642,0.04,26533991,
212,EMC,0.00,0,2652,0.00,-2652,
213,EVE,1.00,41979773,25434802,0.61,16544971,
214,EVF,0.50,175532015,344834,0.00,175187181,
215,EVG,0.49,105472419,671795,0.00,104800624,
216,FCM,0.49,22098984,1309606,0.03,20789378,
217,FCN,0.50,78719502,53237304,0.34,25482198,
218,FDC,0.50,19314994,6744,0.00,19308250,
219,FIR,0.50,26768930,258334,0.00,26510596,
220,FIT,0.00,0,127738,0.00,-127738,
221,FMC,0.50,32694444,20423963,0.31,12270481,
222,FPT,0.49,541122494,541122494,0.49,0,
223,FRT,0.49,66758770,44667703,0.33,22091067,
224,FTS,1.00,214564987,54095637,0.25,160469350,
225,FUCTVGF3,0.49,9751392,0,0.00,9751392,
226,FUCTVGF4,0.49,9829400,0,0.00,9829400,
227,FUCVREIT,0.49,2450000,9422,0.02,2355780,
228,FUEDCMID,1.00,9400000,7752125,0.82,1647875,
229,FUEFCV50,1.00,6000000,901,0.02,5909900,
230,FUEIP100,1.00,5700000,774,0.01,5622600,
231,FUEKIV30,1.00,43000000,35588000,0.83,7412000,
232,FUEKIVFS,1.00,20000000,19051200,0.95,9488,
233,FUEMAV30,1.00,27400000,23288437,0.85,4111563,
234,FUEMAVND,1.00,9500000,9377400,0.99,1226,
235,FUESSV30,1.00,7600000,2095430,0.28,5504570,
236,FUESSV50,1.00,8800000,5024686,0.57,3775314,
237,FUESSVFL,1.00,238900000,229818402,0.96,9081598,
238,FUEVFVND,1.00,800000000,773195113,0.97,26804887,
239,FUEVN100,1.00,18500000,1992319,0.11,16507681,
240,GAB,0.30,4471196,45502,0.00,4425694,
241,GAS,0.49,937835500,55485414,0.03,882350086,
242,GDA,0.49,56198839,27200005,0.24,28998834,(*)
243,GDT,0.50,10780546,4534924,0.21,6245622,
244,GEG,0.50,193068451,180355343,0.47,12713108,
245,GEX,0.50,425747896,92254873,0.11,333493023,
246,GIL,0.50,35000000,2365432,0.03,32634568,
247,GMC,0.00,0,2508592,0.08,-2508592,
248,GMD,0.49,147675198,142718893,0.47,4956305,
249,GMH,0.50,8250000,518,0.00,8198200,
250,GSP,0.00,0,395536,0.01,-395536,
251,GTA,0.49,5096000,32191,0.00,5063809,
252,GVR,0.13,520000000,19459029,0.00,500540971,
253,HAG,0.49,454459294,23966985,0.03,430492309,
254,HAH,0.49,34468886,3667006,0.05,30801880,
255,HAP,0.49,54437908,2512920,0.02,51924988,
256,HAR,0.49,49661549,110171,0.00,49551378,
257,HAS,0.49,3920000,1342368,0.17,2577632,
258,HAX,0.50,35971717,8384476,0.12,27587241,
259,HBC,0.50,137066635,40039738,0.15,97026897,
260,HCD,0.49,15479002,6892,0.00,15410082,
261,HCM,0.49,224445659,209239096,0.46,15206563,
262,HDB,0.20,506068584,498611268,0.20,7457316,
263,HDC,0.49,52961989,1966638,0.02,50995351,
264,HDG,0.50,122302949,59624222,0.24,62678727,
265,HHP,0.49,30391666,3921495,0.06,26470171,
266,HHS,0.50,160724076,4795150,0.01,155928926,
267,HHV,0.49,150824180,13044192,0.04,137779988,
268,HID,0.49,37614865,44117,0.01,37173695,
269,HII,0.50,36831508,360243,0.00,36471265,
270,HMC,0.00,0,18087,0.01,-18087,
271,HNG,0.50,554276947,22344995,0.02,531931952,
272,HPG,0.49,2849244993,1483423735,0.26,1365821258,
273,HPX,0.49,149042604,1634556,0.01,147408048,
274,HQC,0.50,238300000,2058487,0.00,236241513,
275,HRC,0.00,0,185379,0.01,-185379,
276,HSG,0.49,293046943,105462702,0.18,187584241,
277,HSL,0.49,17337918,689216,0.02,16648702,
278,HT1,0.49,186979056,13181088,0.03,173797968,
279,HTI,0.50,12474600,5593040,0.22,6881560,
280,HTL,0.49,5880000,4664874,0.39,1215126,
281,HTN,0.49,43667041,826121,0.01,42840920,
282,HTV,0.49,6420960,1195246,0.09,5225714,
283,HU1,0.50,5000000,34873,0.03,4651270,
284,HUB,0.00,0,304108,0.01,-304108,
285,HVH,0.49,18105497,163235,0.00,17942262,
286,HVN,0.30,664318252,132089638,0.06,532228614,
287,HVX,0.47,19580401,3538,0.01,19226601,
288,IBC,0.31,25776704,1416360,0.02,24360344,
289,ICT,1.00,32185000,144072,0.00,32040928,
290,IDI,0.49,111545857,1477073,0.01,110068784,
291,IJC,0.49,123397929,15795640,0.06,107602289,
292,ILB,0.49,12006100,5925,0.02,11413600,
293,IMP,0.75,50029027,33103414,0.50,16925613,
294,ITA,0.49,459847167,5822466,0.01,454024701,
295,ITC,0.00,0,305753,0.00,-305753,
296,ITD,0.49,12021459,349955,0.01,11671504,
297,JVC,0.49,55125083,1110487,0.01,54014596,
298,KBC,0.49,376126331,149964237,0.20,226162094,
299,KDC,0.50,139870678,65138375,0.23,74732303,
300,KDH,0.50,358414997,273988102,0.38,84426895,
301,KHG,0.49,220223250,3043532,0.01,217179718,
302,KHP,0.00,0,1062307,0.02,-1062307,
303,KMR,1.00,56881443,35630142,0.63,21251301,
304,KOS,0.49,106075854,401513,0.00,105674341,
305,KPF,0.49,29824948,1946051,0.03,27878897,
306,KSB,0.49,37549288,2840622,0.04,34708666,
307,L10,0.49,4846100,94243,0.01,4751857,
308,LAF,0.49,7216729,274838,0.02,6941891,
309,LBM,0.50,10000000,3404682,0.17,6595318,
310,LCG,0.50,95820585,6256385,0.03,89564200,
311,LDG,0.50,128486292,814556,0.00,127671736,
312,LEC,0.49,12789000,2323,0.00,12786677,
313,LGC,0.49,94498834,86759684,0.45,7739150,
314,LGL,0.49,25235000,837621,0.02,24397379,
315,LHG,0.49,24505884,8045733,0.16,16460151,
316,LIX,0.50,16200000,2148420,0.07,14051580,
317,LM8,0.00,0,166939,0.02,-166939,
318,LPB,0.05,86455268,71353461,0.04,15101807,
319,LSS,0.00,0,797774,0.01,-797774,
320,MBB,0.23,1053476211,1053476211,0.23,0,
321,MCP,0.49,7384955,23879,0.00,7361076,
322,MDG,0.49,5335625,300,0.00,5335325,
323,MHC,0.49,20289412,882348,0.02,19407064,
324,MIG,1.00,164450000,27082037,0.16,137367963,
325,MSB,0.30,600000000,599990979,0.30,9021,
326,MSH,0.49,36756909,2639470,0.04,34117439,
327,MSN,0.49,697625143,429114680,0.30,268510463,
328,MWG,0.49,717054590,717274655,0.49,-220064,
329,NAF,1.00,62923085,14945669,0.24,47977416,
330,NAV,0.49,3920000,89347,0.01,3830653,
331,NBB,0.50,50237828,1458390,0.01,48779438,
332,NCG,0.50,59892162,13253200,0.11,46638962,(*)
333,NCT,0.30,7850082,3531711,0.14,4318371,
334,NHA,0.49,20665514,194843,0.00,20470671,
335,NHH,1.00,72880000,315032,0.00,72564968,
336,NHT,0.50,12014084,680758,0.03,11333326,
337,NKG,0.50,131638903,25690397,0.10,105948506,
338,NLG,0.50,192040150,169927898,0.44,22112252,
339,NNC,0.49,10740800,1206946,0.06,9533854,
340,NO1,0.49,11760000,429,0.00,11717100,
341,NSC,0.49,8617624,1148979,0.07,7468645,
342,NT2,0.49,141059254,45157466,0.16,95901788,
343,NTL,0.49,29885075,3013731,0.05,26871344,
344,NVL,0.49,955551223,69901852,0.04,885649371,
345,NVT,0.50,45250000,11802,0.00,45131980,
346,OCB,0.22,301374229,289777028,0.21,11597201,
347,OGC,0.49,147000000,61404,0.00,146385960,
348,OPC,0.00,0,513144,0.01,-513144,
349,ORS,0.49,98000000,6107933,0.03,91892067,
350,PAC,0.49,22771136,5778400,0.12,16992736,
351,PAN,0.49,105984344,36510680,0.17,69473664,
352,PC1,0.50,135216501,19270294,0.07,115946207,
353,PDN,0.00,0,57292,0.00,-57292,
354,PDR,0.49,329106647,18776622,0.03,310330025,
355,PET,0.00,0,1451824,0.01,-1451824,
356,PGC,0.49,29567892,2280751,0.04,27287141,
357,PGD,0.49,44099522,42056569,0.47,2042953,
358,PGI,1.00,110896796,22767764,0.21,88129032,
359,PGV,0.50,561734023,197285,0.00,561536738,
360,PHC,0.50,25340963,576028,0.01,24764935,
361,PHR,0.49,66394607,20583850,0.15,45810757,
362,PIT,0.49,7447679,116703,0.01,7330976,
363,PJT,0.00,0,250275,0.01,-250275,
364,PLP,0.49,34300000,365666,0.01,33934334,
365,PLX,0.20,258775616,229524970,0.18,29250646,
366,PMG,0.49,22704776,11666922,0.25,11037854,
367,PNC,0.49,5409718,86894,0.01,5322824,
368,PNJ,0.49,160802902,160171082,0.49,63182,
369,POM,0.49,137041404,21543328,0.08,115498076,
370,POW,0.49,1147517084,183026246,0.08,964490838,
371,PPC,0.49,159855150,42481479,0.13,117373671,
372,PSH,0.00,0,100,0.00,-100,
373,PTB,0.25,17009600,9825685,0.14,7183915,
374,PTC,0.50,16153662,479159,0.01,15674503,
375,PTL,0.00,0,102088,0.00,-102088,
376,PVD,0.49,272585042,122443595,0.22,150141447,
377,PVP,0.00,0,147702,0.00,-147702,
378,PVT,0.49,158589110,49893437,0.15,108695673,
379,QBS,0.00,0,70,0.00,-70,
380,QCG,0.49,134813361,1746684,0.01,133066677,
381,RAL,0.50,11473709,629449,0.03,10844260,
382,RDP,0.50,24534901,121987,0.00,24412914,
383,REE,0.49,200759987,200789490,0.49,-29503,
384,S4A,0.49,20678000,4518,0.00,20632820,
385,SAB,1.00,641281186,400031923,0.62,241249263,
386,SAM,0.49,186180875,2922645,0.01,183258230,
387,SAV,0.50,9181587,9177487,0.50,41,
388,SBA,0.00,0,190067,0.00,-190067,
389,SBG,0.00,0,0,0.00,0,(*)
390,SBT,1.00,694799896,110045518,0.16,584754378,
391,SBV,1.00,27366476,4047674,0.15,23318802,
392,SC5,0.49,7342429,555543,0.04,6786886,
393,SCD,0.49,4165000,58341,0.07,3581590,
394,SCR,0.49,193874269,1447141,0.00,192427128,
395,SCS,0.30,30470754,29268918,0.29,1201836,
396,SFC,0.00,0,86762,0.01,-86762,
397,SFG,0.49,23469693,338751,0.01,23130942,
398,SFI,0.49,11669862,2246545,0.09,9423317,
399,SGN,0.30,10074507,959614,0.03,9114893,
400,SGR,0.49,29400000,23969,0.00,29376031,
401,SGT,0.00,0,8317567,0.06,-8317567,
402,SHA,0.49,16388870,303032,0.01,16085838,
403,SHB,0.30,920214958,194003605,0.06,726211353,
404,SHI,0.49,79466460,179345,0.00,79287115,
405,SHP,0.00,0,5313722,0.05,-5313722,
406,SJD,0.49,33809323,8741408,0.13,25067915,
407,SJF,0.49,38808000,205659,0.00,38602341,
408,SJS,0.50,57427770,932427,0.01,56495343,
409,SKG,0.49,31032550,23341764,0.37,7690786,
410,SMA,0.49,9972889,10803,0.00,9962086,
411,SMB,0.49,14624857,4131253,0.14,10493604,
412,SMC,0.00,0,14964200,0.20,-14964200,
413,SPM,0.49,6860000,28052,0.02,6579480,
414,SRC,0.49,13752224,31867,0.00,13720357,
415,SRF,1.00,35566780,16621713,0.47,18945067,
416,SSB,0.05,102014913,4367316,0.00,97647597,
417,SSC,0.49,7346259,126215,0.01,7220044,
418,SSI,1.00,1501130137,674463626,0.45,826666511,
419,ST8,0.49,12603241,70269,0.00,12532972,
420,STB,0.30,565564714,483789424,0.26,81775290,
421,STG,0.49,48144144,24523450,0.25,23620694,
422,STK,1.00,84363825,13616466,0.16,70747359,
423,SVC,0.49,32648976,1211366,0.02,31437610,
424,SVD,0.49,13526894,127731,0.00,13399163,
425,SVI,1.00,12832437,12179301,0.95,653136,
426,SVT,0.50,7526684,204557,0.01,7322127,
427,SZC,0.20,20000000,3025011,0.03,16974989,
428,SZL,0.00,0,3428799,0.17,-3428799,
429,TBC,0.49,31115000,784804,0.01,30330196,
430,TCB,0.22,789954184,789954184,0.22,0,
431,TCD,0.49,138513593,859552,0.00,137654041,
432,TCH,0.51,340790079,17573017,0.03,323217062,
433,TCL,0.49,14777633,3167425,0.11,11610208,
434,TCM,0.49,40203092,38822364,0.47,1380728,
435,TCO,0.49,9168390,45842,0.02,8709970,
436,TCR,0.49,5082863,4930209,0.48,152654,
437,TCT,0.00,0,1668080,0.13,-1668080,
438,TDC,0.50,50000000,80276,0.01,49197240,
439,TDG,0.00,0,48416,0.00,-48416,
440,TDH,0.50,56326383,1359803,0.01,54966580,
441,TDM,0.50,50000000,6133157,0.06,43866843,
442,TDP,0.51,34392329,57162,0.00,34335167,
443,TDW,0.50,4250000,22976,0.03,4020240,
444,TEG,0.49,32139968,3431030,0.05,28708938,
445,TGG,0.00,0,1905,0.00,-1905,
446,THG,0.49,9782307,125197,0.01,9657110,
447,THI,0.49,23912000,2496,0.00,23887040,
448,TIP,0.50,32503928,10759408,0.17,21744520,
449,TIX,0.00,0,147983,0.00,-147983,
450,TLD,0.49,36628767,524348,0.01,36104419,
451,TLG,1.00,77794453,17575909,0.23,60218544,
452,TLH,0.49,50034204,1526268,0.01,48507936,
453,TMP,0.49,34300000,470611,0.01,33829389,
454,TMS,0.49,59657424,53017577,0.44,6639847,
455,TMT,0.49,18270963,1068078,0.03,17202885,
456,TN1,0.50,21594043,75088,0.00,21518955,
457,TNA,0.49,24292369,1814465,0.04,22477904,
458,TNC,0.50,9625000,106992,0.01,9518008,
459,TNH,0.49,33044184,29972329,0.44,3071855,
460,TNI,0.49,25725000,11225,0.00,25612750,
461,TNT,0.49,24990000,21356,0.00,24776440,
462,TPB,0.30,660490502,643585175,0.29,16905327,
463,TPC,0.49,11970992,604102,0.02,11366890,
464,TRA,0.49,20312299,19149052,0.46,1163247,
465,TRC,0.49,14700000,409236,0.01,14290764,
466,TSC,0.00,0,380782,0.00,-380782,
467,TTA,0.49,77156839,473669,0.00,76683170,
468,TTB,0.00,0,17811,0.00,-17811,
469,TTE,0.50,14245200,217,0.00,14243030,
470,TTF,0.50,205599151,22673275,0.06,182925876,
471,TV2,0.15,10128924,9056554,0.13,1072370,
472,TVB,0.30,33629105,2064488,0.02,31564617,
473,TVS,0.49,53495840,31039048,0.28,22456792,
474,TVT,0.00,0,57229,0.03,-57229,
475,TYA,1.00,6134773,2514598,0.41,3620175,
476,UIC,0.00,0,1005870,0.13,-1005870,
477,VAF,0.49,18456020,2234,0.00,18453786,
478,VCA,0.49,7441787,1056962,0.07,6384825,
479,VCB,0.30,1419754971,1114001401,0.24,305753570,
480,VCF,0.49,13023776,165919,0.01,12857857,
481,VCG,0.49,238081140,33736898,0.07,204344242,
482,VCI,1.00,435499901,111385967,0.26,324113934,
483,VDP,0.00,0,62121,0.00,-62121,
484,VDS,1.00,210000000,3520567,0.02,206479433,
485,VFG,0.51,21274453,1110053,0.03,20164400,
486,VGC,0.49,219691500,20940302,0.05,198751198,
487,VHC,1.00,183376956,56043606,0.31,127333350,
488,VHM,0.50,2177183744,1053504698,0.24,1123679046,
489,VIB,0.21,432072953,432072953,0.21,0,
490,VIC,0.48,1857732271,504586068,0.13,1353146203,
491,VID,0.50,20418034,150164,0.00,20267870,
492,VIP,0.49,33550761,4551970,0.07,28998791,
493,VIX,1.00,669444725,33332908,0.05,636111817,
494,VJC,0.30,162483400,94455713,0.17,68027687,
495,VMD,0.49,7565731,179381,0.01,7386350,
496,VND,1.00,1217844009,287066048,0.24,930777961,
497,VNE,0.49,44312146,5693306,0.06,38618840,
498,VNG,0.49,47665537,520203,0.01,47145334,
499,VNL,0.49,4619230,931112,0.10,3688118,
500,VNM,1.00,2089955445,1126931832,0.54,963023613,
501,VNS,0.49,33251004,13642036,0.20,19608968,
502,VOS,0.49,68600000,1171870,0.01,67428130,
503,VPB,0.18,1189674791,1145335161,0.17,44339630,
504,VPD,0.49,52228918,27287851,0.26,24941067,
505,VPG,0.49,39297184,323704,0.00,38973480,
506,VPH,0.49,46725322,998559,0.01,45726763,
507,VPI,0.49,118579812,5351604,0.02,113228208,
508,VPS,0.49,11985788,167215,0.01,11818573,
509,VRC,0.49,24500000,19595,0.00,24304050,
510,VRE,0.49,1141121020,758692452,0.33,382428568,
511,VSC,0.49,59422004,3765429,0.03,55656575,
512,VSH,0.49,115758210,28227000,0.12,87531210,
513,VSI,0.49,6468000,10376,0.01,6364240,
514,VTB,0.49,5871204,549769,0.05,5321435,
515,VTO,0.49,39134666,1279792,0.02,37854874,
516,YBM,0.49,7006941,39316,0.00,6967625,
