STT,Symbol,Maximum Foreign Ownership,Maximum Amount of Foreign Ownership,Current Foreign Ownership,% Foreign Ownership,Available for Foreign Investors,
83,CMBB2303,1.00,4000000,1433,0.04,3856700,
84,CMG,0.50,75298016,64722591,0.43,10575425,
85,CMSN2214,1.00,3000000,0,0.00,3000000,
86,CMSN2215,1.00,7000000,0,0.00,7000000,
87,CMV,0.00,0,38388,0.00,-38388,
88,CMWG2213,1.00,9000000,0,0.00,9000000,
89,CMWG2214,1.00,7000000,14,0.00,6986000,
90,CMWG2215,1.00,7000000,60,0.01,6940000,
91,CMWG2301,1.00,3500000,0,0.00,3500000,
92,CMWG2302,1.00,12000000,17,0.00,11998300,
93,CMX,0.50,50949495,14754976,0.14,36194519,
94,CNG,0.49,13230000,3007433,0.11,10222567,
95,COM,0.49,6919107,4346,0.00,6875647,
96,CPOW2210,1.00,2000000,0,0.00,2000000,
97,CRC,0.50,15000000,10927,0.00,14890730,
98,CRE,0.50,231839267,4795061,0.01,227044206,
99,CRV,0.50,336208320,0,0.00,336208320,(*)
100,CSM,0.50,51813233,759968,0.01,51053265,
101,CSTB2219,1.00,18000000,0,0.00,18000000,(*)
102,CSTB2224,1.00,15000000,0,0.00,15000000,
103,CSTB2225,1.00,10000000,0,0.00,10000000,
104,CSTB2301,1.00,4000000,0,0.00,4000000,
105,CSTB2302,1.00,4000000,0,0.00,4000000,
106,CSTB2303,1.00,10000000,0,0.00,10000000,
107,CSV,0.50,22100000,1639049,0.04,20460951,
108,CTCB2212,1.00,11000000,1615000,0.15,9385000,
109,CTCB2214,1.00,4500000,50,0.01,4450000,
110,CTCB2215,1.00,10000000,0,0.00,10000000,
111,CTCB2216,1.00,10000000,0,0.00,10000000,
112,CTCB2301,1.00,4000000,0,0.00,4000000,
113,CTD,0.49,38627092,38201691,0.48,425401,
114,CTF,0.49,37248595,422884,0.01,36825711,
115,CTG,0.30,1441725182,1317721680,0.27,124003502,
116,CTI,0.49,30869998,63791,0.01,30232088,
117,CTPB2301,1.00,4000000,0,0.00,4000000,
118,CTR,0.49,56049080,12222149,0.11,43826931,
119,CTS,0.49,72881772,91491,0.01,71966862,
120,CVHM2216,1.00,11000000,0,0.00,11000000,
121,CVHM2218,1.00,9000000,382,0.00,8961800,
122,CVHM2219,1.00,7000000,0,0.00,7000000,
123,CVHM2220,1.00,7000000,0,0.00,7000000,
124,CVIB2201,1.00,7000000,0,0.00,7000000,
125,CVIB2301,1.00,4000000,100,0.00,3999900,
126,CVNM2211,1.00,6000000,52,0.00,5994800,
127,CVNM2212,1.00,7000000,0,0.00,7000000,
128,CVPB2212,1.00,13000000,2995,0.02,12700500,
129,CVPB2214,1.00,10000000,0,0.00,10000000,
130,CVPB2301,1.00,2000000,0,0.00,2000000,
131,CVPB2302,1.00,4000000,0,0.00,4000000,
132,CVRE2216,1.00,11000000,500,0.00,10999500,
133,CVRE2219,1.00,4500000,31,0.00,4496900,
134,CVRE2220,1.00,7000000,26,0.00,6974000,
135,CVRE2221,1.00,7000000,19,0.00,6981000,
136,CVRE2301,1.00,4000000,0,0.00,4000000,
137,CVT,0.50,18345443,178023,0.00,18167420,
138,D2D,0.50,15152379,931129,0.03,14221250,
139,DAG,0.49,29186414,209619,0.00,28976795,
140,DAH,0.00,0,109505,0.00,-109505,
141,DAT,0.00,0,10937,0.00,-10937,
142,DBC,0.49,118580910,14558654,0.06,104022256,
143,DBD,1.00,74883559,7390312,0.10,67493247,
144,DBT,0.00,0,425554,0.03,-425554,
145,DC4,0.50,26249861,54264,0.00,26195597,
146,DCL,0.00,0,963081,0.01,-963081,
147,DCM,0.49,259406000,48697630,0.09,210708370,
148,DDB,0.00,0,0,0.00,0,(*)
149,DGC,0.49,186091850,56816521,0.15,129275329,
150,DGW,0.49,79982672,36715205,0.22,43267467,
151,DHA,0.49,7408773,2804218,0.19,4604555,
152,DHC,0.49,39441593,27870602,0.35,11570991,
153,DHG,1.00,130746071,70591640,0.54,60154431,
154,DHM,0.00,0,42339,0.00,-42339,
155,DIG,0.49,298827477,33454724,0.05,265372753,
156,DLG,0.49,146661762,4179328,0.01,142482434,
157,DMC,1.00,34727465,19359098,0.56,15368367,
158,DPG,0.49,30869781,814659,0.01,30055122,
159,DPM,0.49,191786000,60703066,0.16,131082934,
160,DPR,0.50,21721483,1057463,0.02,20664020,
161,DQC,0.49,16836113,250674,0.01,16585439,
162,DRC,0.49,58208376,10557918,0.09,47650458,
163,DRH,0.50,62176933,904506,0.01,61272427,
164,DRL,0.00,0,28999,0.03,-28999,
165,DSN,0.49,5920674,2777126,0.23,3143548,
166,DTA,0.49,8849317,35666,0.00,8813651,
167,DTL,0.49,30103445,995,0.00,30102450,
168,DTT,0.49,3994391,18754,0.00,3975637,
169,DVP,0.49,19600000,4570511,0.11,15029489,
170,DXG,0.50,305889501,117761632,0.19,188127869,
171,DXS,0.50,226561188,83314634,0.18,143246554,
172,DXV,0.49,4851000,6595,0.01,4785050,
173,E1VFVN30,1.00,436800000,399480868,0.91,37319132,
174,EIB,0.30,443983406,127529252,0.09,316454154,
175,ELC,0.49,28801633,2314879,0.04,26486754,
176,EMC,0.00,0,2652,0.00,-2652,
177,EVE,1.00,41979773,25687143,0.61,16292630,
178,EVF,0.50,175532015,350334,0.00,175181681,
179,EVG,0.49,105472419,1356772,0.01,104115647,
180,FCM,0.49,22098984,1332248,0.03,20766736,
181,FCN,0.50,78719502,53407581,0.34,25311921,
182,FDC,0.50,19314994,6744,0.00,19308250,
183,FIR,0.50,26768930,320326,0.01,26448604,
184,FIT,0.00,0,127738,0.00,-127738,
185,FMC,0.50,32694444,20483525,0.31,12210919,
186,FPT,0.49,541122494,541122494,0.49,0,
187,FRT,0.49,58051542,35771828,0.30,22279714,
188,FTS,1.00,195059951,48942847,0.25,146117104,
189,FUCTVGF3,0.49,9751392,0,0.00,9751392,
190,FUCTVGF4,0.49,9829400,0,0.00,9829400,
191,FUCVREIT,0.49,2450000,9813,0.02,2351870,
192,FUEDCMID,1.00,9400000,8744225,0.93,655775,
193,FUEFCV50,1.00,6000000,100,0.02,5900000,
194,FUEIP100,1.00,5700000,754,0.01,5624600,
195,FUEKIV30,1.00,44000000,36589800,0.83,7410200,
196,FUEKIVFS,1.00,7700000,6879100,0.89,8209,
197,FUEMAV30,1.00,27700000,23321237,0.84,4378763,
198,FUEMAVND,1.00,10500000,10361100,0.99,1389,
199,FUESSV30,1.00,7400000,2104930,0.28,5295070,
200,FUESSV50,1.00,8800000,5033886,0.57,3766114,
201,FUESSVFL,1.00,237300000,229401802,0.97,7898198,
202,FUEVFVND,1.00,795800000,768323756,0.97,27476244,
203,FUEVN100,1.00,18500000,2510819,0.14,15989181,
204,GAB,0.30,4471196,45502,0.00,4425694,
205,GAS,0.49,937835500,56484889,0.03,881350611,
206,GDA,0.49,56198839,27200005,0.24,28998834,(*)
207,GDT,0.50,10780546,4789327,0.22,5991219,
208,GEG,0.50,193068451,179406691,0.46,13661760,
209,GEX,0.50,425747896,101235100,0.12,324512796,
210,GIL,0.50,35000000,2116959,0.03,32883041,
211,GMC,0.49,16170126,2555398,0.08,13614728,
212,GMD,0.49,147675198,143568028,0.48,4107170,
213,GMH,0.50,8250000,225,0.00,8227500,
214,GSP,0.00,0,395536,0.01,-395536,
215,GTA,0.49,5096000,32191,0.00,5063809,
216,GVR,0.13,520000000,19110365,0.00,500889635,
217,HAG,0.49,454459294,24690350,0.03,429768944,
218,HAH,0.49,34468886,5592763,0.08,28876123,
219,HAP,0.49,54437908,3006945,0.03,51430963,
220,HAR,0.49,49661549,134886,0.00,49526663,
221,HAS,0.49,3920000,1343225,0.17,2576775,
222,HAX,0.50,35971717,8975911,0.12,26995806,
223,HBC,0.50,137066635,41235129,0.15,95831506,
224,HCD,0.49,15479002,2532,0.00,15453682,
225,HCM,0.49,224445659,214935488,0.47,9510171,
226,HDB,0.20,506068584,497890405,0.20,8178179,
227,HDC,0.49,52961989,1949415,0.02,51012574,
228,HDG,0.50,122302949,53086032,0.22,69216917,
229,HHP,0.49,30391666,3997695,0.06,26393971,
230,HHS,0.50,160724076,4772396,0.01,155951680,
231,HHV,0.49,150824180,7995196,0.03,142828984,
232,HID,0.49,37614865,41127,0.01,37203595,
233,HII,0.50,36831508,340543,0.00,36490965,
234,HMC,0.00,0,23157,0.01,-23157,
235,HNG,0.50,554276947,22943940,0.02,531333007,
236,HPG,0.49,2849244993,1410354951,0.24,1438890042,
237,HPX,0.49,149042604,1640547,0.01,147402057,
238,HQC,0.49,233534000,2128587,0.00,231405413,
239,HRC,0.00,0,185779,0.01,-185779,
240,HSG,0.49,293046943,92035164,0.15,201011779,
241,HSL,0.49,17337918,530816,0.02,16807102,
242,HT1,0.49,186979056,13381347,0.04,173597709,
243,HTI,0.50,12474600,5614540,0.23,6860060,
244,HTL,0.49,5880000,4674874,0.39,1205126,
245,HTN,0.49,43667041,788281,0.01,42878760,
246,HTV,0.49,6420960,1237983,0.09,5182977,
247,HU1,0.50,5000000,34873,0.03,4651270,
248,HUB,0.00,0,304108,0.01,-304108,
249,HVH,0.49,18105497,129235,0.00,17976262,
250,HVN,0.30,664318252,131252801,0.06,533065451,
251,HVX,0.47,19580401,3535,0.01,19226901,
252,IBC,0.31,25776704,77976,0.01,24996944,
253,ICT,1.00,32185000,142672,0.00,32042328,
254,IDI,0.49,111545857,1365347,0.01,110180510,
255,IJC,0.49,123397929,15008730,0.06,108389199,
256,ILB,0.49,12006100,5794,0.02,11426700,
257,IMP,0.75,50029027,33105403,0.50,16923624,
258,ITA,0.49,459847167,6276057,0.01,453571110,
259,ITC,0.00,0,311343,0.00,-311343,
260,ITD,0.49,12021459,355168,0.01,11666291,
261,JVC,0.49,55125083,1489737,0.01,53635346,
262,KBC,0.49,376126331,142194378,0.19,233931953,
263,KDC,0.50,139870678,65368953,0.23,74501725,
264,KDH,0.50,358414997,265720312,0.37,92694685,
265,KHG,0.49,220223250,3271301,0.01,216951949,
266,KHP,0.00,0,1132673,0.02,-1132673,
267,KMR,1.00,56881443,35593742,0.63,21287701,
268,KOS,0.49,106075854,549113,0.00,105526741,
269,KPF,0.49,29824948,1906051,0.03,27918897,
270,KSB,0.49,37549288,2754622,0.04,34794666,
271,L10,0.49,4846100,102163,0.01,4743937,
272,LAF,0.49,7216729,279438,0.02,6937291,
273,LBM,0.50,10000000,3216282,0.16,6783718,
274,LCG,0.50,95820585,6271420,0.03,89549165,
275,LDG,0.50,128486292,1301056,0.01,127185236,
276,LEC,0.49,12789000,2323,0.00,12786677,
277,LGC,0.49,94498834,86759584,0.45,7739250,
278,LGL,0.49,25235000,899974,0.02,24335026,
279,LHG,0.49,24505884,7359368,0.15,17146516,
280,LIX,0.49,15876000,2155070,0.07,13720930,
281,LM8,0.00,0,167139,0.02,-167139,
282,LPB,0.05,86455268,74989403,0.04,11465865,
283,LSS,0.00,0,800074,0.01,-800074,
284,MBB,0.23,1053476211,1053476169,0.23,42,
285,MCP,0.49,7384955,23879,0.00,7361076,
286,MDG,0.49,5335625,200,0.00,5335425,
287,MHC,0.49,20289412,882654,0.02,19406758,
288,MIG,1.00,164450000,26774806,0.16,137675194,
289,MSB,0.30,600000000,596198679,0.30,3801321,
290,MSH,0.49,36756909,2584925,0.03,34171984,
291,MSN,0.49,697625143,428317909,0.30,269307234,
292,MWG,0.49,717054590,717300747,0.49,-246156,
293,NAF,1.00,62923085,15884669,0.25,47038416,
294,NAV,0.49,3920000,86547,0.01,3833453,
295,NBB,0.50,50237828,1527690,0.02,48710138,
296,NCG,0.50,59892162,13253200,0.11,46638962,(*)
297,NCT,0.30,7850082,3481175,0.13,4368907,
298,NHA,0.49,20665514,144043,0.00,20521471,
299,NHH,1.00,72880000,329132,0.00,72550868,
300,NHT,0.50,12014084,788439,0.03,11225645,
301,NKG,0.50,131638903,30174017,0.11,101464886,
302,NLG,0.50,192040150,172147741,0.45,19892409,
303,NNC,0.49,10740800,1284846,0.06,9455954,
304,NO1,0.49,11760000,0,0.00,11760000,
305,NSC,0.49,8617624,1284979,0.07,7332645,
306,NT2,0.49,141059254,46221347,0.16,94837907,
307,NTL,0.49,29885075,3108131,0.05,26776944,
308,NVL,0.49,955551223,107029485,0.05,848521738,
309,NVT,0.50,45250000,11802,0.00,45131980,
310,OCB,0.22,301374229,289443123,0.21,11931106,
311,OGC,0.49,147000000,793694,0.00,146206306,
312,OPC,0.00,0,514644,0.01,-514644,
313,ORS,0.49,98000000,6817233,0.03,91182767,
314,PAC,0.49,22771136,5937341,0.13,16833795,
315,PAN,0.49,106015704,37258382,0.17,68757322,
316,PC1,0.50,135216501,22300727,0.08,112915774,
317,PDN,0.00,0,60292,0.00,-60292,
318,PDR,0.49,329106647,20067351,0.03,309039296,
319,PET,0.00,0,1460305,0.01,-1460305,
320,PGC,0.49,29567892,2943851,0.05,26624041,
321,PGD,0.49,44099522,41970359,0.47,2129163,
322,PGI,1.00,110896796,22795701,0.21,88101095,
323,PGV,0.50,561734023,197585,0.00,561536438,
324,PHC,0.50,25340963,574816,0.01,24766147,
325,PHR,0.49,66394607,20892033,0.15,45502574,
326,PIT,0.49,7447679,116703,0.01,7330976,
327,PJT,0.00,0,250351,0.01,-250351,
328,PLP,0.49,34300000,340566,0.00,33959434,
329,PLX,0.20,258775616,231073337,0.18,27702279,
330,PMG,0.49,22704776,11666922,0.25,11037854,
331,PNC,0.49,5409718,86894,0.01,5322824,
332,PNJ,0.49,160802902,160793602,0.49,93,
333,POM,0.49,137041404,21514528,0.08,115526876,
334,POW,0.49,1147517084,188636770,0.08,958880314,
335,PPC,0.49,159855150,42366759,0.13,117488391,
336,PSH,0.00,0,100,0.00,-100,
337,PTB,0.25,17009600,9320876,0.14,7688724,
338,PTC,0.50,16153662,370239,0.01,15783423,
339,PTL,0.00,0,103918,0.00,-103918,
340,PVD,0.49,272585042,120506065,0.22,152078977,
341,PVP,0.00,0,147902,0.00,-147902,
342,PVT,0.49,158589110,49000678,0.15,109588432,
343,QBS,0.00,0,70,0.00,-70,
344,QCG,0.49,134813361,1702003,0.01,133111358,
345,RAL,0.50,11473709,637217,0.03,10836492,
346,RDP,0.50,24534901,121967,0.00,24412934,
347,REE,0.49,174641137,174641037,0.49,100,
348,S4A,0.49,20678000,4638,0.00,20631620,
349,SAB,1.00,641281186,400818391,0.63,240462795,
350,SAM,0.49,186180875,3026314,0.01,183154561,
351,SAV,0.50,9181587,9181587,0.50,0,
352,SBA,0.00,0,209487,0.00,-209487,
353,SBG,0.00,0,0,0.00,0,(*)
354,SBT,1.00,694799896,110604147,0.16,584195749,
355,SBV,1.00,27366476,4052774,0.15,23313702,
356,SC5,0.49,7342429,611072,0.04,6731357,
357,SCD,0.49,4165000,58381,0.07,3581190,
358,SCR,0.49,193874269,1820700,0.00,192053569,
359,SCS,0.30,30470754,29547783,0.29,922971,
360,SFC,0.49,5532814,90062,0.01,5442752,
361,SFG,0.49,23469693,338751,0.01,23130942,
362,SFI,0.49,11669862,2213245,0.09,9456617,
363,SGN,0.30,10074507,925944,0.03,9148563,
364,SGR,0.49,29400000,7569,0.00,29392431,
365,SGT,0.00,0,8318367,0.06,-8318367,
366,SHA,0.49,16388870,324932,0.01,16063938,
367,SHB,0.30,920214958,187832833,0.06,732382125,
368,SHI,0.49,79466460,143945,0.00,79322515,
369,SHP,0.00,0,5318722,0.05,-5318722,
370,SJD,0.49,33809323,8861408,0.13,24947915,
371,SJF,0.49,38808000,230159,0.00,38577841,
372,SJS,0.50,57427770,979963,0.01,56447807,
373,SKG,0.49,31032550,23313266,0.37,7719284,
374,SMA,0.49,9972889,13503,0.00,9959386,
375,SMB,0.49,14624857,4304153,0.14,10320704,
376,SMC,0.00,0,14964200,0.20,-14964200,
377,SPM,0.49,6860000,28042,0.02,6579580,
378,SRC,0.49,13752224,31267,0.00,13720957,
379,SRF,1.00,35566780,16629313,0.47,18937467,
380,SSB,0.05,102014913,3850070,0.00,98164843,
381,SSC,0.49,7346259,129615,0.01,7216644,
382,SSI,1.00,1501130137,644845241,0.43,856284896,
383,ST8,0.49,12603241,6149739,0.24,6453502,
384,STB,0.30,565564714,480116158,0.25,85448556,
385,STG,0.49,48144144,24526050,0.25,23618094,
386,STK,1.00,84363825,13468566,0.16,70895259,
387,SVC,0.49,32648976,1212497,0.02,31436479,
388,SVD,0.49,13526894,127631,0.00,13399263,
389,SVI,1.00,12832437,12182501,0.95,649936,
390,SVT,0.50,7526684,205957,0.01,7320727,
391,SZC,0.20,20000000,3016911,0.03,16983089,
392,SZL,0.00,0,3432899,0.17,-3432899,
393,TBC,0.49,31115000,751804,0.01,30363196,
394,TCB,0.22,789954184,789954184,0.22,0,
395,TCD,0.49,119764968,714387,0.00,119050581,
396,TCH,0.51,340790079,18967462,0.03,321822617,
397,TCL,0.49,14777633,2862643,0.09,11914990,
398,TCM,0.49,40203092,38754871,0.47,1448221,
399,TCO,0.49,9168390,45224,0.02,8716150,
400,TCR,0.49,5082863,4928311,0.48,154552,
401,TCT,0.00,0,1668080,0.13,-1668080,
402,TDC,0.50,50000000,83826,0.01,49161740,
403,TDG,0.00,0,48416,0.00,-48416,
404,TDH,0.50,56326383,1509998,0.01,54816385,
405,TDM,0.50,50000000,6177457,0.06,43822543,
406,TDP,0.51,34392329,44382,0.00,34347947,
407,TDW,0.50,4250000,23246,0.03,4017540,
408,TEG,0.49,32139968,3431120,0.05,28708848,
409,TGG,0.00,0,1905,0.00,-1905,
410,THG,0.49,9782307,125097,0.01,9657210,
411,THI,0.49,23912000,2326,0.00,23888740,
412,TIP,0.49,31853849,10732168,0.17,21121681,
413,TIX,0.00,0,148004,0.00,-148004,
414,TLD,0.49,36628767,490248,0.01,36138519,
415,TLG,1.00,77794453,17314509,0.22,60479944,
416,TLH,0.49,50034204,1511058,0.01,48523146,
417,TMP,0.49,34300000,446971,0.01,33853029,
418,TMS,0.49,59657424,52982492,0.44,6674932,
419,TMT,0.49,18270963,1069209,0.03,17201754,
420,TN1,0.50,21594043,75066,0.00,21518977,
421,TNA,0.49,24292369,1815946,0.04,22476423,
422,TNC,0.50,9625000,106992,0.01,9518008,
423,TNH,0.49,33044184,29422590,0.44,3621594,
424,TNI,0.49,25725000,11935,0.00,25605650,
425,TNT,0.49,24990000,4906,0.00,24940940,
426,TPB,0.30,474526648,474457832,0.30,68816,
427,TPC,0.49,11970992,614302,0.03,11356690,
428,TRA,0.49,20312299,19146952,0.46,1165347,
429,TRC,0.49,14700000,409236,0.01,14290764,
430,TSC,0.00,0,380782,0.00,-380782,
431,TTA,0.49,77156839,475999,0.00,76680840,
432,TTB,0.00,0,17811,0.00,-17811,
433,TTE,0.50,14245200,217,0.00,14243030,
434,TTF,0.50,205599151,22680598,0.06,182918553,
435,TV2,0.15,10128924,9014034,0.13,1114890,
436,TVB,0.30,33629105,2288883,0.02,31340222,
437,TVS,0.49,53495840,31082448,0.28,22413392,
438,TVT,0.00,0,80379,0.04,-80379,
439,TYA,1.00,6134773,2518005,0.41,3616768,
440,UIC,0.00,0,1013870,0.13,-1013870,
441,VAF,0.49,18456020,2134,0.00,18453886,
442,VCA,0.49,7441787,1156162,0.08,6285625,
443,VCB,0.30,1419754971,1114322087,0.24,305432884,
444,VCF,0.49,13023776,166811,0.01,12856965,
445,VCG,0.49,238081140,31712220,0.07,206368920,
446,VCI,1.00,435499901,105840276,0.24,329659625,
447,VDP,0.00,0,62121,0.00,-62121,
448,VDS,1.00,210000000,3017248,0.01,206982752,
449,VFG,0.51,21274453,1105353,0.03,20169100,
450,VGC,0.49,219691500,21157452,0.05,198534048,
451,VHC,1.00,183376956,55934248,0.31,127442708,
452,VHM,0.50,2177183744,1060699480,0.24,1116484264,
453,VIB,0.21,432072953,432036953,0.21,36,
454,VIC,0.48,1857732271,500600705,0.13,1357131566,
455,VID,0.50,20418034,150364,0.00,20267670,
456,VIP,0.49,33550761,3663521,0.05,29887240,
457,VIX,1.00,582139189,35193987,0.06,546945202,
458,VJC,0.30,162483400,95107994,0.18,67375406,
459,VMD,0.49,7565731,182081,0.01,7383650,
460,VND,1.00,1217844009,254370915,0.21,963473094,
461,VNE,0.49,44312146,5804906,0.06,38507240,
462,VNG,0.49,47665537,518203,0.01,47147334,
463,VNL,0.49,4619230,927812,0.10,3691418,
464,VNM,1.00,2089955445,1149615591,0.55,940339854,
465,VNS,0.49,33251004,13624546,0.20,19626458,
466,VOS,0.49,68600000,1292250,0.01,67307750,
467,VPB,0.18,1189674791,1176408898,0.17,13265893,
468,VPD,0.49,52228918,27230551,0.26,24998367,
469,VPG,0.49,39297184,637544,0.01,38659640,
470,VPH,0.49,46725322,1081264,0.01,45644058,
471,VPI,0.49,118579812,5399194,0.02,113180618,
472,VPS,0.49,11985788,167215,0.01,11818573,
473,VRC,0.49,24500000,224268,0.00,24275732,
474,VRE,0.49,1141121020,777651600,0.33,363469420,
475,VSC,0.49,59422004,3652011,0.03,55769993,
476,VSH,0.49,115758210,27885435,0.12,87872775,
477,VSI,0.49,6468000,10126,0.01,6366740,
478,VTB,0.49,5871204,552269,0.05,5318935,
479,VTO,0.49,39134666,1230692,0.02,37903974,
480,YBM,0.49,7006941,34716,0.00,6972225,
481,YEG,1.00,31279968,4890503,0.16,26389465,
