,Symbol,Market,TradingDate,Time,Open,High,Low,Close,Volume,Value
0,HLC,HNX,02/01/2019,,4901,4901,4901,4901,10000,71000000
1,HLC,HNX,03/01/2019,,4901,4901,4901,4901,26857,190630700
2,HLC,HNX,04/01/2019,,4901,4901,4901,4901,200,1420000
3,HLC,HNX,07/01/2019,,4970,4970,4970,4970,100,720000
4,HLC,HNX,08/01/2019,,4970,4970,4970,4970,200,1440000
5,HLC,HNX,09/01/2019,,4970,4970,4970,4970,0,0
6,HLC,HNX,10/01/2019,,4970,4970,4970,4970,0,0
7,HLC,HNX,11/01/2019,,4970,4970,4970,4970,0,0
8,HLC,HNX,14/01/2019,,4970,4970,4970,4970,13,93600
9,HLC,HNX,15/01/2019,,4970,4970,4970,4970,0,0
10,HLC,HNX,16/01/2019,,4970,4970,4970,4970,0,0
11,HLC,HNX,17/01/2019,,4970,4970,4970,4970,0,0
12,HLC,HNX,18/01/2019,,4970,4970,4970,4970,0,0
13,HLC,HNX,21/01/2019,,4970,4970,4970,4970,0,0
14,HLC,HNX,22/01/2019,,4970,4970,4970,4970,0,0
15,HLC,HNX,23/01/2019,,4970,4970,4970,4970,0,0
16,HLC,HNX,24/01/2019,,5246,5246,5246,5246,4900,37240000
17,HLC,HNX,25/01/2019,,5246,5246,5246,5246,0,0
18,HLC,HNX,28/01/2019,,5246,5246,5246,5246,0,0
19,HLC,HNX,29/01/2019,,5246,5246,5246,5246,0,0
20,HLC,HNX,30/01/2019,,5246,5246,5246,5246,0,0
21,HLC,HNX,31/01/2019,,5246,5246,5246,5246,0,0
22,HLC,HNX,01/02/2019,,5246,5246,5246,5246,0,0
23,HLC,HNX,11/02/2019,,5246,5246,5246,5246,0,0
24,HLC,HNX,12/02/2019,,5246,5246,5246,5246,0,0
25,HLC,HNX,13/02/2019,,5246,5246,5246,5246,0,0
26,HLC,HNX,14/02/2019,,5246,5246,5246,5246,0,0
27,HLC,HNX,15/02/2019,,5246,5246,5246,5246,0,0
28,HLC,HNX,18/02/2019,,5384,5384,5246,5315,10900,84540000
29,HLC,HNX,19/02/2019,,5315,5315,5315,5315,0,0
30,HLC,HNX,20/02/2019,,4832,5177,4832,5177,3310,23320000
31,HLC,HNX,21/02/2019,,5177,5177,5177,5177,0,0
32,HLC,HNX,22/02/2019,,5177,5177,5177,5177,0,0
33,HLC,HNX,25/02/2019,,5177,5177,5177,5177,0,0
34,HLC,HNX,26/02/2019,,5177,5177,5177,5177,0,0
35,HLC,HNX,27/02/2019,,5177,5177,5177,5177,0,0
36,HLC,HNX,28/02/2019,,5177,5177,5177,5177,0,0
37,HLC,HNX,01/03/2019,,5177,5177,5177,5177,0,0
38,HLC,HNX,04/03/2019,,5177,5177,5177,5177,31,248000
39,HLC,HNX,05/03/2019,,4763,4763,4763,4763,300,2070000
40,HLC,HNX,06/03/2019,,5177,5177,5177,5177,600,4500000
41,HLC,HNX,07/03/2019,,4763,5522,4763,5522,400,2980000
42,HLC,HNX,08/03/2019,,5522,5522,5522,5522,0,0
43,HLC,HNX,11/03/2019,,5384,5384,5384,5384,300,2340000
44,HLC,HNX,12/03/2019,,5453,5453,5453,5453,200,1580000
45,HLC,HNX,13/03/2019,,5453,5453,5453,5453,0,0
46,HLC,HNX,14/03/2019,,5453,5453,5453,5453,15,112500
47,HLC,HNX,15/03/2019,,5453,5453,5453,5453,0,0
48,HLC,HNX,18/03/2019,,5453,5453,5453,5453,5000,39500000
49,HLC,HNX,19/03/2019,,5453,5453,5453,5453,3400,26860000
50,HLC,HNX,20/03/2019,,5453,5453,5453,5453,0,0
51,HLC,HNX,21/03/2019,,5453,5453,5453,5453,0,0
52,HLC,HNX,22/03/2019,,5108,5108,5108,5108,3000,22200000
53,HLC,HNX,25/03/2019,,4970,4970,4970,4970,2040,14688000
54,HLC,HNX,26/03/2019,,4970,4970,4970,4970,0,0
55,HLC,HNX,27/03/2019,,4970,4970,4970,4970,0,0
56,HLC,HNX,28/03/2019,,4970,4970,4970,4970,0,0
57,HLC,HNX,29/03/2019,,4970,4970,4970,4970,0,0
58,HLC,HNX,01/04/2019,,4970,4970,4970,4970,0,0
59,HLC,HNX,02/04/2019,,4970,4970,4970,4970,0,0
60,HLC,HNX,03/04/2019,,4970,4970,4970,4970,0,0
61,HLC,HNX,04/04/2019,,4970,4970,4970,4970,0,0
62,HLC,HNX,05/04/2019,,4970,4970,4970,4970,0,0
63,HLC,HNX,08/04/2019,,4970,4970,4970,4970,0,0
64,HLC,HNX,09/04/2019,,4970,4970,4970,4970,0,0
65,HLC,HNX,10/04/2019,,4970,4970,4970,4970,0,0
66,HLC,HNX,11/04/2019,,4970,4970,4970,4970,0,0
67,HLC,HNX,12/04/2019,,4970,4970,4970,4970,45,306000
68,HLC,HNX,16/04/2019,,4970,4970,4970,4970,0,0
69,HLC,HNX,17/04/2019,,4970,4970,4970,4970,0,0
70,HLC,HNX,18/04/2019,,4970,4970,4970,4970,0,0
71,HLC,HNX,19/04/2019,,4970,4970,4970,4970,0,0
72,HLC,HNX,22/04/2019,,4970,4970,4970,4970,0,0
73,HLC,HNX,23/04/2019,,4970,4970,4970,4970,0,0
74,HLC,HNX,24/04/2019,,4970,4970,4970,4970,0,0
75,HLC,HNX,25/04/2019,,4970,4970,4970,4970,0,0
76,HLC,HNX,26/04/2019,,4970,4970,4970,4970,200,1440000
77,HLC,HNX,02/05/2019,,4970,4970,4970,4970,15,103500
78,HLC,HNX,03/05/2019,,4970,4970,4970,4970,0,0
79,HLC,HNX,06/05/2019,,4970,4970,4970,4970,0,0
80,HLC,HNX,07/05/2019,,4970,4970,4970,4970,0,0
81,HLC,HNX,08/05/2019,,4970,4970,4970,4970,0,0
82,HLC,HNX,09/05/2019,,4970,4970,4970,4970,0,0
83,HLC,HNX,10/05/2019,,4970,4970,4970,4970,0,0
84,HLC,HNX,13/05/2019,,4970,4970,4970,4970,0,0
85,HLC,HNX,14/05/2019,,4970,4970,4970,4970,0,0
86,HLC,HNX,15/05/2019,,4970,4970,4970,4970,100,720000
87,HLC,HNX,16/05/2019,,4970,4970,4832,4832,1200,8460000
88,HLC,HNX,17/05/2019,,4832,4832,4832,4832,0,0
89,HLC,HNX,20/05/2019,,4625,4625,4625,4625,2470,16563000
90,HLC,HNX,21/05/2019,,4625,4625,4625,4625,5600,37520000
91,HLC,HNX,22/05/2019,,4763,4763,4763,4763,114,776800
92,HLC,HNX,23/05/2019,,4625,4694,4625,4694,1200,8070000
93,HLC,HNX,24/05/2019,,4694,4694,4694,4694,0,0
94,HLC,HNX,27/05/2019,,4763,4763,4763,4763,5200,35880000
95,HLC,HNX,28/05/2019,,4763,4763,4763,4763,4800,33120000
96,HLC,HNX,29/05/2019,,4763,4763,4763,4763,0,0
97,HLC,HNX,30/05/2019,,4763,4763,4763,4763,0,0
98,HLC,HNX,31/05/2019,,4763,4763,4763,4763,0,0
99,HLC,HNX,03/06/2019,,4763,4763,4763,4763,0,0
100,HLC,HNX,04/06/2019,,4763,4763,4763,4763,0,0
101,HLC,HNX,05/06/2019,,4763,4763,4763,4763,50,330000
102,HLC,HNX,06/06/2019,,4763,4763,4763,4763,2000,13800000
103,HLC,HNX,07/06/2019,,4832,4832,4832,4832,1300,9100000
104,HLC,HNX,10/06/2019,,4832,4832,4832,4832,400,2800000
105,HLC,HNX,11/06/2019,,4832,4832,4832,4832,0,0
106,HLC,HNX,12/06/2019,,4832,4832,4832,4832,0,0
107,HLC,HNX,13/06/2019,,4832,4832,4832,4832,0,0
108,HLC,HNX,14/06/2019,,4901,4901,4901,4901,100,710000
