,IndexId,IndexValue,TradingDate,Time,Change,RatioChange,TotalTrade,TotalMatchVol,TotalMatchVal,TypeIndex,IndexName,Advances,NoChanges,Declines,Ceilings,Floors,TotalDealVol,TotalDealVal,TotalVol,TotalVal,TradingSession
0,VNIndex,910.65,31/01/2019,,0,0,0,110220264,0,,VNIndex,0,0,0,0,0,0,0,110220264,0,C
1,VNIndex,915.84,30/01/2019,,0,0,0,101720056,0,,VNIndex,0,0,0,0,0,0,0,101720056,0,C
2,VNIndex,915.93,29/01/2019,,0,0,0,97050248,0,,VNIndex,0,0,0,0,0,0,0,97050248,0,C
3,VNIndex,912.18,28/01/2019,,0,0,0,105335968,0,,VNIndex,0,0,0,0,0,0,0,105335968,0,C
4,VNIndex,908.88,25/01/2019,,0,0,0,94869512,0,,VNIndex,0,0,0,0,0,0,0,94869512,0,C
5,VNIndex,908.79,24/01/2019,,0,0,0,93576168,0,,VNIndex,0,0,0,0,0,0,0,93576168,0,C
6,VNIndex,908.18,23/01/2019,,0,0,0,104593264,0,,VNIndex,0,0,0,0,0,0,0,104593264,0,C
7,VNIndex,906.55,22/01/2019,,0,0,0,122327992,0,,VNIndex,0,0,0,0,0,0,0,122327992,0,C
8,VNIndex,911.05,21/01/2019,,0,0,0,119012352,0,,VNIndex,0,0,0,0,0,0,0,119012352,0,C
9,VNIndex,902.30,18/01/2019,,0,0,0,98216800,0,,VNIndex,0,0,0,0,0,0,0,98216800,0,C
10,VNIndex,901.89,17/01/2019,,0,0,0,117379944,0,,VNIndex,0,0,0,0,0,0,0,117379944,0,C
11,VNIndex,908.70,16/01/2019,,0,0,0,107555096,0,,VNIndex,0,0,0,0,0,0,0,107555096,0,C
12,VNIndex,909.68,15/01/2019,,0,0,0,106149232,0,,VNIndex,0,0,0,0,0,0,0,106149232,0,C
13,VNIndex,901.80,14/01/2019,,0,0,0,102797712,0,,VNIndex,0,0,0,0,0,0,0,102797712,0,C
14,VNIndex,902.71,11/01/2019,,0,0,0,107782496,0,,VNIndex,0,0,0,0,0,0,0,107782496,0,C
15,VNIndex,898.30,10/01/2019,,0,0,0,102404440,0,,VNIndex,0,0,0,0,0,0,0,102404440,0,C
16,VNIndex,896.99,09/01/2019,,0,0,0,121796328,0,,VNIndex,0,0,0,0,0,0,0,121796328,0,C
17,VNIndex,887.44,08/01/2019,,0,0,0,92128528,0,,VNIndex,0,0,0,0,0,0,0,92128528,0,C
18,VNIndex,889.64,07/01/2019,,0,0,0,87417136,0,,VNIndex,0,0,0,0,0,0,0,87417136,0,C
19,VNIndex,880.90,04/01/2019,,0,0,0,117664072,0,,VNIndex,0,0,0,0,0,0,0,117664072,0,C
20,VNIndex,878.22,03/01/2019,,0,0,0,135125056,0,,VNIndex,0,0,0,0,0,0,0,135125056,0,C
21,VNIndex,891.75,02/01/2019,,0,0,0,91857072,0,,VNIndex,0,0,0,0,0,0,0,91857072,0,C
22,VNIndex,965.47,28/02/2019,,0,0,0,197428320,0,,VNIndex,0,0,0,0,0,0,0,197428320,0,C
23,VNIndex,990.27,27/02/2019,,0,0,0,204616976,0,,VNIndex,0,0,0,0,0,0,0,204616976,0,C
24,VNIndex,987.06,26/02/2019,,0,0,0,209790992,0,,VNIndex,0,0,0,0,0,0,0,209790992,0,C
25,VNIndex,994.43,25/02/2019,,0,0,0,192681552,0,,VNIndex,0,0,0,0,0,0,0,192681552,0,C
26,VNIndex,988.91,22/02/2019,,0,0,0,199234032,0,,VNIndex,0,0,0,0,0,0,0,199234032,0,C
27,VNIndex,987.57,21/02/2019,,0,0,0,162918224,0,,VNIndex,0,0,0,0,0,0,0,162918224,0,C
28,VNIndex,970.58,20/02/2019,,0,0,0,145267488,0,,VNIndex,0,0,0,0,0,0,0,145267488,0,C
29,VNIndex,964.35,19/02/2019,,0,0,0,195093264,0,,VNIndex,0,0,0,0,0,0,0,195093264,0,C
30,VNIndex,961.30,18/02/2019,,0,0,0,169171360,0,,VNIndex,0,0,0,0,0,0,0,169171360,0,C
31,VNIndex,950.89,15/02/2019,,0,0,0,145322496,0,,VNIndex,0,0,0,0,0,0,0,145322496,0,C
32,VNIndex,952.34,14/02/2019,,0,0,0,156655328,0,,VNIndex,0,0,0,0,0,0,0,156655328,0,C
33,VNIndex,945.25,13/02/2019,,0,0,0,176159808,0,,VNIndex,0,0,0,0,0,0,0,176159808,0,C
